,doc_id,coref_chain,description,mention_type,mention_full_type,tokens_str
46,127576_Apple_launches_new_faster_iPhone,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
47,127576_Apple_launches_new_faster_iPhone,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
48,127576_Apple_launches_new_faster_iPhone,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,suo
49,127576_Apple_launches_new_faster_iPhone,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,della società
50,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
51,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
52,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
53,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
54,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
55,23468_Apple_plans_another_special_event,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
56,23468_Apple_plans_another_special_event,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
57,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,proprio
58,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
59,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,della società
60,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
61,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
62,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
63,30414_Apple_unveils_new_Intel-based_Mac,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
64,30414_Apple_unveils_new_Intel-based_Mac,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
65,30414_Apple_unveils_new_Intel-based_Mac,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,sua
66,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
67,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,produttrice di computer ed elettronica
68,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
69,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,"Apple Computer , produttrice di computer ed elettronica"
70,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
71,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
72,37313_Beatles_Apple_Corps,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
73,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
74,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,la
75,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
76,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
77,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
78,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,suoi
79,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
80,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,le due parti
81,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
82,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
83,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
84,40986_Apple_releases_Macbook,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
85,40986_Apple_releases_Macbook,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
86,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
87,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
88,43503_Apple_plans_to_sell_movies_on_iTunes,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
89,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,La società
90,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Inc .
91,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,suoi
92,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,L' azienda informatica statunitense
93,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
94,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,L' azienda informatica statunitense Apple
95,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,suoi
96,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
97,58772_Apple_Inc,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
98,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
99,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
100,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,"il produttore di iPod , il riproduttore MP3 più venduto al mondo"
101,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
102,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
103,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Inc
104,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,suo
105,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
106,9549_Reactions_to_Apple,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple Computer
107,9549_Reactions_to_Apple,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
108,9549_Reactions_to_Apple,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
109,9549_Reactions_to_Apple,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
110,9549_Reactions_to_Apple,cross_intra_ORG19274271187160719,APPLE,ORG,ENTITY_MENTION,Apple
111,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,dal CEO di Apple Steve Jobs
112,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,dal CEO di Apple
113,191597_Apple_swamped_by_iPhone_4_pre-orders,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
114,23468_Apple_plans_another_special_event,cross_intra_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
115,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Jobs
116,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,il CEO di Apple
117,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
118,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,il CEO di Apple Steve Jobs
119,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
120,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Jobs
121,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,CEO
122,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,CEO Steve Jobs
123,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
124,37313_Beatles_Apple_Corps,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
125,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
126,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,il CEO di Apple Computer
127,40203_Apple_Corps_loses_court_case_against_Apple_Computer,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,"il CEO di Apple Computer , Steve Jobs"
128,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,"Il CEO di Apple , Steve Jobs"
129,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Il CEO di Apple
130,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,Steve Jobs
131,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PER19274271332322852,Steve Jobs,PER,ENTITY_MENTION,"il maggiore azionista singolo di Disney , che ora detiene anche lo studio di animazione Pixar"
132,37313_Beatles_Apple_Corps,cross_OTH57180939930115798,launch (iTunes store),OTH,EVENT_MENTION,lanciato
133,103623_Apples_iTunes_replaces,cross_intra_ORG25409574000544790,Wal-Mart,ORG,ENTITY_MENTION,Wal - Mart
134,103623_Apples_iTunes_replaces,cross_intra_ORG25409574000544790,Wal-Mart,ORG,ENTITY_MENTION,Wal - Mart
135,103623_Apples_iTunes_replaces,cross_intra_ORG25409574000544790,Wal-Mart,ORG,ENTITY_MENTION,Wal - Mart
136,103623_Apples_iTunes_replaces,cross_intra_PRO56147275615439098,No 2 US music seller,PRO,ENTITY_MENTION,rivenditore di musica negli Stati Uniti
137,103623_Apples_iTunes_replaces,cross_intra_PRO56147275615439098,No 2 US music seller,PRO,ENTITY_MENTION,rivenditore di musica
138,103623_Apples_iTunes_replaces,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
139,103623_Apples_iTunes_replaces,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli Stati Uniti
140,103623_Apples_iTunes_replaces,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
141,103623_Apples_iTunes_replaces,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,statunitense
142,103623_Apples_iTunes_replaces,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
143,107785_Apple_launches_3G_iPhone,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,negli Stati Uniti
144,107785_Apple_launches_3G_iPhone,cross_intra_LOC27735327659249054,United States of America ,LOC,ENTITY_MENTION,degli USA
145,103623_Apples_iTunes_replaces,cross_intra_ORG55760098451618536,NPD Group,ORG,ENTITY_MENTION,NPD Group
146,103623_Apples_iTunes_replaces,cross_intra_ORG55760098451618536,NPD Group,ORG,ENTITY_MENTION,una società di ricerche di mercato
147,103623_Apples_iTunes_replaces,cross_intra_ORG55760098451618536,NPD Group,ORG,ENTITY_MENTION,"NPD Group , una società di ricerche di mercato"
148,103623_Apples_iTunes_replaces,cross_intra_ORG55760098451618536,NPD Group,ORG,ENTITY_MENTION,L' azienda
149,103623_Apples_iTunes_replaces,cross_intra_ORG55760098451618536,NPD Group,ORG,ENTITY_MENTION,NPD
150,103623_Apples_iTunes_replaces,cross_intra_PRO56147418383194168,4 billion songs,PRO,ENTITY_MENTION,più di 4 miliardi di canzoni
151,103623_Apples_iTunes_replaces,cross_intra_PRO56147418383194168,4 billion songs,PRO,ENTITY_MENTION,musica digitale
152,103623_Apples_iTunes_replaces,cross_intra_ORG55760065022744487,Best Buy,ORG,ENTITY_MENTION,il rivenditore di elettronica statunitense
153,103623_Apples_iTunes_replaces,cross_intra_ORG55760065022744487,Best Buy,ORG,ENTITY_MENTION,Best Buy
154,103623_Apples_iTunes_replaces,cross_intra_ORG55760065022744487,Best Buy,ORG,ENTITY_MENTION,il rivenditore di elettronica statunitense Best Buy
155,103623_Apples_iTunes_replaces,cross_intra_PRO55760148408136115,Ars Technica,PRO,ENTITY_MENTION,Ars Technica
156,103623_Apples_iTunes_replaces,cross_intra_PRO55760271615749101,internal memo at Apple,PRO,ENTITY_MENTION,una nota interna di Apple
157,103623_Apples_iTunes_replaces,cross_intra_PRO55760301009673938,report in Ars Technica,PRO,ENTITY_MENTION,un rapporto del 2 aprile di Ars Technica
158,103623_Apples_iTunes_replaces,cross_OTH57275920214328459,held-SE - (iTunes store),OTH,EVENT_MENTION,deteneva
159,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_LOC46916036707383716,MWCC,LOC,ENTITY_MENTION,il centro Moscone West di San Francisco
160,265977_Apple_announces_Mac_OS_X_Lion_iOS_5_and_iCloud,cross_intra_LOC44511261974483951,San Francisco,LOC,ENTITY_MENTION,San Francisco
161,23468_Apple_plans_another_special_event,cross_intra_LOC27743511041274864,"California, US",LOC,ENTITY_MENTION,California
162,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_LOC27743511041274864,"California, US",LOC,ENTITY_MENTION,California
163,9549_Reactions_to_Apple,cross_intra_PRO47083859812724907,Apple Macintosh computer,PRO,ENTITY_MENTION,Macintosh
164,30414_Apple_unveils_new_Intel-based_Mac,cross_intra_ORG47083917085614844,Intel Inc.,ORG,ENTITY_MENTION,Intel
165,30414_Apple_unveils_new_Intel-based_Mac,cross_intra_PRO47083985639508399,Intel processors,PRO,ENTITY_MENTION,Intel
166,30414_Apple_unveils_new_Intel-based_Mac,cross_intra_PRO47083985639508399,Intel processors,PRO,ENTITY_MENTION,processori Intel
167,23468_Apple_plans_another_special_event,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,un iPod video
168,23468_Apple_plans_another_special_event,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,il nuovo iPod
169,287096_Apple_Inc,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,il lettore musicale iPod
170,37313_Beatles_Apple_Corps,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,"un lettore di musica portatile iPod , prodotto da Apple Computer e commercializzato accanto a iTunes Music Store"
171,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,l' iPod Nano e la versione Video
172,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
173,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
174,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,dell' iPod
175,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,dai suoi lettori musicali portatili
176,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
177,37961_Apple_releases_program_to_limit_iPod_volume,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,dai suoi lettori musicali portatili iPod
178,37961_Apple_releases_program_to_limit_iPod_volume,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
179,37961_Apple_releases_program_to_limit_iPod_volume,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,Gli iPod venduti in Francia
180,37961_Apple_releases_program_to_limit_iPod_volume,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,l' iPod
181,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,sui dispositivi
182,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
183,43503_Apple_plans_to_sell_movies_on_iTunes,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
184,58772_Apple_Inc,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,i lettori di musica digitale iPod di Apple
185,58772_Apple_Inc,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,21 milioni di lettori iPod
186,58772_Apple_Inc,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,suoi iPod
187,58772_Apple_Inc,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,i lettori di musica digitale
188,58772_Apple_Inc,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
189,78899_Apple_announces_new_iPod_range,cross_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
190,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,il riproduttore MP3 più venduto al mondo
191,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,iPod
192,89284_Apple_to_lower_UK_iTunes_prices,cross_intra_PRO19274272200451092,IPOD,PRO,ENTITY_MENTION,"iPod , il riproduttore MP3 più venduto al mondo"
193,107785_Apple_launches_3G_iPhone,cross_intra_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,l' iPhone 3G
194,107785_Apple_launches_3G_iPhone,cross_intra_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,iPhone 3G
195,107785_Apple_launches_3G_iPhone,cross_intra_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,una versione 3G del proprio dispositivo iPhone
196,107785_Apple_launches_3G_iPhone,cross_intra_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,l' iPhone
197,107785_Apple_launches_3G_iPhone,cross_intra_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,che
198,107785_Apple_launches_3G_iPhone,cross_intra_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,il nuovo iPhone 3G che è due volte più veloce alla metà del prezzo
199,107785_Apple_launches_3G_iPhone,cross_PRO20564229258253078,iPhone 3G,PRO,ENTITY_MENTION,un iPhone 3G
200,107785_Apple_launches_3G_iPhone,cross_intra_PRO55759867987872952,iPhones before iPhone 3G,PRO,ENTITY_MENTION,dalle versioni precedenti
201,107785_Apple_launches_3G_iPhone,cross_intra_FIN36112210245740722,iphone price,FIN,ENTITY_MENTION,Il prezzo dell' iPhone
202,107785_Apple_launches_3G_iPhone,cross_intra_FIN55759842752069335,prices of the iPhone in other countries than US,FIN,ENTITY_MENTION,prezzi analoghi o inferiori a quello degli USA
203,107785_Apple_launches_3G_iPhone,cross_intra_FIN56155445956462369,price of the iPhone in US,FIN,ENTITY_MENTION,quello degli USA
