,composite_chain_id,coref_chain,dataset,subtopic_id,language,mentions,phrasing_diversity,unique_lemmas
17,OCC55atjNEv8c2cQN2p6DcgpU/FCC//,OCC55atjNEv8c2cQN2p6DcgpU,FCC,,,6,6.0,4
18,OCC5vEnEDyyt4YMzeasUkVcP6/FCC//,OCC5vEnEDyyt4YMzeasUkVcP6,FCC,,,1,1.0,1
19,OCC64eTMUJP2DFLLQGovepo6S/FCC//,OCC64eTMUJP2DFLLQGovepo6S,FCC,,,50,43.0,39
20,OCC6cWfzabwkgUDkZerLvXi2e/FCC//,OCC6cWfzabwkgUDkZerLvXi2e,FCC,,,3,3.0,3
21,OCC6qxKx8QxZHzoHpBCGCjq7C/FCC//,OCC6qxKx8QxZHzoHpBCGCjq7C,FCC,,,14,13.0,11
22,OCC6sHgq5oAPhLq79k6dbvqra/FCC//,OCC6sHgq5oAPhLq79k6dbvqra,FCC,,,3,3.0,3
23,OCC6zCNTdQgqYqxcxy9JVfPPb/FCC//,OCC6zCNTdQgqYqxcxy9JVfPPb,FCC,,,1,1.0,1
24,OCC7mWsS5pm4nbbA3MeprRKJN/FCC//,OCC7mWsS5pm4nbbA3MeprRKJN,FCC,,,1,1.0,1
25,OCC7og7mFD7XoRyRuwGy8Hisd/FCC//,OCC7og7mFD7XoRyRuwGy8Hisd,FCC,,,2,2.0,2
26,OCC7y8CfVS9uVjpFXc95vtpiv/FCC//,OCC7y8CfVS9uVjpFXc95vtpiv,FCC,,,2,2.0,2
27,OCC7zJ7twYhqkfuknbcfnoPEF/FCC//,OCC7zJ7twYhqkfuknbcfnoPEF,FCC,,,3,3.0,3
28,OCC7ztXHw6EEGRSgPfhocyhDJ/FCC//,OCC7ztXHw6EEGRSgPfhocyhDJ,FCC,,,4,3.0,3
29,OCC8KFATYL8rLEgU2ihFFqFsM/FCC//,OCC8KFATYL8rLEgU2ihFFqFsM,FCC,,,8,8.0,8
30,OCC8gJTnyNJ8qRNxSHuyLEXcF/FCC//,OCC8gJTnyNJ8qRNxSHuyLEXcF,FCC,,,1,1.0,1
31,OCC8q7KUivUZzt5fczuMPGaxz/FCC//,OCC8q7KUivUZzt5fczuMPGaxz,FCC,,,3,3.0,3
32,OCC8ryixrM7dHHyfKefLZS5vG/FCC//,OCC8ryixrM7dHHyfKefLZS5vG,FCC,,,29,19.862,20
33,OCC9PCfVUeZiGuArwW7pUc4TD/FCC//,OCC9PCfVUeZiGuArwW7pUc4TD,FCC,,,3,3.0,3
34,OCC9QDiPhYkEbPXHEszdePzPZ/FCC//,OCC9QDiPhYkEbPXHEszdePzPZ,FCC,,,2,2.0,2
35,OCC9R2BBzRkZCctTnv2mq2cbN/FCC//,OCC9R2BBzRkZCctTnv2mq2cbN,FCC,,,72,47.826,38
36,OCC9fXeaNtakXZwYcB2DQjXDC/FCC//,OCC9fXeaNtakXZwYcB2DQjXDC,FCC,,,6,4.0,4
37,OCCA7a9BRhe6SjBz3szcoLw8p/FCC//,OCCA7a9BRhe6SjBz3szcoLw8p,FCC,,,2,2.0,2
38,OCCAJRNG4Dt7C3xhd27kPwmUw/FCC//,OCCAJRNG4Dt7C3xhd27kPwmUw,FCC,,,2,2.0,2
39,OCCANhCXjNGADEiBvPsLuBanY/FCC//,OCCANhCXjNGADEiBvPsLuBanY,FCC,,,1,1.0,1
40,OCCAWb5FNNXHdxoEFt7ckJdEM/FCC//,OCCAWb5FNNXHdxoEFt7ckJdEM,FCC,,,3,3.0,3
41,OCCAXBmJwPgKJrhGDwndXj2q7/FCC//,OCCAXBmJwPgKJrhGDwndXj2q7,FCC,,,1,1.0,1
42,OCCAacY54hWKcG8xaVk2mATWJ/FCC//,OCCAacY54hWKcG8xaVk2mATWJ,FCC,,,3,2.0,2
43,OCCAoBLv9Jhxq3UcAy2QBjBfu/FCC//,OCCAoBLv9Jhxq3UcAy2QBjBfu,FCC,,,2,2.0,2
44,OCCBGgXiHqz3FVnWvB7Mh6wqa/FCC//,OCCBGgXiHqz3FVnWvB7Mh6wqa,FCC,,,3,3.0,3
45,OCCBgv8ov2i82Z5bqBh8i3i8Q/FCC//,OCCBgv8ov2i82Z5bqBh8i3i8Q,FCC,,,2,2.0,2
46,OCCC43rwBfbwsvr7yhQU8LWkx/FCC//,OCCC43rwBfbwsvr7yhQU8LWkx,FCC,,,1,1.0,1
47,OCCCFdc58ZuAsG9hKwmysZN2r/FCC//,OCCCFdc58ZuAsG9hKwmysZN2r,FCC,,,1,1.0,1
48,OCCCLpncTyjPFjJWqBaR67PkR/FCC//,OCCCLpncTyjPFjJWqBaR67PkR,FCC,,,7,7.0,6
49,OCCCVWdwG4mGWTMMm84q2emUg/FCC//,OCCCVWdwG4mGWTMMm84q2emUg,FCC,,,5,5.0,5
50,OCCCbWog6YiXHBwG6jcz3jp9e/FCC//,OCCCbWog6YiXHBwG6jcz3jp9e,FCC,,,1,1.0,1
51,OCCCjtBVGeik6CJgeahBkZt4v/FCC//,OCCCjtBVGeik6CJgeahBkZt4v,FCC,,,9,9.0,9
52,OCCCnLTKPD9Cjr9yUixgkWqfF/FCC//,OCCCnLTKPD9Cjr9yUixgkWqfF,FCC,,,10,10.0,9
53,OCCCrxz5UPiSWpgN7G8vd2gsA/FCC//,OCCCrxz5UPiSWpgN7G8vd2gsA,FCC,,,7,7.0,7
54,OCCCsovot7QH33ZBCdzgqCU3J/FCC//,OCCCsovot7QH33ZBCdzgqCU3J,FCC,,,8,8.0,7
55,OCCD3C5uSjkZDg35vxdTo6UH9/FCC//,OCCD3C5uSjkZDg35vxdTo6UH9,FCC,,,8,8.0,8
56,OCCDAewpoF3UDZDTJvhdt9ngB/FCC//,OCCDAewpoF3UDZDTJvhdt9ngB,FCC,,,2,2.0,2
57,OCCDGT2htX3b7Kqst2aPTYxM3/FCC//,OCCDGT2htX3b7Kqst2aPTYxM3,FCC,,,1,1.0,1
58,OCCDVyeMatDXzS5ULMJh9R6KW/FCC//,OCCDVyeMatDXzS5ULMJh9R6KW,FCC,,,28,27.0,22
59,OCCDcZooEAUu9BbjbQ7HKBNXZ/FCC//,OCCDcZooEAUu9BbjbQ7HKBNXZ,FCC,,,15,13.0,12
60,OCCEFnQtLajR7zX8jfD7Gwhry/FCC//,OCCEFnQtLajR7zX8jfD7Gwhry,FCC,,,1,1.0,1
61,OCCEHcWLPBRbRr7qe9T2NpnCt/FCC//,OCCEHcWLPBRbRr7qe9T2NpnCt,FCC,,,3,3.0,2
62,OCCEJbjEFiAxu4MA8i85jxoJB/FCC//,OCCEJbjEFiAxu4MA8i85jxoJB,FCC,,,2,2.0,2
63,OCCEoZrDqxqQKq2YnY7zVFFb3/FCC//,OCCEoZrDqxqQKq2YnY7zVFFb3,FCC,,,1,1.0,1
64,OCCEphStPJ8ZpaBJZzwPUVXwg/FCC//,OCCEphStPJ8ZpaBJZzwPUVXwg,FCC,,,2,2.0,2
65,OCCF5aKwX9Qtsk4PA9Q9cQQPB/FCC//,OCCF5aKwX9Qtsk4PA9Q9cQQPB,FCC,,,2,2.0,2
66,OCCF7B3vXud6J8DV3yQ2ghwF6/FCC//,OCCF7B3vXud6J8DV3yQ2ghwF6,FCC,,,5,5.0,5
67,OCCFBSNvhNsrNCqkEHNjS466t/FCC//,OCCFBSNvhNsrNCqkEHNjS466t,FCC,,,1,1.0,1
68,OCCFCTjY2LjJVAXRjXKrgFwBG/FCC//,OCCFCTjY2LjJVAXRjXKrgFwBG,FCC,,,3,3.0,3
69,OCCFJSCj5qDS6Xdfx28NBm5nx/FCC//,OCCFJSCj5qDS6Xdfx28NBm5nx,FCC,,,13,12.0,11
70,OCCFJhRoxKkT25CR6j6MTAr9D/FCC//,OCCFJhRoxKkT25CR6j6MTAr9D,FCC,,,4,4.0,4
71,OCCFKBwohcfEEsniACq5ayQ2Z/FCC//,OCCFKBwohcfEEsniACq5ayQ2Z,FCC,,,1,1.0,1
72,OCCFNwoXEjSnXVfqjbL7xc5aQ/FCC//,OCCFNwoXEjSnXVfqjbL7xc5aQ,FCC,,,3,3.0,3
73,OCCFTGCcaqdjmU7aDvmyDNC9P/FCC//,OCCFTGCcaqdjmU7aDvmyDNC9P,FCC,,,14,14.0,12
74,OCCFi3FVPoUo2Vvuv2XPEw3n8/FCC//,OCCFi3FVPoUo2Vvuv2XPEw3n8,FCC,,,20,18.0,17
75,OCCFoRmk2xTGkJfqiQvCwWRSj/FCC//,OCCFoRmk2xTGkJfqiQvCwWRSj,FCC,,,4,3.0,3
76,OCCFvbJDsGNmvZH9Xwi4DXVDC/FCC//,OCCFvbJDsGNmvZH9Xwi4DXVDC,FCC,,,1,1.0,1
77,OCCGBKK79KxAP9Pk2rh2zHQka/FCC//,OCCGBKK79KxAP9Pk2rh2zHQka,FCC,,,1,1.0,1
78,OCCGrttQ44TtqSqbdjKe8Gct5/FCC//,OCCGrttQ44TtqSqbdjKe8Gct5,FCC,,,20,19.0,19
79,OCCHCm8Htx9Y3eg5dgpN9bTyD/FCC//,OCCHCm8Htx9Y3eg5dgpN9bTyD,FCC,,,2,2.0,2
80,OCCHDbnMaa9k3r7giBAdRK6ZZ/FCC//,OCCHDbnMaa9k3r7giBAdRK6ZZ,FCC,,,4,4.0,4
81,OCCHFNubz8em8MjCcgPHZuBMb/FCC//,OCCHFNubz8em8MjCcgPHZuBMb,FCC,,,5,5.0,5
82,OCCHMNwpVr4XqNqqfByAvzeNs/FCC//,OCCHMNwpVr4XqNqqfByAvzeNs,FCC,,,7,7.0,7
83,OCCHRXasFXsvS6MkVChZQNWgG/FCC//,OCCHRXasFXsvS6MkVChZQNWgG,FCC,,,1,1.0,1
84,OCCHV4VfupyCvxyFNfbbzkpT3/FCC//,OCCHV4VfupyCvxyFNfbbzkpT3,FCC,,,9,9.0,9
85,OCCHbSd4eKh7oSKTrfEhRHv4D/FCC//,OCCHbSd4eKh7oSKTrfEhRHv4D,FCC,,,272,159.536,134
86,OCCHqWcvT9SruwgHeFPMUGZfY/FCC//,OCCHqWcvT9SruwgHeFPMUGZfY,FCC,,,3,2.0,2
87,OCCJDmV8Ke6WSdMEJtLvcrdF9/FCC//,OCCJDmV8Ke6WSdMEJtLvcrdF9,FCC,,,7,7.0,7
88,OCCJuBtD3kNsHcr6oAtoHXYxN/FCC//,OCCJuBtD3kNsHcr6oAtoHXYxN,FCC,,,140,84.0,71
89,OCCJyfs4hEGNvH2s4GwYXTFfN/FCC//,OCCJyfs4hEGNvH2s4GwYXTFfN,FCC,,,2,2.0,2
90,OCCK3nJe2Ri9evFTEq7L3Wi3V/FCC//,OCCK3nJe2Ri9evFTEq7L3Wi3V,FCC,,,3,3.0,3
91,OCCK5bYABiHJciFhgrdKsSWik/FCC//,OCCK5bYABiHJciFhgrdKsSWik,FCC,,,1,1.0,1
92,OCCKMJ62bStV4ikt2yyPH6g7r/FCC//,OCCKMJ62bStV4ikt2yyPH6g7r,FCC,,,4,1.875,3
93,OCCKTJwMSLAh5e836xQMLcrHL/FCC//,OCCKTJwMSLAh5e836xQMLcrHL,FCC,,,1,1.0,1
94,OCCKW4dSpJCsCC9acgXkyzKSC/FCC//,OCCKW4dSpJCsCC9acgXkyzKSC,FCC,,,1,1.0,1
95,OCCLQBzR6CiNiLgKKobcAh5rv/FCC//,OCCLQBzR6CiNiLgKKobcAh5rv,FCC,,,2,2.0,2
96,OCCLcetK9NK6utYhSi4PwNRx2/FCC//,OCCLcetK9NK6utYhSi4PwNRx2,FCC,,,1,1.0,1
97,OCCLjhK8WveVuFpj9YYqHnGRm/FCC//,OCCLjhK8WveVuFpj9YYqHnGRm,FCC,,,1,1.0,1
98,OCCLocsLAdNEU5ye3UEJg6C8S/FCC//,OCCLocsLAdNEU5ye3UEJg6C8S,FCC,,,2,2.0,2
99,OCCMBmmAtKLQg6zMWpM7eJPY7/FCC//,OCCMBmmAtKLQg6zMWpM7eJPY7,FCC,,,1,1.0,1
100,OCCMHAwkE5kxa4DtHNjSZJsEZ/FCC//,OCCMHAwkE5kxa4DtHNjSZJsEZ,FCC,,,47,40.0,32
101,OCCMgcYDewDbqxZzkg4kAy2K9/FCC//,OCCMgcYDewDbqxZzkg4kAy2K9,FCC,,,1,1.0,1
102,OCCMmev4UYYFNZr93qds946sr/FCC//,OCCMmev4UYYFNZr93qds946sr,FCC,,,4,4.0,4
103,OCCMrr9Rn223DWXkBx5rFhWQt/FCC//,OCCMrr9Rn223DWXkBx5rFhWQt,FCC,,,3,2.0,2
104,OCCNAAQ7U2k9toKr6FnqUhqcZ/FCC//,OCCNAAQ7U2k9toKr6FnqUhqcZ,FCC,,,2,2.0,2
105,OCCNBuAbDQ2FzjBF9aBRAbpqG/FCC//,OCCNBuAbDQ2FzjBF9aBRAbpqG,FCC,,,29,26.0,25
106,OCCNsyu58Mq9AtEBRSEDL3phe/FCC//,OCCNsyu58Mq9AtEBRSEDL3phe,FCC,,,1,1.0,1
107,OCCP8pnqhesDwuJ7LMacUTtde/FCC//,OCCP8pnqhesDwuJ7LMacUTtde,FCC,,,20,20.0,19
108,OCCPHS8qBtSZB5yKYtLkbK2kd/FCC//,OCCPHS8qBtSZB5yKYtLkbK2kd,FCC,,,4,4.0,4
109,OCCPLrfgLMZ422vRBVm9PKAL4/FCC//,OCCPLrfgLMZ422vRBVm9PKAL4,FCC,,,9,8.0,8
110,OCCPnnNbee8gNBjDY2b6idQw6/FCC//,OCCPnnNbee8gNBjDY2b6idQw6,FCC,,,1,1.0,1
111,OCCPtAJ3UhdXnPKrzZKDD4oy3/FCC//,OCCPtAJ3UhdXnPKrzZKDD4oy3,FCC,,,4,4.0,4
112,OCCPvRR2xBWC8kw89PKQB9eNM/FCC//,OCCPvRR2xBWC8kw89PKQB9eNM,FCC,,,5,5.0,4
113,OCCPy9AAML9gd58irPcdpiDhj/FCC//,OCCPy9AAML9gd58irPcdpiDhj,FCC,,,2,2.0,2
114,OCCQGQgG9GFoonrc8Ldu3tnfE/FCC//,OCCQGQgG9GFoonrc8Ldu3tnfE,FCC,,,5,5.0,5
115,OCCQNx2VoWVuyKNMbZiwrL9m8/FCC//,OCCQNx2VoWVuyKNMbZiwrL9m8,FCC,,,14,9.75,10
116,OCCQoFyGPgeAktJVQCPm9NyKc/FCC//,OCCQoFyGPgeAktJVQCPm9NyKc,FCC,,,6,6.0,6
117,OCCRDL9EPbrVBxVC4JVSwrWXp/FCC//,OCCRDL9EPbrVBxVC4JVSwrWXp,FCC,,,2,2.0,2
118,OCCRNKJHatUj63tYnd59Av7FH/FCC//,OCCRNKJHatUj63tYnd59Av7FH,FCC,,,20,18.0,15
119,OCCRa9CfKRDjNvFXAsuPWxBsh/FCC//,OCCRa9CfKRDjNvFXAsuPWxBsh,FCC,,,6,6.0,6
120,OCCRbMxGmYDHoStYcWhQW7cDZ/FCC//,OCCRbMxGmYDHoStYcWhQW7cDZ,FCC,,,4,3.0,3
121,OCCRt8GQTASvCxL2XtM5awj42/FCC//,OCCRt8GQTASvCxL2XtM5awj42,FCC,,,3,3.0,3
122,OCCSFwVfHWBbJpNuTsdEwmP8y/FCC//,OCCSFwVfHWBbJpNuTsdEwmP8y,FCC,,,11,10.0,10
123,OCCSfZB4YYzMywoXyxiw8aPn3/FCC//,OCCSfZB4YYzMywoXyxiw8aPn3,FCC,,,1,1.0,1
124,OCCSh6VPtUkoQ6vgWQfv2Jg8W/FCC//,OCCSh6VPtUkoQ6vgWQfv2Jg8W,FCC,,,2,2.0,2
125,OCCSv4orKRR3dPogDfYiEWqyP/FCC//,OCCSv4orKRR3dPogDfYiEWqyP,FCC,,,16,16.0,15
126,OCCT7LpWzn9qrCbiHyyEe8mPp/FCC//,OCCT7LpWzn9qrCbiHyyEe8mPp,FCC,,,1,1.0,1
127,OCCT9p8gAVaEkcWaXs8AvWkzQ/FCC//,OCCT9p8gAVaEkcWaXs8AvWkzQ,FCC,,,2,2.0,2
128,OCCTJgD6vVmRoz5AcnRQGrZfY/FCC//,OCCTJgD6vVmRoz5AcnRQGrZfY,FCC,,,1,1.0,1
129,OCCTMkYz4wAPzAiGtt6raRsbA/FCC//,OCCTMkYz4wAPzAiGtt6raRsbA,FCC,,,33,31.0,27
130,OCCTMse8Jwojbp9WQ3dUp6k76/FCC//,OCCTMse8Jwojbp9WQ3dUp6k76,FCC,,,24,23.0,20
131,OCCTcWrVeSuyMoKaLeSShqAAB/FCC//,OCCTcWrVeSuyMoKaLeSShqAAB,FCC,,,1,1.0,1
132,OCCUYtX9WPhgMsEyTjP8SgFG7/FCC//,OCCUYtX9WPhgMsEyTjP8SgFG7,FCC,,,1,1.0,1
133,OCCUgnCTuBBA3ryJjUUq6uydp/FCC//,OCCUgnCTuBBA3ryJjUUq6uydp,FCC,,,1,1.0,1
134,OCCUvDzfvmJcssHkh8TZqzJXz/FCC//,OCCUvDzfvmJcssHkh8TZqzJXz,FCC,,,8,7.0,6
135,OCCVFAwZJFYk7ojrhZGJAQgBt/FCC//,OCCVFAwZJFYk7ojrhZGJAQgBt,FCC,,,1,1.0,1
136,OCCVMFozCUPpf7Xd35dzxtdeK/FCC//,OCCVMFozCUPpf7Xd35dzxtdeK,FCC,,,50,41.0,34
137,OCCVPzvXjh3r9EYt7WCAMARnz/FCC//,OCCVPzvXjh3r9EYt7WCAMARnz,FCC,,,5,5.0,5
138,OCCVSyqQBNHbCExsGSBfeRP4R/FCC//,OCCVSyqQBNHbCExsGSBfeRP4R,FCC,,,6,6.0,6
139,OCCVUzxRpd58ew8KEwq3UVtRa/FCC//,OCCVUzxRpd58ew8KEwq3UVtRa,FCC,,,2,2.0,2
140,OCCVenpvvrNjoF65YW2FV2GFX/FCC//,OCCVenpvvrNjoF65YW2FV2GFX,FCC,,,7,7.0,7
141,OCCVqcdGs39mHaFe5Zxi6EkKe/FCC//,OCCVqcdGs39mHaFe5Zxi6EkKe,FCC,,,1,1.0,1
142,OCCVrnEpqMGxxp8ZhqEH9U2Yw/FCC//,OCCVrnEpqMGxxp8ZhqEH9U2Yw,FCC,,,4,4.0,4
143,OCCWCL3NjqnvWDRYULxq7f4hh/FCC//,OCCWCL3NjqnvWDRYULxq7f4hh,FCC,,,3,1.0,2
144,OCCWMmU79gFHYKNLzJ595K2qA/FCC//,OCCWMmU79gFHYKNLzJ595K2qA,FCC,,,112,68.0,53
145,OCCWbRpJzmRnbgmPQA5QRcTa8/FCC//,OCCWbRpJzmRnbgmPQA5QRcTa8,FCC,,,3,3.0,3
146,OCCWcTJrjJ8ZzAkhpkUUzu2BT/FCC//,OCCWcTJrjJ8ZzAkhpkUUzu2BT,FCC,,,9,9.0,7
147,OCCWdgKnYp8nayBezDUzZigAj/FCC//,OCCWdgKnYp8nayBezDUzZigAj,FCC,,,6,6.0,6
148,OCCY4spabTqwMiM5SkqvzZun9/FCC//,OCCY4spabTqwMiM5SkqvzZun9,FCC,,,2,2.0,2
149,OCCYUZm9W7zxGsRLgk2Wvq2zh/FCC//,OCCYUZm9W7zxGsRLgk2Wvq2zh,FCC,,,3,3.0,3
150,OCCYmYifK7ssNHbYFC9PkhQ9Z/FCC//,OCCYmYifK7ssNHbYFC9PkhQ9Z,FCC,,,40,35.0,29
151,OCCYxZy63A9stcTxitL7KVb7T/FCC//,OCCYxZy63A9stcTxitL7KVb7T,FCC,,,28,24.0,20
152,OCCZ3aE6cYvqAWP585TpVvXtA/FCC//,OCCZ3aE6cYvqAWP585TpVvXtA,FCC,,,2,2.0,2
153,OCCZDNwhrhzKkQhsKNbHnUWfA/FCC//,OCCZDNwhrhzKkQhsKNbHnUWfA,FCC,,,267,151.405,132
154,OCCZorQNvNLYiaXhQp5CYTxs8/FCC//,OCCZorQNvNLYiaXhQp5CYTxs8,FCC,,,5,5.0,5
155,OCCa7ZLjek6jeVMEKZcUwvguc/FCC//,OCCa7ZLjek6jeVMEKZcUwvguc,FCC,,,2,2.0,2
156,OCCa9DYQbjVFqcdbiD4YUhAKn/FCC//,OCCa9DYQbjVFqcdbiD4YUhAKn,FCC,,,23,21.0,19
157,OCCaCG4yReqwmMzrDF2XE4WHE/FCC//,OCCaCG4yReqwmMzrDF2XE4WHE,FCC,,,8,7.0,6
158,OCCaQQL6n8ccn2ZmbkRQpjZmF/FCC//,OCCaQQL6n8ccn2ZmbkRQpjZmF,FCC,,,1,1.0,1
159,OCCaaz8wraNoG4gKNcsPZN9Sb/FCC//,OCCaaz8wraNoG4gKNcsPZN9Sb,FCC,,,3,3.0,3
160,OCCamAkiJYi6amcEewHfrhxcD/FCC//,OCCamAkiJYi6amcEewHfrhxcD,FCC,,,2,2.0,2
161,OCCauomGz2eHER7TYVTSBCPVq/FCC//,OCCauomGz2eHER7TYVTSBCPVq,FCC,,,9,9.0,7
162,OCCazzURvpHSZtUeCt9mPDUwM/FCC//,OCCazzURvpHSZtUeCt9mPDUwM,FCC,,,4,3.0,3
163,OCCbCMajrLqt68mRMQRxvxqDd/FCC//,OCCbCMajrLqt68mRMQRxvxqDd,FCC,,,1,1.0,1
164,OCCbFAGysfgaQk72KBZQkc6s2/FCC//,OCCbFAGysfgaQk72KBZQkc6s2,FCC,,,2,2.0,2
165,OCCbjxWfRWYjmgZc4FSAZhZrN/FCC//,OCCbjxWfRWYjmgZc4FSAZhZrN,FCC,,,8,7.0,6
166,OCCc98BqkaHsaaffoFjMFGAF5/FCC//,OCCc98BqkaHsaaffoFjMFGAF5,FCC,,,1,1.0,1
167,OCCcA53QGW7EQ9zGZEeutxBTc/FCC//,OCCcA53QGW7EQ9zGZEeutxBTc,FCC,,,5,5.0,5
168,OCCcQwFX3huiL4sPukwWRGs9k/FCC//,OCCcQwFX3huiL4sPukwWRGs9k,FCC,,,3,3.0,3
169,OCCcmgT2ZEYg5aMuYjLzayk5V/FCC//,OCCcmgT2ZEYg5aMuYjLzayk5V,FCC,,,7,7.0,6
170,OCCdJynQNwYX5wGbWo8NetqYs/FCC//,OCCdJynQNwYX5wGbWo8NetqYs,FCC,,,1,1.0,1
171,OCCdMwb9aYCH3VXAtKEh5Xdvr/FCC//,OCCdMwb9aYCH3VXAtKEh5Xdvr,FCC,,,24,17.0,16
172,OCCeT6qYaurbzpkP7zzYjAgmu/FCC//,OCCeT6qYaurbzpkP7zzYjAgmu,FCC,,,1,1.0,1
173,OCCeUEJXJcd72PGRwuxtXd4TJ/FCC//,OCCeUEJXJcd72PGRwuxtXd4TJ,FCC,,,6,6.0,6
174,OCCexmqE6FAcYdQXKYTf5zgGX/FCC//,OCCexmqE6FAcYdQXKYTf5zgGX,FCC,,,15,14.0,13
175,OCCfRdDYvkfxft7uY8DAmTtiC/FCC//,OCCfRdDYvkfxft7uY8DAmTtiC,FCC,,,2,2.0,2
176,OCCfTcT95T9nz2CvyDvbSXTna/FCC//,OCCfTcT95T9nz2CvyDvbSXTna,FCC,,,2,2.0,2
177,OCCfvGuQbtLwpNgFfJh8PXPf6/FCC//,OCCfvGuQbtLwpNgFfJh8PXPf6,FCC,,,1,1.0,1
178,OCCfzAvAi6NXxG5QjLQ3dbhuB/FCC//,OCCfzAvAi6NXxG5QjLQ3dbhuB,FCC,,,35,29.0,28
179,OCCgAKAVNeYyHjsHtPNkceNX9/FCC//,OCCgAKAVNeYyHjsHtPNkceNX9,FCC,,,6,6.0,4
180,OCCgEo6SKJ2UH4G6q6ry2WEDp/FCC//,OCCgEo6SKJ2UH4G6q6ry2WEDp,FCC,,,4,4.0,4
181,OCCgQgc5nEA4DDzwtN2y6iVN3/FCC//,OCCgQgc5nEA4DDzwtN2y6iVN3,FCC,,,3,3.0,3
182,OCCgdXRhF7NQWN6gUrECpYhmS/FCC//,OCCgdXRhF7NQWN6gUrECpYhmS,FCC,,,1,1.0,1
183,OCCgms9djUrHqioq2JJbWPikQ/FCC//,OCCgms9djUrHqioq2JJbWPikQ,FCC,,,13,13.0,11
184,OCCguRmYav7vTkwkCCVS7vwZF/FCC//,OCCguRmYav7vTkwkCCVS7vwZF,FCC,,,5,5.0,5
185,OCCh28fPxqt5VprJfHrKgHnTk/FCC//,OCCh28fPxqt5VprJfHrKgHnTk,FCC,,,8,7.0,6
186,OCChJkE9j6iCcCMV9sVb3KhsX/FCC//,OCChJkE9j6iCcCMV9sVb3KhsX,FCC,,,1,1.0,1
187,OCChJpKNiTTfnA2F7tJbH6PRT/FCC//,OCChJpKNiTTfnA2F7tJbH6PRT,FCC,,,19,17.0,13
188,OCChgCnq78AjxZr9R2eqr2NqU/FCC//,OCChgCnq78AjxZr9R2eqr2NqU,FCC,,,5,4.0,4
189,OCChgF25Wag4Wy5GkKbbGiSfT/FCC//,OCChgF25Wag4Wy5GkKbbGiSfT,FCC,,,6,6.0,6
190,OCCiGZ7brxaxKPQyRt8jSA5ab/FCC//,OCCiGZ7brxaxKPQyRt8jSA5ab,FCC,,,3,3.0,3
191,OCCiVdsH6pJs7EsRb8ZyTaZzx/FCC//,OCCiVdsH6pJs7EsRb8ZyTaZzx,FCC,,,1,1.0,1
192,OCCibEVgCnNgn8GVbH89vbQPg/FCC//,OCCibEVgCnNgn8GVbH89vbQPg,FCC,,,9,8.0,8
193,OCCiwXTYePiH6sQz7CSJ3BHG6/FCC//,OCCiwXTYePiH6sQz7CSJ3BHG6,FCC,,,16,14.0,13
