,composite_chain_id,coref_chain,dataset,topic_id,language,mentions,phrasing_diversity,unique_lemmas
33,allen-p_inbox_67_8_ORG/CEREC//,allen-p_inbox_67_8_ORG,CEREC,,,5,0.8,4
34,allen-p_inbox_67_9_PER/CEREC//,allen-p_inbox_67_9_PER,CEREC,,,1,1.0,1
35,dasovich-j_notes_inbox_2414_0_PER/CEREC//,dasovich-j_notes_inbox_2414_0_PER,CEREC,,,18,0.411,3
36,dasovich-j_notes_inbox_2414_10_PER/CEREC//,dasovich-j_notes_inbox_2414_10_PER,CEREC,,,7,0.357,3
37,dasovich-j_notes_inbox_2414_11_PER/CEREC//,dasovich-j_notes_inbox_2414_11_PER,CEREC,,,2,0.25,1
38,dasovich-j_notes_inbox_2414_12_ORG/CEREC//,dasovich-j_notes_inbox_2414_12_ORG,CEREC,,,4,0.062,1
39,dasovich-j_notes_inbox_2414_13_OTH/CEREC//,dasovich-j_notes_inbox_2414_13_OTH,CEREC,,,5,0.4,3
40,dasovich-j_notes_inbox_2414_14_GPE/CEREC//,dasovich-j_notes_inbox_2414_14_GPE,CEREC,,,1,1.0,1
41,dasovich-j_notes_inbox_2414_15_ORG/CEREC//,dasovich-j_notes_inbox_2414_15_ORG,CEREC,,,2,0.25,1
42,dasovich-j_notes_inbox_2414_16_OTH/CEREC//,dasovich-j_notes_inbox_2414_16_OTH,CEREC,,,1,1.0,1
43,dasovich-j_notes_inbox_2414_17_OTH/CEREC//,dasovich-j_notes_inbox_2414_17_OTH,CEREC,,,2,0.5,2
44,dasovich-j_notes_inbox_2414_18_ORG/CEREC//,dasovich-j_notes_inbox_2414_18_ORG,CEREC,,,1,1.0,1
45,dasovich-j_notes_inbox_2414_19_PER/CEREC//,dasovich-j_notes_inbox_2414_19_PER,CEREC,,,12,0.54,3
46,dasovich-j_notes_inbox_2414_1_PER/CEREC//,dasovich-j_notes_inbox_2414_1_PER,CEREC,,,7,0.357,3
47,dasovich-j_notes_inbox_2414_20_PER/CEREC//,dasovich-j_notes_inbox_2414_20_PER,CEREC,,,2,0.25,1
48,dasovich-j_notes_inbox_2414_21_PER/CEREC//,dasovich-j_notes_inbox_2414_21_PER,CEREC,,,2,0.25,1
49,dasovich-j_notes_inbox_2414_22_PER/CEREC//,dasovich-j_notes_inbox_2414_22_PER,CEREC,,,2,0.25,1
50,dasovich-j_notes_inbox_2414_23_ORG/CEREC//,dasovich-j_notes_inbox_2414_23_ORG,CEREC,,,2,0.5,2
51,dasovich-j_notes_inbox_2414_2_PER/CEREC//,dasovich-j_notes_inbox_2414_2_PER,CEREC,,,7,0.357,3
52,dasovich-j_notes_inbox_2414_3_PER/CEREC//,dasovich-j_notes_inbox_2414_3_PER,CEREC,,,7,0.357,3
53,dasovich-j_notes_inbox_2414_4_PER/CEREC//,dasovich-j_notes_inbox_2414_4_PER,CEREC,,,9,0.467,4
54,dasovich-j_notes_inbox_2414_5_PER/CEREC//,dasovich-j_notes_inbox_2414_5_PER,CEREC,,,7,0.357,3
55,dasovich-j_notes_inbox_2414_6_PER/CEREC//,dasovich-j_notes_inbox_2414_6_PER,CEREC,,,7,0.357,3
56,dasovich-j_notes_inbox_2414_7_PER/CEREC//,dasovich-j_notes_inbox_2414_7_PER,CEREC,,,7,0.357,3
57,dasovich-j_notes_inbox_2414_8_PER/CEREC//,dasovich-j_notes_inbox_2414_8_PER,CEREC,,,7,0.357,3
58,dasovich-j_notes_inbox_2414_9_PER/CEREC//,dasovich-j_notes_inbox_2414_9_PER,CEREC,,,7,0.357,3
59,davis-d_inbox_30_0_PER/CEREC//,davis-d_inbox_30_0_PER,CEREC,,,5,2.8,3
60,davis-d_inbox_30_10_PER/CEREC//,davis-d_inbox_30_10_PER,CEREC,,,2,2.0,2
61,davis-d_inbox_30_11_PER/CEREC//,davis-d_inbox_30_11_PER,CEREC,,,2,2.0,2
62,davis-d_inbox_30_12_GPE/CEREC//,davis-d_inbox_30_12_GPE,CEREC,,,2,2.0,2
63,davis-d_inbox_30_13_OTH/CEREC//,davis-d_inbox_30_13_OTH,CEREC,,,10,0.5,3
64,davis-d_inbox_30_14_ORG/CEREC//,davis-d_inbox_30_14_ORG,CEREC,,,1,1.0,1
65,davis-d_inbox_30_15_ORG/CEREC//,davis-d_inbox_30_15_ORG,CEREC,,,2,0.25,1
66,davis-d_inbox_30_16_OTH/CEREC//,davis-d_inbox_30_16_OTH,CEREC,,,1,1.0,1
67,davis-d_inbox_30_17_PER/CEREC//,davis-d_inbox_30_17_PER,CEREC,,,1,1.0,1
68,davis-d_inbox_30_18_PER/CEREC//,davis-d_inbox_30_18_PER,CEREC,,,1,1.0,1
69,davis-d_inbox_30_19_OTH/CEREC//,davis-d_inbox_30_19_OTH,CEREC,,,4,1.875,3
70,davis-d_inbox_30_1_OTH/CEREC//,davis-d_inbox_30_1_OTH,CEREC,,,3,3.0,3
71,davis-d_inbox_30_20_OTH/CEREC//,davis-d_inbox_30_20_OTH,CEREC,,,1,1.0,1
72,davis-d_inbox_30_21_PER/CEREC//,davis-d_inbox_30_21_PER,CEREC,,,1,1.0,1
73,davis-d_inbox_30_22_PER/CEREC//,davis-d_inbox_30_22_PER,CEREC,,,1,1.0,1
74,davis-d_inbox_30_23_PER/CEREC//,davis-d_inbox_30_23_PER,CEREC,,,1,1.0,1
75,davis-d_inbox_30_24_OTH/CEREC//,davis-d_inbox_30_24_OTH,CEREC,,,1,1.0,1
76,davis-d_inbox_30_25_OTH/CEREC//,davis-d_inbox_30_25_OTH,CEREC,,,1,1.0,1
77,davis-d_inbox_30_26_ORG/CEREC//,davis-d_inbox_30_26_ORG,CEREC,,,1,1.0,1
78,davis-d_inbox_30_27_OTH/CEREC//,davis-d_inbox_30_27_OTH,CEREC,,,1,1.0,1
79,davis-d_inbox_30_28_PER/CEREC//,davis-d_inbox_30_28_PER,CEREC,,,3,1.0,2
80,davis-d_inbox_30_29_OTH/CEREC//,davis-d_inbox_30_29_OTH,CEREC,,,1,1.0,1
81,davis-d_inbox_30_2_OTH/CEREC//,davis-d_inbox_30_2_OTH,CEREC,,,3,3.0,3
82,davis-d_inbox_30_30_OTH/CEREC//,davis-d_inbox_30_30_OTH,CEREC,,,1,1.0,1
83,davis-d_inbox_30_31_PER/CEREC//,davis-d_inbox_30_31_PER,CEREC,,,1,1.0,1
84,davis-d_inbox_30_32_PER/CEREC//,davis-d_inbox_30_32_PER,CEREC,,,1,1.0,1
85,davis-d_inbox_30_33_PER/CEREC//,davis-d_inbox_30_33_PER,CEREC,,,1,1.0,1
86,davis-d_inbox_30_34_PER/CEREC//,davis-d_inbox_30_34_PER,CEREC,,,1,1.0,1
87,davis-d_inbox_30_35_OTH/CEREC//,davis-d_inbox_30_35_OTH,CEREC,,,1,1.0,1
88,davis-d_inbox_30_36_PER/CEREC//,davis-d_inbox_30_36_PER,CEREC,,,1,1.0,1
89,davis-d_inbox_30_37_PER/CEREC//,davis-d_inbox_30_37_PER,CEREC,,,1,1.0,1
90,davis-d_inbox_30_3_OTH/CEREC//,davis-d_inbox_30_3_OTH,CEREC,,,3,3.0,3
91,davis-d_inbox_30_4_PER/CEREC//,davis-d_inbox_30_4_PER,CEREC,,,3,3.0,3
92,davis-d_inbox_30_5_PER/CEREC//,davis-d_inbox_30_5_PER,CEREC,,,3,3.0,3
93,davis-d_inbox_30_6_PER/CEREC//,davis-d_inbox_30_6_PER,CEREC,,,2,2.0,2
94,davis-d_inbox_30_7_PER/CEREC//,davis-d_inbox_30_7_PER,CEREC,,,2,2.0,2
95,davis-d_inbox_30_8_ORG/CEREC//,davis-d_inbox_30_8_ORG,CEREC,,,2,2.0,2
96,davis-d_inbox_30_9_PER/CEREC//,davis-d_inbox_30_9_PER,CEREC,,,2,2.0,2
97,davis-d_inbox_family_14_0_PER/CEREC//,davis-d_inbox_family_14_0_PER,CEREC,,,24,1.507,7
98,davis-d_inbox_family_14_1_PER/CEREC//,davis-d_inbox_family_14_1_PER,CEREC,,,17,1.716,6
99,davis-d_inbox_family_14_2_PER/CEREC//,davis-d_inbox_family_14_2_PER,CEREC,,,3,0.667,2
100,davis-d_inbox_family_14_3_PER/CEREC//,davis-d_inbox_family_14_3_PER,CEREC,,,2,0.5,2
101,davis-d_inbox_family_14_4_ORG/CEREC//,davis-d_inbox_family_14_4_ORG,CEREC,,,4,0.25,2
102,dorland-c_inbox_11_0_PER/CEREC//,dorland-c_inbox_11_0_PER,CEREC,,,17,1.235,6
103,dorland-c_inbox_11_10_GPE/CEREC//,dorland-c_inbox_11_10_GPE,CEREC,,,1,1.0,1
104,dorland-c_inbox_11_11_GPE/CEREC//,dorland-c_inbox_11_11_GPE,CEREC,,,1,1.0,1
105,dorland-c_inbox_11_12_ORG/CEREC//,dorland-c_inbox_11_12_ORG,CEREC,,,1,1.0,1
106,dorland-c_inbox_11_13_OTH/CEREC//,dorland-c_inbox_11_13_OTH,CEREC,,,3,0.667,2
107,dorland-c_inbox_11_14_OTH/CEREC//,dorland-c_inbox_11_14_OTH,CEREC,,,2,0.5,2
108,dorland-c_inbox_11_1_PER/CEREC//,dorland-c_inbox_11_1_PER,CEREC,,,39,0.224,6
109,dorland-c_inbox_11_2_OTH/CEREC//,dorland-c_inbox_11_2_OTH,CEREC,,,3,1.0,1
110,dorland-c_inbox_11_3_OTH/CEREC//,dorland-c_inbox_11_3_OTH,CEREC,,,3,0.444,1
111,dorland-c_inbox_11_4_ORG/CEREC//,dorland-c_inbox_11_4_ORG,CEREC,,,21,0.837,5
112,dorland-c_inbox_11_5_ORG/CEREC//,dorland-c_inbox_11_5_ORG,CEREC,,,11,1.818,5
113,dorland-c_inbox_11_6_ORG/CEREC//,dorland-c_inbox_11_6_ORG,CEREC,,,4,0.062,1
114,dorland-c_inbox_11_7_PER/CEREC//,dorland-c_inbox_11_7_PER,CEREC,,,9,0.722,3
115,dorland-c_inbox_11_8_PER/CEREC//,dorland-c_inbox_11_8_PER,CEREC,,,1,1.0,1
116,dorland-c_inbox_11_9_OTH/CEREC//,dorland-c_inbox_11_9_OTH,CEREC,,,1,1.0,1
117,farmer-d_ces_48_0_PER/CEREC//,farmer-d_ces_48_0_PER,CEREC,,,2,2.0,2
118,farmer-d_ces_48_10_OTH/CEREC//,farmer-d_ces_48_10_OTH,CEREC,,,1,1.0,1
119,farmer-d_ces_48_11_OTH/CEREC//,farmer-d_ces_48_11_OTH,CEREC,,,2,2.0,2
120,farmer-d_ces_48_12_ORG/CEREC//,farmer-d_ces_48_12_ORG,CEREC,,,1,1.0,1
121,farmer-d_ces_48_13_OTH/CEREC//,farmer-d_ces_48_13_OTH,CEREC,,,1,1.0,1
122,farmer-d_ces_48_14_PER/CEREC//,farmer-d_ces_48_14_PER,CEREC,,,1,1.0,1
123,farmer-d_ces_48_15_OTH/CEREC//,farmer-d_ces_48_15_OTH,CEREC,,,1,1.0,1
124,farmer-d_ces_48_16_ORG/CEREC//,farmer-d_ces_48_16_ORG,CEREC,,,1,1.0,1
125,farmer-d_ces_48_17_OTH/CEREC//,farmer-d_ces_48_17_OTH,CEREC,,,1,1.0,1
126,farmer-d_ces_48_18_OTH/CEREC//,farmer-d_ces_48_18_OTH,CEREC,,,4,0.25,2
127,farmer-d_ces_48_1_ORG/CEREC//,farmer-d_ces_48_1_ORG,CEREC,,,22,1.092,5
128,farmer-d_ces_48_2_ORG/CEREC//,farmer-d_ces_48_2_ORG,CEREC,,,19,0.123,4
129,farmer-d_ces_48_3_PER/CEREC//,farmer-d_ces_48_3_PER,CEREC,,,20,1.275,5
130,farmer-d_ces_48_4_PER/CEREC//,farmer-d_ces_48_4_PER,CEREC,,,5,0.533,3
131,farmer-d_ces_48_5_PER/CEREC//,farmer-d_ces_48_5_PER,CEREC,,,4,0.062,1
132,farmer-d_ces_48_6_PER/CEREC//,farmer-d_ces_48_6_PER,CEREC,,,3,3.0,3
133,farmer-d_ces_48_7_OTH/CEREC//,farmer-d_ces_48_7_OTH,CEREC,,,1,1.0,1
134,farmer-d_ces_48_8_ORG/CEREC//,farmer-d_ces_48_8_ORG,CEREC,,,7,1.619,4
135,farmer-d_ces_48_9_PER/CEREC//,farmer-d_ces_48_9_PER,CEREC,,,8,0.75,4
136,farmer-d_logistics_175_0_ORG/CEREC//,farmer-d_logistics_175_0_ORG,CEREC,,,1,1.0,1
137,farmer-d_logistics_175_10_PER/CEREC//,farmer-d_logistics_175_10_PER,CEREC,,,13,1.423,7
138,farmer-d_logistics_175_11_PER/CEREC//,farmer-d_logistics_175_11_PER,CEREC,,,5,1.0,3
139,farmer-d_logistics_175_12_PER/CEREC//,farmer-d_logistics_175_12_PER,CEREC,,,1,1.0,1
140,farmer-d_logistics_175_13_ORG/CEREC//,farmer-d_logistics_175_13_ORG,CEREC,,,1,1.0,1
141,farmer-d_logistics_175_14_PER/CEREC//,farmer-d_logistics_175_14_PER,CEREC,,,3,1.333,3
142,farmer-d_logistics_175_15_OTH/CEREC//,farmer-d_logistics_175_15_OTH,CEREC,,,2,0.5,1
143,farmer-d_logistics_175_1_PER/CEREC//,farmer-d_logistics_175_1_PER,CEREC,,,6,1.25,3
144,farmer-d_logistics_175_2_PER/CEREC//,farmer-d_logistics_175_2_PER,CEREC,,,4,0.75,3
145,farmer-d_logistics_175_3_PER/CEREC//,farmer-d_logistics_175_3_PER,CEREC,,,2,0.25,1
146,farmer-d_logistics_175_4_PER/CEREC//,farmer-d_logistics_175_4_PER,CEREC,,,7,1.857,3
147,farmer-d_logistics_175_5_PER/CEREC//,farmer-d_logistics_175_5_PER,CEREC,,,1,1.0,1
148,farmer-d_logistics_175_6_ORG/CEREC//,farmer-d_logistics_175_6_ORG,CEREC,,,11,0.008,1
149,farmer-d_logistics_175_7_ORG/CEREC//,farmer-d_logistics_175_7_ORG,CEREC,,,12,0.007,1
150,farmer-d_logistics_175_8_ORG/CEREC//,farmer-d_logistics_175_8_ORG,CEREC,,,7,0.2,2
151,farmer-d_logistics_175_9_ORG/CEREC//,farmer-d_logistics_175_9_ORG,CEREC,,,9,0.1,2
152,farmer-d_logistics_204_0_PER/CEREC//,farmer-d_logistics_204_0_PER,CEREC,,,2,2.0,2
153,farmer-d_logistics_204_1_PER/CEREC//,farmer-d_logistics_204_1_PER,CEREC,,,17,0.686,5
154,farmer-d_logistics_204_2_PER/CEREC//,farmer-d_logistics_204_2_PER,CEREC,,,5,0.333,2
155,farmer-d_logistics_204_3_ORG/CEREC//,farmer-d_logistics_204_3_ORG,CEREC,,,10,0.011,2
156,farmer-d_logistics_204_4_PER/CEREC//,farmer-d_logistics_204_4_PER,CEREC,,,7,0.381,4
157,farmer-d_logistics_204_5_OTH/CEREC//,farmer-d_logistics_204_5_OTH,CEREC,,,11,2.182,6
158,farmer-d_logistics_204_6_PER/CEREC//,farmer-d_logistics_204_6_PER,CEREC,,,7,1.238,4
159,farmer-d_logistics_204_7_PER/CEREC//,farmer-d_logistics_204_7_PER,CEREC,,,2,0.5,2
160,farmer-d_logistics_204_8_OTH/CEREC//,farmer-d_logistics_204_8_OTH,CEREC,,,3,0.0,1
161,germany-c_bankrupt_bridgeline_33_0_PER/CEREC//,germany-c_bankrupt_bridgeline_33_0_PER,CEREC,,,15,0.2,5
162,germany-c_bankrupt_bridgeline_33_10_OTH/CEREC//,germany-c_bankrupt_bridgeline_33_10_OTH,CEREC,,,1,1.0,1
163,germany-c_bankrupt_bridgeline_33_11_ORG/CEREC//,germany-c_bankrupt_bridgeline_33_11_ORG,CEREC,,,2,0.5,2
164,germany-c_bankrupt_bridgeline_33_12_ORG/CEREC//,germany-c_bankrupt_bridgeline_33_12_ORG,CEREC,,,2,0.5,2
165,germany-c_bankrupt_bridgeline_33_13_PER/CEREC//,germany-c_bankrupt_bridgeline_33_13_PER,CEREC,,,13,0.659,3
166,germany-c_bankrupt_bridgeline_33_14_PER/CEREC//,germany-c_bankrupt_bridgeline_33_14_PER,CEREC,,,6,0.222,2
167,germany-c_bankrupt_bridgeline_33_15_OTH/CEREC//,germany-c_bankrupt_bridgeline_33_15_OTH,CEREC,,,1,1.0,1
168,germany-c_bankrupt_bridgeline_33_16_PER/CEREC//,germany-c_bankrupt_bridgeline_33_16_PER,CEREC,,,12,1.917,6
169,germany-c_bankrupt_bridgeline_33_17_OTH/CEREC//,germany-c_bankrupt_bridgeline_33_17_OTH,CEREC,,,7,0.571,2
170,germany-c_bankrupt_bridgeline_33_1_PER/CEREC//,germany-c_bankrupt_bridgeline_33_1_PER,CEREC,,,18,0.167,5
171,germany-c_bankrupt_bridgeline_33_2_PER/CEREC//,germany-c_bankrupt_bridgeline_33_2_PER,CEREC,,,4,0.5,2
172,germany-c_bankrupt_bridgeline_33_3_GPE/CEREC//,germany-c_bankrupt_bridgeline_33_3_GPE,CEREC,,,1,1.0,1
173,germany-c_bankrupt_bridgeline_33_4_OTH/CEREC//,germany-c_bankrupt_bridgeline_33_4_OTH,CEREC,,,4,0.062,1
174,germany-c_bankrupt_bridgeline_33_5_ORG/CEREC//,germany-c_bankrupt_bridgeline_33_5_ORG,CEREC,,,12,0.007,1
175,germany-c_bankrupt_bridgeline_33_6_OTH/CEREC//,germany-c_bankrupt_bridgeline_33_6_OTH,CEREC,,,2,2.0,2
176,germany-c_bankrupt_bridgeline_33_7_PER/CEREC//,germany-c_bankrupt_bridgeline_33_7_PER,CEREC,,,1,1.0,1
177,germany-c_bankrupt_bridgeline_33_8_PER/CEREC//,germany-c_bankrupt_bridgeline_33_8_PER,CEREC,,,3,0.111,1
178,germany-c_bankrupt_bridgeline_33_9_PER/CEREC//,germany-c_bankrupt_bridgeline_33_9_PER,CEREC,,,1,1.0,1
179,germany-c_ces_360_0_PER/CEREC//,germany-c_ces_360_0_PER,CEREC,,,2,2.0,2
180,germany-c_ces_360_1_PER/CEREC//,germany-c_ces_360_1_PER,CEREC,,,2,1.0,1
181,germany-c_ces_360_2_PER/CEREC//,germany-c_ces_360_2_PER,CEREC,,,1,1.0,1
182,germany-c_ces_360_3_PER/CEREC//,germany-c_ces_360_3_PER,CEREC,,,6,0.222,2
183,germany-c_ces_360_4_PER/CEREC//,germany-c_ces_360_4_PER,CEREC,,,1,1.0,1
184,germany-c_ces_360_5_ORG/CEREC//,germany-c_ces_360_5_ORG,CEREC,,,6,0.033,2
185,germany-c_ces_360_6_PER/CEREC//,germany-c_ces_360_6_PER,CEREC,,,1,1.0,1
186,germany-c_ces_360_7_PER/CEREC//,germany-c_ces_360_7_PER,CEREC,,,6,2.222,2
187,germany-c_ces_360_8_GPE/CEREC//,germany-c_ces_360_8_GPE,CEREC,,,1,1.0,1
188,germany-c_personal_6_0_PER/CEREC//,germany-c_personal_6_0_PER,CEREC,,,17,2.265,9
189,germany-c_personal_6_10_OTH/CEREC//,germany-c_personal_6_10_OTH,CEREC,,,4,2.25,4
190,germany-c_personal_6_11_PER/CEREC//,germany-c_personal_6_11_PER,CEREC,,,2,2.0,2
191,germany-c_personal_6_1_OTH/CEREC//,germany-c_personal_6_1_OTH,CEREC,,,23,0.856,7
192,germany-c_personal_6_2_OTH/CEREC//,germany-c_personal_6_2_OTH,CEREC,,,5,0.4,2
193,germany-c_personal_6_3_ORG/CEREC//,germany-c_personal_6_3_ORG,CEREC,,,2,0.5,2
194,germany-c_personal_6_4_ORG/CEREC//,germany-c_personal_6_4_ORG,CEREC,,,4,3.0,3
195,germany-c_personal_6_5_PER/CEREC//,germany-c_personal_6_5_PER,CEREC,,,15,0.667,6
196,germany-c_personal_6_6_OTH/CEREC//,germany-c_personal_6_6_OTH,CEREC,,,3,0.167,2
197,germany-c_personal_6_7_OTH/CEREC//,germany-c_personal_6_7_OTH,CEREC,,,1,1.0,1
198,germany-c_personal_6_8_OTH/CEREC//,germany-c_personal_6_8_OTH,CEREC,,,1,1.0,1
199,germany-c_personal_6_9_OTH/CEREC//,germany-c_personal_6_9_OTH,CEREC,,,2,2.0,2
200,germany-c_traderr_tools_5_0_PER/CEREC//,germany-c_traderr_tools_5_0_PER,CEREC,,,10,0.6,4
201,germany-c_traderr_tools_5_10_ORG/CEREC//,germany-c_traderr_tools_5_10_ORG,CEREC,,,3,0.333,3
202,germany-c_traderr_tools_5_11_OTH/CEREC//,germany-c_traderr_tools_5_11_OTH,CEREC,,,1,1.0,1
203,germany-c_traderr_tools_5_12_PER/CEREC//,germany-c_traderr_tools_5_12_PER,CEREC,,,1,1.0,1
204,germany-c_traderr_tools_5_13_PER/CEREC//,germany-c_traderr_tools_5_13_PER,CEREC,,,2,2.0,2
205,germany-c_traderr_tools_5_14_PER/CEREC//,germany-c_traderr_tools_5_14_PER,CEREC,,,2,2.0,2
206,germany-c_traderr_tools_5_15_PER/CEREC//,germany-c_traderr_tools_5_15_PER,CEREC,,,2,2.0,2
207,germany-c_traderr_tools_5_16_PER/CEREC//,germany-c_traderr_tools_5_16_PER,CEREC,,,2,2.0,2
208,germany-c_traderr_tools_5_17_PER/CEREC//,germany-c_traderr_tools_5_17_PER,CEREC,,,2,2.0,2
209,germany-c_traderr_tools_5_18_PER/CEREC//,germany-c_traderr_tools_5_18_PER,CEREC,,,2,2.0,2
210,germany-c_traderr_tools_5_19_PER/CEREC//,germany-c_traderr_tools_5_19_PER,CEREC,,,2,2.0,2
211,germany-c_traderr_tools_5_1_PER/CEREC//,germany-c_traderr_tools_5_1_PER,CEREC,,,2,1.0,1
212,germany-c_traderr_tools_5_20_PER/CEREC//,germany-c_traderr_tools_5_20_PER,CEREC,,,2,2.0,2
213,germany-c_traderr_tools_5_21_PER/CEREC//,germany-c_traderr_tools_5_21_PER,CEREC,,,2,2.0,2
214,germany-c_traderr_tools_5_22_PER/CEREC//,germany-c_traderr_tools_5_22_PER,CEREC,,,2,2.0,2
215,germany-c_traderr_tools_5_23_PER/CEREC//,germany-c_traderr_tools_5_23_PER,CEREC,,,2,2.0,2
216,germany-c_traderr_tools_5_24_PER/CEREC//,germany-c_traderr_tools_5_24_PER,CEREC,,,2,2.0,2
217,germany-c_traderr_tools_5_25_PER/CEREC//,germany-c_traderr_tools_5_25_PER,CEREC,,,2,2.0,2
218,germany-c_traderr_tools_5_26_PER/CEREC//,germany-c_traderr_tools_5_26_PER,CEREC,,,2,2.0,2
219,germany-c_traderr_tools_5_27_PER/CEREC//,germany-c_traderr_tools_5_27_PER,CEREC,,,2,2.0,2
220,germany-c_traderr_tools_5_28_PER/CEREC//,germany-c_traderr_tools_5_28_PER,CEREC,,,2,2.0,2
221,germany-c_traderr_tools_5_29_PER/CEREC//,germany-c_traderr_tools_5_29_PER,CEREC,,,2,2.0,2
222,germany-c_traderr_tools_5_2_PER/CEREC//,germany-c_traderr_tools_5_2_PER,CEREC,,,1,1.0,1
223,germany-c_traderr_tools_5_30_PER/CEREC//,germany-c_traderr_tools_5_30_PER,CEREC,,,2,2.0,2
224,germany-c_traderr_tools_5_31_PER/CEREC//,germany-c_traderr_tools_5_31_PER,CEREC,,,2,2.0,2
225,germany-c_traderr_tools_5_32_PER/CEREC//,germany-c_traderr_tools_5_32_PER,CEREC,,,2,2.0,2
226,germany-c_traderr_tools_5_3_PER/CEREC//,germany-c_traderr_tools_5_3_PER,CEREC,,,1,1.0,1
227,germany-c_traderr_tools_5_4_ORG/CEREC//,germany-c_traderr_tools_5_4_ORG,CEREC,,,2,0.25,1
228,germany-c_traderr_tools_5_5_OTH/CEREC//,germany-c_traderr_tools_5_5_OTH,CEREC,,,5,0.333,2
229,germany-c_traderr_tools_5_6_OTH/CEREC//,germany-c_traderr_tools_5_6_OTH,CEREC,,,11,1.273,4
230,germany-c_traderr_tools_5_7_PER/CEREC//,germany-c_traderr_tools_5_7_PER,CEREC,,,4,1.25,2
231,germany-c_traderr_tools_5_8_PER/CEREC//,germany-c_traderr_tools_5_8_PER,CEREC,,,3,0.333,3
232,germany-c_traderr_tools_5_9_PER/CEREC//,germany-c_traderr_tools_5_9_PER,CEREC,,,6,1.25,4
