,composite_chain_id,coref_chain,dataset,topic_id,language,mentions,phrasing_diversity,unique_lemmas
26,OCC4aqKLUQw3XGbzYap2oc67u/FCC_T//,OCC4aqKLUQw3XGbzYap2oc67u,FCC_T,,,1,1.0,1
27,OCC4b2JirthBJypBGcMiZb4Rf/FCC_T//,OCC4b2JirthBJypBGcMiZb4Rf,FCC_T,,,5,2.8,4
28,OCC4bHxQTPw66zbuG83RioiFy/FCC_T//,OCC4bHxQTPw66zbuG83RioiFy,FCC_T,,,3,1.333,3
29,OCC4dnkgwycwZ8znBBxUpiqCN/FCC_T//,OCC4dnkgwycwZ8znBBxUpiqCN,FCC_T,,,6,2.0,4
30,OCC4iPHTBg9XyiefQcUj5dwiP/FCC_T//,OCC4iPHTBg9XyiefQcUj5dwiP,FCC_T,,,2,0.25,1
31,OCC4jM38shqaGBdc9pdZP2imm/FCC_T//,OCC4jM38shqaGBdc9pdZP2imm,FCC_T,,,2,2.0,2
32,OCC4nWXSWqHUk7h2Cu3ZohQvb/FCC_T//,OCC4nWXSWqHUk7h2Cu3ZohQvb,FCC_T,,,2,2.0,1
33,OCC4qs6facvvK6aWsZHFMn4FD/FCC_T//,OCC4qs6facvvK6aWsZHFMn4FD,FCC_T,,,1,1.0,1
34,OCC4qwTfohxYwrhAR3YQA4nsQ/FCC_T//,OCC4qwTfohxYwrhAR3YQA4nsQ,FCC_T,,,6,1.667,2
35,OCC55atjNEv8c2cQN2p6DcgpU/FCC_T//,OCC55atjNEv8c2cQN2p6DcgpU,FCC_T,,,7,1.071,4
36,OCC5B9CqStK2SwBqwvErjC7QP/FCC_T//,OCC5B9CqStK2SwBqwvErjC7QP,FCC_T,,,3,3.0,3
37,OCC5DXtvSjrWfxn2q3vByzjwb/FCC_T//,OCC5DXtvSjrWfxn2q3vByzjwb,FCC_T,,,1,1.0,1
38,OCC5Q9KTcbXz9iZbnUrqpanwS/FCC_T//,OCC5Q9KTcbXz9iZbnUrqpanwS,FCC_T,,,1,1.0,1
39,OCC5d5pcjfUHDWhjpEu8baYHt/FCC_T//,OCC5d5pcjfUHDWhjpEu8baYHt,FCC_T,,,1,1.0,1
40,OCC5jyxBWpp5W8CeaCuZiyceS/FCC_T//,OCC5jyxBWpp5W8CeaCuZiyceS,FCC_T,,,2,2.0,2
41,OCC5o2Pghu9K87aTdCodoLhzu/FCC_T//,OCC5o2Pghu9K87aTdCodoLhzu,FCC_T,,,3,0.667,2
42,OCC5vEnEDyyt4YMzeasUkVcP6/FCC_T//,OCC5vEnEDyyt4YMzeasUkVcP6,FCC_T,,,1,1.0,1
43,OCC5vYus8DMwEhW8AZyZwierP/FCC_T//,OCC5vYus8DMwEhW8AZyZwierP,FCC_T,,,2,2.0,2
44,OCC5voVG627hfmCRkhRSJCUDu/FCC_T//,OCC5voVG627hfmCRkhRSJCUDu,FCC_T,,,1,1.0,1
45,OCC64eTMUJP2DFLLQGovepo6S/FCC_T//,OCC64eTMUJP2DFLLQGovepo6S,FCC_T,,,54,10.659,20
46,OCC6FV9EM7JVUjAdQubTXTjev/FCC_T//,OCC6FV9EM7JVUjAdQubTXTjev,FCC_T,,,2,0.5,2
47,OCC6PBPnaSgeRzAYu9NzEzkAP/FCC_T//,OCC6PBPnaSgeRzAYu9NzEzkAP,FCC_T,,,2,2.0,2
48,OCC6SXyMPoFLHVqtzY6JbG7R8/FCC_T//,OCC6SXyMPoFLHVqtzY6JbG7R8,FCC_T,,,1,1.0,1
49,OCC6cWfzabwkgUDkZerLvXi2e/FCC_T//,OCC6cWfzabwkgUDkZerLvXi2e,FCC_T,,,7,6.0,5
50,OCC6dLqf6sZAJmEWfvvT9zGyL/FCC_T//,OCC6dLqf6sZAJmEWfvvT9zGyL,FCC_T,,,4,0.062,1
51,OCC6ihWH6C5Dd742cjpiKZw3d/FCC_T//,OCC6ihWH6C5Dd742cjpiKZw3d,FCC_T,,,2,2.0,2
52,OCC6pGUiM9jKBfyqddFEEcqZk/FCC_T//,OCC6pGUiM9jKBfyqddFEEcqZk,FCC_T,,,1,1.0,1
53,OCC6qxKx8QxZHzoHpBCGCjq7C/FCC_T//,OCC6qxKx8QxZHzoHpBCGCjq7C,FCC_T,,,15,6.333,10
54,OCC6sHgq5oAPhLq79k6dbvqra/FCC_T//,OCC6sHgq5oAPhLq79k6dbvqra,FCC_T,,,3,3.0,3
55,OCC6zCNTdQgqYqxcxy9JVfPPb/FCC_T//,OCC6zCNTdQgqYqxcxy9JVfPPb,FCC_T,,,2,2.0,2
56,OCC73JDaz27Az9mXdWuSp9yqM/FCC_T//,OCC73JDaz27Az9mXdWuSp9yqM,FCC_T,,,1,1.0,1
57,OCC77pmQM6yssWPXhM8i55vpa/FCC_T//,OCC77pmQM6yssWPXhM8i55vpa,FCC_T,,,1,1.0,1
58,OCC7HyF8iuEbmeyyNMhsKmy6S/FCC_T//,OCC7HyF8iuEbmeyyNMhsKmy6S,FCC_T,,,1,1.0,1
59,OCC7SFKkjGTQQwPenKyVpzUGY/FCC_T//,OCC7SFKkjGTQQwPenKyVpzUGY,FCC_T,,,4,0.25,1
60,OCC7SUurMf3GGKgyv75zAfAAe/FCC_T//,OCC7SUurMf3GGKgyv75zAfAAe,FCC_T,,,2,0.25,1
61,OCC7d9qiKDcKmvJmLZzQQvf8L/FCC_T//,OCC7d9qiKDcKmvJmLZzQQvf8L,FCC_T,,,1,1.0,1
62,OCC7mWsS5pm4nbbA3MeprRKJN/FCC_T//,OCC7mWsS5pm4nbbA3MeprRKJN,FCC_T,,,1,1.0,1
63,OCC7og7mFD7XoRyRuwGy8Hisd/FCC_T//,OCC7og7mFD7XoRyRuwGy8Hisd,FCC_T,,,2,2.0,2
64,OCC7y8CfVS9uVjpFXc95vtpiv/FCC_T//,OCC7y8CfVS9uVjpFXc95vtpiv,FCC_T,,,3,1.0,2
65,OCC7zJ7twYhqkfuknbcfnoPEF/FCC_T//,OCC7zJ7twYhqkfuknbcfnoPEF,FCC_T,,,4,4.0,3
66,OCC7ztXHw6EEGRSgPfhocyhDJ/FCC_T//,OCC7ztXHw6EEGRSgPfhocyhDJ,FCC_T,,,4,4.0,3
67,OCC8328Q3vczr44Tpcchn6tUH/FCC_T//,OCC8328Q3vczr44Tpcchn6tUH,FCC_T,,,1,1.0,1
68,OCC86BTa9qmcan7URj2CekbyZ/FCC_T//,OCC86BTa9qmcan7URj2CekbyZ,FCC_T,,,1,1.0,1
69,OCC8FZDLTDAiZdk69aVyeywTT/FCC_T//,OCC8FZDLTDAiZdk69aVyeywTT,FCC_T,,,15,1.056,4
70,OCC8KFATYL8rLEgU2ihFFqFsM/FCC_T//,OCC8KFATYL8rLEgU2ihFFqFsM,FCC_T,,,9,5.778,7
71,OCC8WQVGyXnubJHSKH5SYyZ9o/FCC_T//,OCC8WQVGyXnubJHSKH5SYyZ9o,FCC_T,,,1,1.0,1
72,OCC8YtqP4uWC9BEk7B86vg3cm/FCC_T//,OCC8YtqP4uWC9BEk7B86vg3cm,FCC_T,,,4,4.0,4
73,OCC8d3EsPzn2NNhHkqcprUm3v/FCC_T//,OCC8d3EsPzn2NNhHkqcprUm3v,FCC_T,,,1,1.0,1
74,OCC8gJTnyNJ8qRNxSHuyLEXcF/FCC_T//,OCC8gJTnyNJ8qRNxSHuyLEXcF,FCC_T,,,2,0.5,2
75,OCC8iL7R84pngFud3G5FsNeA2/FCC_T//,OCC8iL7R84pngFud3G5FsNeA2,FCC_T,,,1,1.0,1
76,OCC8q7KUivUZzt5fczuMPGaxz/FCC_T//,OCC8q7KUivUZzt5fczuMPGaxz,FCC_T,,,3,3.0,3
77,OCC8qTns3WFSMq6WqNufcQVoU/FCC_T//,OCC8qTns3WFSMq6WqNufcQVoU,FCC_T,,,1,1.0,1
78,OCC8ryixrM7dHHyfKefLZS5vG/FCC_T//,OCC8ryixrM7dHHyfKefLZS5vG,FCC_T,,,33,6.268,15
79,OCC93KtgTPt8FTa8kEJHuxer5/FCC_T//,OCC93KtgTPt8FTa8kEJHuxer5,FCC_T,,,14,3.543,7
80,OCC97VqjbFRn2h3yMaXdNTtCn/FCC_T//,OCC97VqjbFRn2h3yMaXdNTtCn,FCC_T,,,2,2.0,2
81,OCC9Nu3xPGmQ8QhDfbAvT9rQY/FCC_T//,OCC9Nu3xPGmQ8QhDfbAvT9rQY,FCC_T,,,1,1.0,1
82,OCC9PCfVUeZiGuArwW7pUc4TD/FCC_T//,OCC9PCfVUeZiGuArwW7pUc4TD,FCC_T,,,3,3.0,3
83,OCC9QDiPhYkEbPXHEszdePzPZ/FCC_T//,OCC9QDiPhYkEbPXHEszdePzPZ,FCC_T,,,4,4.0,4
84,OCC9R2BBzRkZCctTnv2mq2cbN/FCC_T//,OCC9R2BBzRkZCctTnv2mq2cbN,FCC_T,,,125,7.812,26
85,OCC9apxBgfrwLmrP4rt5fzpPt/FCC_T//,OCC9apxBgfrwLmrP4rt5fzpPt,FCC_T,,,2,0.25,1
86,OCC9fXeaNtakXZwYcB2DQjXDC/FCC_T//,OCC9fXeaNtakXZwYcB2DQjXDC,FCC_T,,,6,4.167,5
87,OCCA4KrQmcEnWEwiCSqyrwoiP/FCC_T//,OCCA4KrQmcEnWEwiCSqyrwoiP,FCC_T,,,3,0.667,2
88,OCCA7a9BRhe6SjBz3szcoLw8p/FCC_T//,OCCA7a9BRhe6SjBz3szcoLw8p,FCC_T,,,3,3.0,3
89,OCCAHqLomze3PCXTYH44KQyA9/FCC_T//,OCCAHqLomze3PCXTYH44KQyA9,FCC_T,,,1,1.0,1
90,OCCAJRNG4Dt7C3xhd27kPwmUw/FCC_T//,OCCAJRNG4Dt7C3xhd27kPwmUw,FCC_T,,,2,2.0,2
91,OCCANhCXjNGADEiBvPsLuBanY/FCC_T//,OCCANhCXjNGADEiBvPsLuBanY,FCC_T,,,1,1.0,1
92,OCCARyPkEnqUuFNMohCdExXef/FCC_T//,OCCARyPkEnqUuFNMohCdExXef,FCC_T,,,1,1.0,1
93,OCCAWGVrD8TaJj25DhdLM3Zwd/FCC_T//,OCCAWGVrD8TaJj25DhdLM3Zwd,FCC_T,,,1,1.0,1
94,OCCAWb5FNNXHdxoEFt7ckJdEM/FCC_T//,OCCAWb5FNNXHdxoEFt7ckJdEM,FCC_T,,,3,0.333,2
95,OCCAXBmJwPgKJrhGDwndXj2q7/FCC_T//,OCCAXBmJwPgKJrhGDwndXj2q7,FCC_T,,,1,1.0,1
96,OCCAZweMQQ2EcX2zVo3n7vL9L/FCC_T//,OCCAZweMQQ2EcX2zVo3n7vL9L,FCC_T,,,1,1.0,1
97,OCCAacY54hWKcG8xaVk2mATWJ/FCC_T//,OCCAacY54hWKcG8xaVk2mATWJ,FCC_T,,,3,3.0,3
98,OCCAfXYwuBnmonS6i5R4voHEo/FCC_T//,OCCAfXYwuBnmonS6i5R4voHEo,FCC_T,,,1,1.0,1
99,OCCAoBLv9Jhxq3UcAy2QBjBfu/FCC_T//,OCCAoBLv9Jhxq3UcAy2QBjBfu,FCC_T,,,5,2.8,4
100,OCCApP4zFbCGdk3qUnxrGF3Ft/FCC_T//,OCCApP4zFbCGdk3qUnxrGF3Ft,FCC_T,,,2,2.0,1
101,OCCAv6VUiFJCgPXaxSM4N9aFF/FCC_T//,OCCAv6VUiFJCgPXaxSM4N9aFF,FCC_T,,,1,1.0,1
102,OCCB73CKj7x4CgKNuKRdh3gcU/FCC_T//,OCCB73CKj7x4CgKNuKRdh3gcU,FCC_T,,,3,1.0,1
103,OCCBGgXiHqz3FVnWvB7Mh6wqa/FCC_T//,OCCBGgXiHqz3FVnWvB7Mh6wqa,FCC_T,,,3,3.0,2
104,OCCBMPYS3FqAVhAVCi3G68DFq/FCC_T//,OCCBMPYS3FqAVhAVCi3G68DFq,FCC_T,,,6,6.0,4
105,OCCBTfSRwDiKGuPpeF86kGzqa/FCC_T//,OCCBTfSRwDiKGuPpeF86kGzqa,FCC_T,,,1,1.0,1
106,OCCBgv8ov2i82Z5bqBh8i3i8Q/FCC_T//,OCCBgv8ov2i82Z5bqBh8i3i8Q,FCC_T,,,3,1.333,3
107,OCCC43rwBfbwsvr7yhQU8LWkx/FCC_T//,OCCC43rwBfbwsvr7yhQU8LWkx,FCC_T,,,1,1.0,1
108,OCCCDZox6B5Y53jDCdjLhCDAq/FCC_T//,OCCCDZox6B5Y53jDCdjLhCDAq,FCC_T,,,10,0.933,3
109,OCCCFNnB8T6haZxjNhN8UNJBy/FCC_T//,OCCCFNnB8T6haZxjNhN8UNJBy,FCC_T,,,5,0.5,2
110,OCCCFdc58ZuAsG9hKwmysZN2r/FCC_T//,OCCCFdc58ZuAsG9hKwmysZN2r,FCC_T,,,1,1.0,1
111,OCCCLpncTyjPFjJWqBaR67PkR/FCC_T//,OCCCLpncTyjPFjJWqBaR67PkR,FCC_T,,,8,6.0,5
112,OCCCTYcDjCRPDeLeumbzTyuj4/FCC_T//,OCCCTYcDjCRPDeLeumbzTyuj4,FCC_T,,,1,1.0,1
113,OCCCVCz35V7BKcFueHjJkdGwX/FCC_T//,OCCCVCz35V7BKcFueHjJkdGwX,FCC_T,,,2,2.0,2
114,OCCCVWdwG4mGWTMMm84q2emUg/FCC_T//,OCCCVWdwG4mGWTMMm84q2emUg,FCC_T,,,5,2.8,3
115,OCCCbWog6YiXHBwG6jcz3jp9e/FCC_T//,OCCCbWog6YiXHBwG6jcz3jp9e,FCC_T,,,1,1.0,1
116,OCCCdyXwwY4yzgmWQXYhSsuP9/FCC_T//,OCCCdyXwwY4yzgmWQXYhSsuP9,FCC_T,,,1,1.0,1
117,OCCCeKbvDSB49xCeQoCufCKtW/FCC_T//,OCCCeKbvDSB49xCeQoCufCKtW,FCC_T,,,16,0.646,4
118,OCCCjtBVGeik6CJgeahBkZt4v/FCC_T//,OCCCjtBVGeik6CJgeahBkZt4v,FCC_T,,,10,6.075,7
119,OCCCnLTKPD9Cjr9yUixgkWqfF/FCC_T//,OCCCnLTKPD9Cjr9yUixgkWqfF,FCC_T,,,10,5.867,8
120,OCCCrxz5UPiSWpgN7G8vd2gsA/FCC_T//,OCCCrxz5UPiSWpgN7G8vd2gsA,FCC_T,,,7,6.0,5
121,OCCCsovot7QH33ZBCdzgqCU3J/FCC_T//,OCCCsovot7QH33ZBCdzgqCU3J,FCC_T,,,8,4.125,7
122,OCCD2ktKavoD2rCH5UvA7cJRm/FCC_T//,OCCD2ktKavoD2rCH5UvA7cJRm,FCC_T,,,26,2.17,7
123,OCCD3C5uSjkZDg35vxdTo6UH9/FCC_T//,OCCD3C5uSjkZDg35vxdTo6UH9,FCC_T,,,9,5.444,8
124,OCCDAewpoF3UDZDTJvhdt9ngB/FCC_T//,OCCDAewpoF3UDZDTJvhdt9ngB,FCC_T,,,2,2.0,2
125,OCCDGT2htX3b7Kqst2aPTYxM3/FCC_T//,OCCDGT2htX3b7Kqst2aPTYxM3,FCC_T,,,1,1.0,1
126,OCCDNBYbSEenruw8Kuuo99r6X/FCC_T//,OCCDNBYbSEenruw8Kuuo99r6X,FCC_T,,,1,1.0,1
127,OCCDPyFw3ecc28fW5QgL3zQra/FCC_T//,OCCDPyFw3ecc28fW5QgL3zQra,FCC_T,,,2,2.0,2
128,OCCDQLcsbeRmRgnhvEqfwqawr/FCC_T//,OCCDQLcsbeRmRgnhvEqfwqawr,FCC_T,,,1,1.0,1
129,OCCDUUen6f8nG9h7SCx3NaaHo/FCC_T//,OCCDUUen6f8nG9h7SCx3NaaHo,FCC_T,,,1,1.0,1
130,OCCDVyeMatDXzS5ULMJh9R6KW/FCC_T//,OCCDVyeMatDXzS5ULMJh9R6KW,FCC_T,,,28,3.026,9
131,OCCDcZooEAUu9BbjbQ7HKBNXZ/FCC_T//,OCCDcZooEAUu9BbjbQ7HKBNXZ,FCC_T,,,15,4.25,7
132,OCCDeJ4yGcYDd2gUwu9L7QzGe/FCC_T//,OCCDeJ4yGcYDd2gUwu9L7QzGe,FCC_T,,,1,1.0,1
133,OCCDgXM6kqky7zNE5nTUYfvkB/FCC_T//,OCCDgXM6kqky7zNE5nTUYfvkB,FCC_T,,,3,3.0,3
134,OCCDx8VyhdE5rYsrE7iVKKYBB/FCC_T//,OCCDx8VyhdE5rYsrE7iVKKYBB,FCC_T,,,1,1.0,1
135,OCCEDr76zja9NT9SMGngieRVL/FCC_T//,OCCEDr76zja9NT9SMGngieRVL,FCC_T,,,1,1.0,1
136,OCCEDy3pqa4mYwVdwBn8uD2Lj/FCC_T//,OCCEDy3pqa4mYwVdwBn8uD2Lj,FCC_T,,,1,1.0,1
137,OCCEFnQtLajR7zX8jfD7Gwhry/FCC_T//,OCCEFnQtLajR7zX8jfD7Gwhry,FCC_T,,,1,1.0,1
138,OCCEHcWLPBRbRr7qe9T2NpnCt/FCC_T//,OCCEHcWLPBRbRr7qe9T2NpnCt,FCC_T,,,4,1.875,3
139,OCCEJbjEFiAxu4MA8i85jxoJB/FCC_T//,OCCEJbjEFiAxu4MA8i85jxoJB,FCC_T,,,2,2.0,2
140,OCCES6QxF4aR25jjX2juyWU5y/FCC_T//,OCCES6QxF4aR25jjX2juyWU5y,FCC_T,,,2,2.0,2
141,OCCEaBgxRJXQ2QZNLzvsrwa3k/FCC_T//,OCCEaBgxRJXQ2QZNLzvsrwa3k,FCC_T,,,14,2.821,6
142,OCCEoZrDqxqQKq2YnY7zVFFb3/FCC_T//,OCCEoZrDqxqQKq2YnY7zVFFb3,FCC_T,,,1,1.0,1
143,OCCEphStPJ8ZpaBJZzwPUVXwg/FCC_T//,OCCEphStPJ8ZpaBJZzwPUVXwg,FCC_T,,,2,2.0,2
144,OCCF5aKwX9Qtsk4PA9Q9cQQPB/FCC_T//,OCCF5aKwX9Qtsk4PA9Q9cQQPB,FCC_T,,,2,2.0,2
145,OCCF7B3vXud6J8DV3yQ2ghwF6/FCC_T//,OCCF7B3vXud6J8DV3yQ2ghwF6,FCC_T,,,5,5.0,5
146,OCCF8ZFkMVH8JCcrU4Dwva8Ju/FCC_T//,OCCF8ZFkMVH8JCcrU4Dwva8Ju,FCC_T,,,2,2.0,2
147,OCCFBSNvhNsrNCqkEHNjS466t/FCC_T//,OCCFBSNvhNsrNCqkEHNjS466t,FCC_T,,,1,1.0,1
148,OCCFCTjY2LjJVAXRjXKrgFwBG/FCC_T//,OCCFCTjY2LjJVAXRjXKrgFwBG,FCC_T,,,3,3.0,3
149,OCCFEEiXeKJ6WTPu5k34BfE9W/FCC_T//,OCCFEEiXeKJ6WTPu5k34BfE9W,FCC_T,,,1,1.0,1
150,OCCFJSCj5qDS6Xdfx28NBm5nx/FCC_T//,OCCFJSCj5qDS6Xdfx28NBm5nx,FCC_T,,,13,7.277,9
151,OCCFJhRoxKkT25CR6j6MTAr9D/FCC_T//,OCCFJhRoxKkT25CR6j6MTAr9D,FCC_T,,,5,5.0,5
152,OCCFKBwohcfEEsniACq5ayQ2Z/FCC_T//,OCCFKBwohcfEEsniACq5ayQ2Z,FCC_T,,,1,1.0,1
153,OCCFNwoXEjSnXVfqjbL7xc5aQ/FCC_T//,OCCFNwoXEjSnXVfqjbL7xc5aQ,FCC_T,,,3,3.0,3
154,OCCFPYWc4qRu8gKfYLQBwxLY5/FCC_T//,OCCFPYWc4qRu8gKfYLQBwxLY5,FCC_T,,,12,1.2,3
155,OCCFTGCcaqdjmU7aDvmyDNC9P/FCC_T//,OCCFTGCcaqdjmU7aDvmyDNC9P,FCC_T,,,14,1.536,4
156,OCCFWaVZsHrzKsAuprjAjVbug/FCC_T//,OCCFWaVZsHrzKsAuprjAjVbug,FCC_T,,,1,1.0,1
157,OCCFi3FVPoUo2Vvuv2XPEw3n8/FCC_T//,OCCFi3FVPoUo2Vvuv2XPEw3n8,FCC_T,,,22,10.123,12
158,OCCFoRmk2xTGkJfqiQvCwWRSj/FCC_T//,OCCFoRmk2xTGkJfqiQvCwWRSj,FCC_T,,,9,4.926,6
159,OCCFpcZZAaeBKedbWfYor6VAX/FCC_T//,OCCFpcZZAaeBKedbWfYor6VAX,FCC_T,,,1,1.0,1
160,OCCFsFQ9g8RuvAGhJhdh4Fw9N/FCC_T//,OCCFsFQ9g8RuvAGhJhdh4Fw9N,FCC_T,,,1,1.0,1
161,OCCFvbJDsGNmvZH9Xwi4DXVDC/FCC_T//,OCCFvbJDsGNmvZH9Xwi4DXVDC,FCC_T,,,1,1.0,1
162,OCCFveJWJ52WRWDperG976vEM/FCC_T//,OCCFveJWJ52WRWDperG976vEM,FCC_T,,,1,1.0,1
163,OCCG3Ru9FTEWbVqWxszqQL8Sh/FCC_T//,OCCG3Ru9FTEWbVqWxszqQL8Sh,FCC_T,,,1,1.0,1
164,OCCG4YHCrqoxDzzqE9jusEzyd/FCC_T//,OCCG4YHCrqoxDzzqE9jusEzyd,FCC_T,,,11,1.477,3
165,OCCGBKK79KxAP9Pk2rh2zHQka/FCC_T//,OCCGBKK79KxAP9Pk2rh2zHQka,FCC_T,,,1,1.0,1
166,OCCGP38Dv24JVUDgGtcQfvsZU/FCC_T//,OCCGP38Dv24JVUDgGtcQfvsZU,FCC_T,,,1,1.0,1
167,OCCGZQTq8uEet9o3oidMbDBfK/FCC_T//,OCCGZQTq8uEet9o3oidMbDBfK,FCC_T,,,2,2.0,2
168,OCCGjEJia7ZXCXwhtLo8BjbaX/FCC_T//,OCCGjEJia7ZXCXwhtLo8BjbaX,FCC_T,,,1,1.0,1
169,OCCGjkPPGHUzEHitrCzituYKp/FCC_T//,OCCGjkPPGHUzEHitrCzituYKp,FCC_T,,,1,1.0,1
170,OCCGpH7qZoy9spYqWHUCjXf9R/FCC_T//,OCCGpH7qZoy9spYqWHUCjXf9R,FCC_T,,,3,0.333,2
171,OCCGrttQ44TtqSqbdjKe8Gct5/FCC_T//,OCCGrttQ44TtqSqbdjKe8Gct5,FCC_T,,,21,8.5,14
172,OCCH6SXFs2aKqQZeEjXdnKBmT/FCC_T//,OCCH6SXFs2aKqQZeEjXdnKBmT,FCC_T,,,1,1.0,1
173,OCCHCm8Htx9Y3eg5dgpN9bTyD/FCC_T//,OCCHCm8Htx9Y3eg5dgpN9bTyD,FCC_T,,,2,2.0,2
174,OCCHDbnMaa9k3r7giBAdRK6ZZ/FCC_T//,OCCHDbnMaa9k3r7giBAdRK6ZZ,FCC_T,,,4,1.875,3
175,OCCHFNubz8em8MjCcgPHZuBMb/FCC_T//,OCCHFNubz8em8MjCcgPHZuBMb,FCC_T,,,5,5.0,5
176,OCCHMNwpVr4XqNqqfByAvzeNs/FCC_T//,OCCHMNwpVr4XqNqqfByAvzeNs,FCC_T,,,8,8.0,8
177,OCCHRXasFXsvS6MkVChZQNWgG/FCC_T//,OCCHRXasFXsvS6MkVChZQNWgG,FCC_T,,,1,1.0,1
178,OCCHV4VfupyCvxyFNfbbzkpT3/FCC_T//,OCCHV4VfupyCvxyFNfbbzkpT3,FCC_T,,,9,9.0,9
179,OCCHbSd4eKh7oSKTrfEhRHv4D/FCC_T//,OCCHbSd4eKh7oSKTrfEhRHv4D,FCC_T,,,297,3.788,26
180,OCCHjiaEoUskXLEHPkSnppgd3/FCC_T//,OCCHjiaEoUskXLEHPkSnppgd3,FCC_T,,,1,1.0,1
181,OCCHqWcvT9SruwgHeFPMUGZfY/FCC_T//,OCCHqWcvT9SruwgHeFPMUGZfY,FCC_T,,,4,1.0,4
182,OCCHxcRocp6p9MFkWEgaH2Ew9/FCC_T//,OCCHxcRocp6p9MFkWEgaH2Ew9,FCC_T,,,5,5.0,4
183,OCCJ4c9irhfix6pCUEJcbNHxQ/FCC_T//,OCCJ4c9irhfix6pCUEJcbNHxQ,FCC_T,,,7,5.143,7
