,composite_chain_id,coref_chain,dataset,topic_id,language,mentions,phrasing_diversity,unique_lemmas
43,abcnews.go.com-ABC_Univision-Politics-guidelines-dreamers-licenses-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-guidelines-dreamers-licenses-story,HyperCoref,,,1,1.0,1
44,abcnews.go.com-ABC_Univision-Politics-happen-border-patrol-agents-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-happen-border-patrol-agents-story,HyperCoref,,,6,6.0,6
45,abcnews.go.com-ABC_Univision-Politics-heritage-foundation-report-immigration-sparks-conservative-feud-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-heritage-foundation-report-immigration-sparks-conservative-feud-story,HyperCoref,,,4,4.0,4
46,abcnews.go.com-ABC_Univision-Politics-house-immigration-reform-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-house-immigration-reform-story,HyperCoref,,,1,1.0,1
47,abcnews.go.com-ABC_Univision-Politics-house-republican-leaders-step-immigration-analysis-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-house-republican-leaders-step-immigration-analysis-story,HyperCoref,,,9,9.0,9
48,abcnews.go.com-ABC_Univision-Politics-hundreds-thousands-latinos-deterred-voting-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-hundreds-thousands-latinos-deterred-voting-story,HyperCoref,,,2,2.0,2
49,abcnews.go.com-ABC_Univision-Politics-hurricane-sandy-forces-poll-closures-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-hurricane-sandy-forces-poll-closures-story,HyperCoref,,,2,2.0,2
50,abcnews.go.com-ABC_Univision-Politics-immigration-reform-hopeful-cringe-house-gop-votes-defund-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-immigration-reform-hopeful-cringe-house-gop-votes-defund-story,HyperCoref,,,6,6.0,5
51,abcnews.go.com-ABC_Univision-Politics-immigration-senate-moves-forward-gop-border-security-plan-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-immigration-senate-moves-forward-gop-border-security-plan-story,HyperCoref,,,4,4.0,4
52,abcnews.go.com-ABC_Univision-Politics-immigration-senate-spend-billions-border-security-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-immigration-senate-spend-billions-border-security-story,HyperCoref,,,10,8.0,7
53,abcnews.go.com-ABC_Univision-Politics-interior-secretary-ken-salazar-departure-leaves-cabinet-latinos-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-interior-secretary-ken-salazar-departure-leaves-cabinet-latinos-story,HyperCoref,,,2,2.0,2
54,abcnews.go.com-ABC_Univision-Politics-iowa-dreamers-licenses-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-iowa-dreamers-licenses-story,HyperCoref,,,3,3.0,3
55,abcnews.go.com-ABC_Univision-Politics-janet-napolitano-immigration-hero-villain-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-janet-napolitano-immigration-hero-villain-story,HyperCoref,,,4,4.0,4
56,abcnews.go.com-ABC_Univision-Politics-john-boehner-immigration-bill-majority-gop-support-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-john-boehner-immigration-bill-majority-gop-support-story,HyperCoref,,,5,4.0,4
57,abcnews.go.com-ABC_Univision-Politics-julin-joaqun-castro-call-discussion-gun-laws-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-julin-joaqun-castro-call-discussion-gun-laws-story,HyperCoref,,,1,1.0,1
58,abcnews.go.com-ABC_Univision-Politics-justice-sonia-sotomayor-administer-inaugural-oath-vice-president-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-justice-sonia-sotomayor-administer-inaugural-oath-vice-president-story,HyperCoref,,,2,2.0,2
59,abcnews.go.com-ABC_Univision-Politics-leaked-white-house-immigration-bill-puts-pressure-senate-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-leaked-white-house-immigration-bill-puts-pressure-senate-story,HyperCoref,,,4,4.0,4
60,abcnews.go.com-ABC_Univision-Politics-luis-gutierrez-republicans-democrats-agree-path-citizenship-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-luis-gutierrez-republicans-democrats-agree-path-citizenship-story,HyperCoref,,,1,1.0,1
61,abcnews.go.com-ABC_Univision-Politics-maricopa-county-sheriff-joe-arpaios-volunteer-posse-reports-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-maricopa-county-sheriff-joe-arpaios-volunteer-posse-reports-story,HyperCoref,,,1,1.0,1
62,abcnews.go.com-ABC_Univision-Politics-meet-anti-immigration-reform-stars-headed-steve-king-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-meet-anti-immigration-reform-stars-headed-steve-king-story,HyperCoref,,,5,5.0,5
63,abcnews.go.com-ABC_Univision-Politics-memphis-library-cards-count-valid-id-election-day-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-memphis-library-cards-count-valid-id-election-day-story,HyperCoref,,,1,1.0,1
64,abcnews.go.com-ABC_Univision-Politics-nra-calls-armed-officers-school-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-nra-calls-armed-officers-school-story,HyperCoref,,,2,2.0,2
65,abcnews.go.com-ABC_Univision-Politics-obama-calls-immigration-reform-biggest-failure-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-obama-calls-immigration-reform-biggest-failure-story,HyperCoref,,,7,5.0,5
66,abcnews.go.com-ABC_Univision-Politics-obamas-leaked-immigration-bill-makes-waves-small-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-obamas-leaked-immigration-bill-makes-waves-small-story,HyperCoref,,,4,4.0,4
67,abcnews.go.com-ABC_Univision-Politics-racial-disparity-support-citizenship-undocumented-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-racial-disparity-support-citizenship-undocumented-story,HyperCoref,,,1,1.0,1
68,abcnews.go.com-ABC_Univision-Politics-reasons-immigration-reform-finally-happening-senate-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-reasons-immigration-reform-finally-happening-senate-story,HyperCoref,,,4,2.0,2
69,abcnews.go.com-ABC_Univision-Politics-republican-party-diverse-face-extinction-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-republican-party-diverse-face-extinction-story,HyperCoref,,,6,6.0,6
70,abcnews.go.com-ABC_Univision-Politics-romney-deport-young-immigrants-granted-deferred-action-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-romney-deport-young-immigrants-granted-deferred-action-story,HyperCoref,,,6,6.0,6
71,abcnews.go.com-ABC_Univision-Politics-senate-democrats-demand-path-citizenship-comprehensive-immigration-bill-thehill.com-homenews-house-281187-in-first-immigration-hearing-house-gop-seeks-middle-ground-on-citizenship-path/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-senate-democrats-demand-path-citizenship-comprehensive-immigration-bill-thehill.com-homenews-house-281187-in-first-immigration-hearing-house-gop-seeks-middle-ground-on-citizenship-path,HyperCoref,,,1,1.0,1
72,abcnews.go.com-ABC_Univision-Politics-senate-democrats-demand-path-citizenship-comprehensive-immigration-bill-tpmdc.talkingpointsmemo.com-2013-02-raul-labrador-pathway-citizenship-immigration.php/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-senate-democrats-demand-path-citizenship-comprehensive-immigration-bill-tpmdc.talkingpointsmemo.com-2013-02-raul-labrador-pathway-citizenship-immigration.php,HyperCoref,,,1,1.0,1
73,abcnews.go.com-ABC_Univision-Politics-senate-republicans-vote-immigration-reform-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-senate-republicans-vote-immigration-reform-story,HyperCoref,,,4,4.0,4
74,abcnews.go.com-ABC_Univision-Politics-senators-introduce-immigration-bill-path-citizenship-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-senators-introduce-immigration-bill-path-citizenship-story,HyperCoref,,,3,3.0,3
75,abcnews.go.com-ABC_Univision-Politics-senators-reveal-framework-comprehensive-immigration-reform-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-senators-reveal-framework-comprehensive-immigration-reform-story,HyperCoref,,,11,9.0,9
76,abcnews.go.com-ABC_Univision-Politics-senators-schumer-mccain-huge-majority-immigration-bill-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-senators-schumer-mccain-huge-majority-immigration-bill-story,HyperCoref,,,4,4.0,4
77,abcnews.go.com-ABC_Univision-Politics-sheriff-arpaio-armed-volunteers-schools-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-sheriff-arpaio-armed-volunteers-schools-story,HyperCoref,,,4,4.0,4
78,abcnews.go.com-ABC_Univision-Politics-steve-king-valedictorian-dreamer-100-drug-smugglers-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-steve-king-valedictorian-dreamer-100-drug-smugglers-story,HyperCoref,,,6,6.0,6
79,abcnews.go.com-ABC_Univision-Politics-stricter-border-security-kill-immigration-reform-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-stricter-border-security-kill-immigration-reform-story,HyperCoref,,,5,5.0,5
80,abcnews.go.com-ABC_Univision-Politics-survey-conservatives-spells-gops-latino-issues-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-survey-conservatives-spells-gops-latino-issues-story,HyperCoref,,,4,4.0,4
81,abcnews.go.com-ABC_Univision-Politics-tech-sector-leads-lobbying-charge-immigration-reform-story/HyperCoref//,abcnews.go.com-ABC_Univision-Politics-tech-sector-leads-lobbying-charge-immigration-reform-story,HyperCoref,,,8,8.0,7
82,abcnews.go.com-ABC_Univision-america-diverse-newsrooms-diverse-story/HyperCoref//,abcnews.go.com-ABC_Univision-america-diverse-newsrooms-diverse-story,HyperCoref,,,1,1.0,1
83,abcnews.go.com-ABC_Univision-analysis-romney-gops-latino-problem-story/HyperCoref//,abcnews.go.com-ABC_Univision-analysis-romney-gops-latino-problem-story,HyperCoref,,,5,5.0,5
84,abcnews.go.com-ABC_Univision-brazilians-angry-world-cup-spending-story/HyperCoref//,abcnews.go.com-ABC_Univision-brazilians-angry-world-cup-spending-story,HyperCoref,,,1,1.0,1
85,abcnews.go.com-ABC_Univision-conditions-spurring-29000-california-prisoners-hunger-strike-story/HyperCoref//,abcnews.go.com-ABC_Univision-conditions-spurring-29000-california-prisoners-hunger-strike-story,HyperCoref,,,5,4.0,4
86,abcnews.go.com-ABC_Univision-delicious-street-tacos-polanco-mexico-city-story/HyperCoref//,abcnews.go.com-ABC_Univision-delicious-street-tacos-polanco-mexico-city-story,HyperCoref,,,1,1.0,1
87,abcnews.go.com-ABC_Univision-ecuador-issues-denials-snowdens-safe-pass-linked-nations-story/HyperCoref//,abcnews.go.com-ABC_Univision-ecuador-issues-denials-snowdens-safe-pass-linked-nations-story,HyperCoref,,,1,1.0,1
88,abcnews.go.com-ABC_Univision-lessons-learn-pax-dickinson-%E2%80%9Chttp:-valleywag.gawker.com-business-insider-ctos-is-your-new-tech-bro-nightmare-1280336916%E2%80%9Dtarget=%E2%80%9Dexternal%E2%80%9D/HyperCoref//,abcnews.go.com-ABC_Univision-lessons-learn-pax-dickinson-%E2%80%9Chttp:-valleywag.gawker.com-business-insider-ctos-is-your-new-tech-bro-nightmare-1280336916%E2%80%9Dtarget=%E2%80%9Dexternal%E2%80%9D,HyperCoref,,,2,2.0,2
89,abcnews.go.com-ABC_Univision-lessons-learn-pax-dickinson-%E2%80%9Chttp:-www.businessinsider.com-statement-2013-9/HyperCoref//,abcnews.go.com-ABC_Univision-lessons-learn-pax-dickinson-%E2%80%9Chttp:-www.businessinsider.com-statement-2013-9,HyperCoref,,,1,1.0,1
90,abcnews.go.com-ABC_Univision-linguists-york-times-illegal-neutral-accurate-story/HyperCoref//,abcnews.go.com-ABC_Univision-linguists-york-times-illegal-neutral-accurate-story,HyperCoref,,,6,6.0,6
91,abcnews.go.com-ABC_Univision-major-soccer-teams-hire-foreigners-story/HyperCoref//,abcnews.go.com-ABC_Univision-major-soccer-teams-hire-foreigners-story,HyperCoref,,,2,2.0,2
92,abcnews.go.com-ABC_Univision-nyrican-la-everybodys-hustlin-story/HyperCoref//,abcnews.go.com-ABC_Univision-nyrican-la-everybodys-hustlin-story,HyperCoref,,,1,1.0,1
93,abcnews.go.com-ABC_Univision-nyrican-la-nyc-los-angeles-feels-home-now-storynew/HyperCoref//,abcnews.go.com-ABC_Univision-nyrican-la-nyc-los-angeles-feels-home-now-storynew,HyperCoref,,,1,1.0,1
94,abcnews.go.com-ABC_Univision-obama-rubio-immigration-plans-difference-story/HyperCoref//,abcnews.go.com-ABC_Univision-obama-rubio-immigration-plans-difference-story,HyperCoref,,,8,7.0,6
95,abcnews.go.com-ABC_Univision-presidential-debate-obama-romney-spar-immigration-story/HyperCoref//,abcnews.go.com-ABC_Univision-presidential-debate-obama-romney-spar-immigration-story,HyperCoref,,,4,3.0,3
96,abcnews.go.com-ABC_Univision-salad-revolution-reasons-brazilians-protesting-story/HyperCoref//,abcnews.go.com-ABC_Univision-salad-revolution-reasons-brazilians-protesting-story,HyperCoref,,,1,1.0,1
97,abcnews.go.com-Blotter-11th-suspect-russian-spy-ring-skips-bail-cyprus-story/HyperCoref//,abcnews.go.com-Blotter-11th-suspect-russian-spy-ring-skips-bail-cyprus-story,HyperCoref,,,4,4.0,4
98,abcnews.go.com-Blotter-150-australians-hundreds-western-fighters-middle-east-official-story/HyperCoref//,abcnews.go.com-Blotter-150-australians-hundreds-western-fighters-middle-east-official-story,HyperCoref,,,4,4.0,4
99,abcnews.go.com-Blotter-2009-year-homegrown-terror-story/HyperCoref//,abcnews.go.com-Blotter-2009-year-homegrown-terror-story,HyperCoref,,,4,4.0,4
100,abcnews.go.com-Blotter-35-fighter-plan-acquisition-malpractice-pentagon-official-story/HyperCoref//,abcnews.go.com-Blotter-35-fighter-plan-acquisition-malpractice-pentagon-official-story,HyperCoref,,,4,4.0,4
101,abcnews.go.com-Blotter-77-billion-22-raptor-fleet-grounded-indefinitely-story/HyperCoref//,abcnews.go.com-Blotter-77-billion-22-raptor-fleet-grounded-indefinitely-story,HyperCoref,,,4,3.0,2
102,abcnews.go.com-Blotter-77-billion-raptor-22-fighter-jets-war-story/HyperCoref//,abcnews.go.com-Blotter-77-billion-raptor-22-fighter-jets-war-story,HyperCoref,,,13,12.0,12
103,abcnews.go.com-Blotter-911-payback-al-qaeda-chief-pakistan-killed-story/HyperCoref//,abcnews.go.com-Blotter-911-payback-al-qaeda-chief-pakistan-killed-story,HyperCoref,,,1,1.0,1
104,abcnews.go.com-Blotter-Blackwater-story/HyperCoref//,abcnews.go.com-Blotter-Blackwater-story,HyperCoref,,,8,6.0,6
105,abcnews.go.com-Blotter-ConductUnbecoming-story/HyperCoref//,abcnews.go.com-Blotter-ConductUnbecoming-story,HyperCoref,,,7,6.0,6
106,abcnews.go.com-Blotter-FtHoodInvestigation-fort-hood-hasan-asked-awlaki-kill-american-soldiers-story/HyperCoref//,abcnews.go.com-Blotter-FtHoodInvestigation-fort-hood-hasan-asked-awlaki-kill-american-soldiers-story,HyperCoref,,,8,7.0,7
107,abcnews.go.com-Blotter-International-story/HyperCoref//,abcnews.go.com-Blotter-International-story,HyperCoref,,,5,5.0,5
108,abcnews.go.com-Blotter-Investigation-story/HyperCoref//,abcnews.go.com-Blotter-Investigation-story,HyperCoref,,,4,4.0,4
109,abcnews.go.com-Blotter-Madoff-/HyperCoref//,abcnews.go.com-Blotter-Madoff-,HyperCoref,,,5,1.0,1
110,abcnews.go.com-Blotter-Madoff-bernie-madoff-sentenced-150-years-prison-story/HyperCoref//,abcnews.go.com-Blotter-Madoff-bernie-madoff-sentenced-150-years-prison-story,HyperCoref,,,4,4.0,4
111,abcnews.go.com-Blotter-Madoff-story/HyperCoref//,abcnews.go.com-Blotter-Madoff-story,HyperCoref,,,10,10.0,10
112,abcnews.go.com-Blotter-MansonMurders-/HyperCoref//,abcnews.go.com-Blotter-MansonMurders-,HyperCoref,,,1,1.0,1
113,abcnews.go.com-Blotter-MansonMurders-story/HyperCoref//,abcnews.go.com-Blotter-MansonMurders-story,HyperCoref,,,4,4.0,4
114,abcnews.go.com-Blotter-MichaelJackson-story/HyperCoref//,abcnews.go.com-Blotter-MichaelJackson-story,HyperCoref,,,8,8.0,8
115,abcnews.go.com-Blotter-MoneyTrail-story/HyperCoref//,abcnews.go.com-Blotter-MoneyTrail-story,HyperCoref,,,4,3.0,3
116,abcnews.go.com-Blotter-NationalSecurity-years-911-nyc-subway-system-vulnerable-experts-story/HyperCoref//,abcnews.go.com-Blotter-NationalSecurity-years-911-nyc-subway-system-vulnerable-experts-story,HyperCoref,,,6,5.0,4
117,abcnews.go.com-Blotter-Politics-story/HyperCoref//,abcnews.go.com-Blotter-Politics-story,HyperCoref,,,5,5.0,5
118,abcnews.go.com-Blotter-RunawayToyotas/HyperCoref//,abcnews.go.com-Blotter-RunawayToyotas,HyperCoref,,,12,8.708,10
119,abcnews.go.com-Blotter-RunawayToyotas-/HyperCoref//,abcnews.go.com-Blotter-RunawayToyotas-,HyperCoref,,,2,2.0,2
120,abcnews.go.com-Blotter-RunawayToyotas-deaths-runaway-toyotas-put-39-investigators-story/HyperCoref//,abcnews.go.com-Blotter-RunawayToyotas-deaths-runaway-toyotas-put-39-investigators-story,HyperCoref,,,1,1.0,1
121,abcnews.go.com-Blotter-RunawayToyotas-sudden-acceleration-toyota-cars-owners-rebel-accidents-story/HyperCoref//,abcnews.go.com-Blotter-RunawayToyotas-sudden-acceleration-toyota-cars-owners-rebel-accidents-story,HyperCoref,,,11,10.0,8
122,abcnews.go.com-Blotter-RunawayToyotas-toyota-acceleration-problems-new-evidence-imprisoned-minnesota-toyota-camry-owner-story/HyperCoref//,abcnews.go.com-Blotter-RunawayToyotas-toyota-acceleration-problems-new-evidence-imprisoned-minnesota-toyota-camry-owner-story,HyperCoref,,,1,1.0,1
