,composite_chain_id,coref_chain,dataset,topic_id,language,mentions,phrasing_diversity,unique_lemmas
41,CAR_4_tajikistan_10/NiDENT//,CAR_4_tajikistan_10,NiDENT,,,16,2.701,4
42,CAR_4_tajikistan_11/NiDENT//,CAR_4_tajikistan_11,NiDENT,,,315,14.624,42
43,CAR_4_tajikistan_132/NiDENT//,CAR_4_tajikistan_132,NiDENT,,,2,2.0,2
44,CAR_4_tajikistan_156/NiDENT//,CAR_4_tajikistan_156,NiDENT,,,2,0.25,1
45,CAR_4_tajikistan_243/NiDENT//,CAR_4_tajikistan_243,NiDENT,,,1,1.0,1
46,CAR_4_tajikistan_275/NiDENT//,CAR_4_tajikistan_275,NiDENT,,,6,0.5,2
47,CAR_4_tajikistan_35/NiDENT//,CAR_4_tajikistan_35,NiDENT,,,2,2.0,2
48,CAR_4_tajikistan_4/NiDENT//,CAR_4_tajikistan_4,NiDENT,,,293,18.084,42
49,CAR_4_tajikistan_45/NiDENT//,CAR_4_tajikistan_45,NiDENT,,,4,4.0,4
50,CAR_4_tajikistan_7/NiDENT//,CAR_4_tajikistan_7,NiDENT,,,29,1.361,8
51,CAR_4_tajikistan_76/NiDENT//,CAR_4_tajikistan_76,NiDENT,,,3,2.0,2
52,DAT_0_bukavu_105/NiDENT//,DAT_0_bukavu_105,NiDENT,,,5,0.7,2
53,DAT_0_bukavu_106/NiDENT//,DAT_0_bukavu_106,NiDENT,,,7,0.952,3
54,DAT_0_bukavu_109/NiDENT//,DAT_0_bukavu_109,NiDENT,,,1,1.0,1
55,DAT_0_bukavu_155/NiDENT//,DAT_0_bukavu_155,NiDENT,,,2,0.25,1
56,DAT_0_bukavu_165/NiDENT//,DAT_0_bukavu_165,NiDENT,,,9,0.413,2
57,DAT_0_bukavu_175/NiDENT//,DAT_0_bukavu_175,NiDENT,,,4,0.062,1
58,DAT_0_bukavu_180/NiDENT//,DAT_0_bukavu_180,NiDENT,,,4,0.25,1
59,DAT_0_bukavu_181/NiDENT//,DAT_0_bukavu_181,NiDENT,,,2,0.25,1
60,DAT_0_bukavu_208/NiDENT//,DAT_0_bukavu_208,NiDENT,,,1,1.0,1
61,DAT_0_bukavu_242/NiDENT//,DAT_0_bukavu_242,NiDENT,,,1,1.0,1
62,DAT_0_bukavu_28/NiDENT//,DAT_0_bukavu_28,NiDENT,,,146,8.338,23
63,DAT_0_bukavu_289/NiDENT//,DAT_0_bukavu_289,NiDENT,,,2,0.25,1
64,DAT_0_bukavu_29/NiDENT//,DAT_0_bukavu_29,NiDENT,,,57,2.994,8
65,DAT_0_bukavu_291/NiDENT//,DAT_0_bukavu_291,NiDENT,,,3,1.0,1
66,DAT_0_bukavu_38/NiDENT//,DAT_0_bukavu_38,NiDENT,,,24,0.193,3
67,DAT_0_bukavu_44_1/NiDENT//,DAT_0_bukavu_44_1,NiDENT,,,1,1.0,1
68,DAT_0_bukavu_71/NiDENT//,DAT_0_bukavu_71,NiDENT,,,17,0.199,2
69,DAT_0_bukavu_84/NiDENT//,DAT_0_bukavu_84,NiDENT,,,5,0.16,1
70,DAT_0_bukavu_99/NiDENT//,DAT_0_bukavu_99,NiDENT,,,6,0.028,1
71,DAT_1_china_168/NiDENT//,DAT_1_china_168,NiDENT,,,2,0.25,1
72,DAT_1_china_171/NiDENT//,DAT_1_china_171,NiDENT,,,1,1.0,1
73,DAT_1_china_179/NiDENT//,DAT_1_china_179,NiDENT,,,5,0.16,1
74,DAT_1_china_180/NiDENT//,DAT_1_china_180,NiDENT,,,1,1.0,1
75,DAT_1_china_237/NiDENT//,DAT_1_china_237,NiDENT,,,1,1.0,1
76,DAT_1_china_238/NiDENT//,DAT_1_china_238,NiDENT,,,3,0.111,2
77,DAT_1_china_271/NiDENT//,DAT_1_china_271,NiDENT,,,1,1.0,1
78,DAT_1_china_36/NiDENT//,DAT_1_china_36,NiDENT,,,7,0.667,2
79,DAT_1_china_37/NiDENT//,DAT_1_china_37,NiDENT,,,25,0.328,3
80,DAT_1_china_55/NiDENT//,DAT_1_china_55,NiDENT,,,4,0.062,1
81,DAT_1_china_69/NiDENT//,DAT_1_china_69,NiDENT,,,11,0.033,1
82,DAT_1_china_70/NiDENT//,DAT_1_china_70,NiDENT,,,2,0.25,1
83,DAT_1_china_71/NiDENT//,DAT_1_china_71,NiDENT,,,4,0.062,1
84,DAT_1_china_72/NiDENT//,DAT_1_china_72,NiDENT,,,4,0.062,1
85,DAT_1_china_73/NiDENT//,DAT_1_china_73,NiDENT,,,5,0.5,2
86,DAT_1_china_74/NiDENT//,DAT_1_china_74,NiDENT,,,1,1.0,1
87,DAT_2_israel_121_1/NiDENT//,DAT_2_israel_121_1,NiDENT,,,3,2.0,2
88,DAT_2_israel_138/NiDENT//,DAT_2_israel_138,NiDENT,,,3,0.111,1
89,DAT_2_israel_139/NiDENT//,DAT_2_israel_139,NiDENT,,,3,0.111,1
90,DAT_2_israel_178/NiDENT//,DAT_2_israel_178,NiDENT,,,2,0.25,1
91,DAT_2_israel_181/NiDENT//,DAT_2_israel_181,NiDENT,,,2,0.25,1
92,DAT_2_israel_200/NiDENT//,DAT_2_israel_200,NiDENT,,,2,0.25,1
93,DAT_2_israel_207/NiDENT//,DAT_2_israel_207,NiDENT,,,1,1.0,1
94,DAT_2_israel_212/NiDENT//,DAT_2_israel_212,NiDENT,,,1,1.0,1
95,DAT_2_israel_235/NiDENT//,DAT_2_israel_235,NiDENT,,,1,1.0,1
96,DAT_2_israel_24/NiDENT//,DAT_2_israel_24,NiDENT,,,6,0.625,2
97,DAT_2_israel_260/NiDENT//,DAT_2_israel_260,NiDENT,,,1,1.0,1
98,DAT_2_israel_33/NiDENT//,DAT_2_israel_33,NiDENT,,,22,0.382,3
99,DAT_2_israel_374/NiDENT//,DAT_2_israel_374,NiDENT,,,4,0.667,2
100,DAT_2_israel_375/NiDENT//,DAT_2_israel_375,NiDENT,,,3,0.111,1
101,DAT_2_israel_380/NiDENT//,DAT_2_israel_380,NiDENT,,,1,1.0,1
102,DAT_2_israel_381/NiDENT//,DAT_2_israel_381,NiDENT,,,1,1.0,1
103,DAT_2_israel_382_1/NiDENT//,DAT_2_israel_382_1,NiDENT,,,1,1.0,1
104,DAT_2_israel_383_1/NiDENT//,DAT_2_israel_383_1,NiDENT,,,2,0.25,1
105,DAT_2_israel_384/NiDENT//,DAT_2_israel_384,NiDENT,,,2,0.25,1
106,DAT_2_israel_385_1/NiDENT//,DAT_2_israel_385_1,NiDENT,,,1,1.0,1
107,DAT_2_israel_386_1/NiDENT//,DAT_2_israel_386_1,NiDENT,,,1,1.0,1
108,DAT_2_israel_386_2/NiDENT//,DAT_2_israel_386_2,NiDENT,,,1,1.0,1
109,DAT_2_israel_394_1/NiDENT//,DAT_2_israel_394_1,NiDENT,,,1,1.0,1
110,DAT_2_israel_396/NiDENT//,DAT_2_israel_396,NiDENT,,,1,1.0,1
111,DAT_2_israel_408/NiDENT//,DAT_2_israel_408,NiDENT,,,4,1.25,2
112,DAT_2_israel_41/NiDENT//,DAT_2_israel_41,NiDENT,,,12,0.403,3
113,DAT_2_israel_422/NiDENT//,DAT_2_israel_422,NiDENT,,,1,1.0,1
114,DAT_2_israel_47/NiDENT//,DAT_2_israel_47,NiDENT,,,12,0.525,3
115,DAT_2_israel_48/NiDENT//,DAT_2_israel_48,NiDENT,,,30,0.034,1
116,DAT_2_israel_484/NiDENT//,DAT_2_israel_484,NiDENT,,,7,0.75,3
117,DAT_2_israel_49/NiDENT//,DAT_2_israel_49,NiDENT,,,16,0.004,1
118,DAT_2_israel_492/NiDENT//,DAT_2_israel_492,NiDENT,,,10,0.493,3
119,DAT_2_israel_523/NiDENT//,DAT_2_israel_523,NiDENT,,,2,2.0,2
120,DAT_2_israel_564/NiDENT//,DAT_2_israel_564,NiDENT,,,1,1.0,1
121,DAT_2_israel_570/NiDENT//,DAT_2_israel_570,NiDENT,,,2,0.25,1
122,DAT_2_israel_586/NiDENT//,DAT_2_israel_586,NiDENT,,,2,0.25,1
123,DAT_2_israel_587/NiDENT//,DAT_2_israel_587,NiDENT,,,1,1.0,1
124,DAT_2_israel_597/NiDENT//,DAT_2_israel_597,NiDENT,,,1,1.0,1
125,DAT_2_israel_603/NiDENT//,DAT_2_israel_603,NiDENT,,,1,1.0,1
126,DAT_2_israel_604/NiDENT//,DAT_2_israel_604,NiDENT,,,1,1.0,1
127,DAT_2_israel_605/NiDENT//,DAT_2_israel_605,NiDENT,,,1,1.0,1
128,DAT_2_israel_632/NiDENT//,DAT_2_israel_632,NiDENT,,,4,0.667,2
129,DAT_2_israel_654/NiDENT//,DAT_2_israel_654,NiDENT,,,2,0.25,1
130,DAT_2_israel_663/NiDENT//,DAT_2_israel_663,NiDENT,,,1,1.0,1
131,DAT_3_peru_105/NiDENT//,DAT_3_peru_105,NiDENT,,,18,0.861,2
132,DAT_3_peru_105_1/NiDENT//,DAT_3_peru_105_1,NiDENT,,,1,1.0,1
133,DAT_3_peru_106/NiDENT//,DAT_3_peru_106,NiDENT,,,22,1.38,5
134,DAT_3_peru_153/NiDENT//,DAT_3_peru_153,NiDENT,,,3,3.0,3
135,DAT_3_peru_154/NiDENT//,DAT_3_peru_154,NiDENT,,,14,0.619,2
136,DAT_3_peru_156/NiDENT//,DAT_3_peru_156,NiDENT,,,4,0.062,1
137,DAT_3_peru_160/NiDENT//,DAT_3_peru_160,NiDENT,,,3,2.0,2
138,DAT_3_peru_162/NiDENT//,DAT_3_peru_162,NiDENT,,,8,0.958,3
139,DAT_3_peru_171/NiDENT//,DAT_3_peru_171,NiDENT,,,5,4.0,4
140,DAT_3_peru_183/NiDENT//,DAT_3_peru_183,NiDENT,,,2,0.25,1
141,DAT_3_peru_196/NiDENT//,DAT_3_peru_196,NiDENT,,,1,1.0,1
142,DAT_3_peru_198/NiDENT//,DAT_3_peru_198,NiDENT,,,1,1.0,1
143,DAT_3_peru_199/NiDENT//,DAT_3_peru_199,NiDENT,,,2,0.25,1
144,DAT_3_peru_200/NiDENT//,DAT_3_peru_200,NiDENT,,,1,1.0,1
145,DAT_3_peru_201/NiDENT//,DAT_3_peru_201,NiDENT,,,1,1.0,1
146,DAT_3_peru_207/NiDENT//,DAT_3_peru_207,NiDENT,,,1,1.0,1
147,DAT_3_peru_215/NiDENT//,DAT_3_peru_215,NiDENT,,,1,1.0,1
148,DAT_3_peru_238/NiDENT//,DAT_3_peru_238,NiDENT,,,2,0.25,1
149,DAT_3_peru_272/NiDENT//,DAT_3_peru_272,NiDENT,,,1,1.0,1
150,DAT_3_peru_273/NiDENT//,DAT_3_peru_273,NiDENT,,,3,0.111,1
151,DAT_3_peru_3/NiDENT//,DAT_3_peru_3,NiDENT,,,98,9.75,26
152,DAT_3_peru_346/NiDENT//,DAT_3_peru_346,NiDENT,,,1,1.0,1
153,DAT_3_peru_347/NiDENT//,DAT_3_peru_347,NiDENT,,,1,1.0,1
154,DAT_3_peru_362/NiDENT//,DAT_3_peru_362,NiDENT,,,16,0.121,2
155,DAT_3_peru_363/NiDENT//,DAT_3_peru_363,NiDENT,,,1,1.0,1
156,DAT_3_peru_379/NiDENT//,DAT_3_peru_379,NiDENT,,,1,1.0,1
157,DAT_3_peru_380/NiDENT//,DAT_3_peru_380,NiDENT,,,1,1.0,1
158,DAT_3_peru_390/NiDENT//,DAT_3_peru_390,NiDENT,,,1,1.0,1
159,DAT_3_peru_40/NiDENT//,DAT_3_peru_40,NiDENT,,,22,0.002,1
160,DAT_3_peru_400/NiDENT//,DAT_3_peru_400,NiDENT,,,3,0.111,1
161,DAT_3_peru_421/NiDENT//,DAT_3_peru_421,NiDENT,,,1,1.0,1
162,DAT_3_peru_437/NiDENT//,DAT_3_peru_437,NiDENT,,,1,1.0,1
163,DAT_3_peru_463/NiDENT//,DAT_3_peru_463,NiDENT,,,1,1.0,1
164,DAT_3_peru_478/NiDENT//,DAT_3_peru_478,NiDENT,,,1,1.0,1
165,DAT_3_peru_479/NiDENT//,DAT_3_peru_479,NiDENT,,,1,1.0,1
166,DAT_3_peru_480/NiDENT//,DAT_3_peru_480,NiDENT,,,2,1.0,1
167,DAT_3_peru_483/NiDENT//,DAT_3_peru_483,NiDENT,,,1,1.0,1
168,DAT_3_peru_521/NiDENT//,DAT_3_peru_521,NiDENT,,,4,0.062,1
169,DAT_3_peru_589/NiDENT//,DAT_3_peru_589,NiDENT,,,1,1.0,1
170,DAT_3_peru_639/NiDENT//,DAT_3_peru_639,NiDENT,,,1,1.0,1
171,DAT_3_peru_64/NiDENT//,DAT_3_peru_64,NiDENT,,,13,0.056,1
172,DAT_3_peru_640/NiDENT//,DAT_3_peru_640,NiDENT,,,1,1.0,1
173,DAT_3_peru_641/NiDENT//,DAT_3_peru_641,NiDENT,,,1,1.0,1
174,DAT_3_peru_668/NiDENT//,DAT_3_peru_668,NiDENT,,,1,1.0,1
175,DAT_3_peru_674/NiDENT//,DAT_3_peru_674,NiDENT,,,1,1.0,1
176,DAT_3_peru_68/NiDENT//,DAT_3_peru_68,NiDENT,,,16,2.738,6
177,DAT_3_peru_700/NiDENT//,DAT_3_peru_700,NiDENT,,,1,1.0,1
178,DAT_3_peru_709/NiDENT//,DAT_3_peru_709,NiDENT,,,1,1.0,1
179,DAT_3_peru_718/NiDENT//,DAT_3_peru_718,NiDENT,,,1,1.0,1
180,DAT_3_peru_745/NiDENT//,DAT_3_peru_745,NiDENT,,,3,0.111,1
181,DAT_3_peru_748/NiDENT//,DAT_3_peru_748,NiDENT,,,1,1.0,1
182,DAT_3_peru_764/NiDENT//,DAT_3_peru_764,NiDENT,,,1,1.0,1
183,DAT_3_peru_767/NiDENT//,DAT_3_peru_767,NiDENT,,,4,0.667,2
184,DAT_3_peru_778/NiDENT//,DAT_3_peru_778,NiDENT,,,1,1.0,1
185,DAT_3_peru_87/NiDENT//,DAT_3_peru_87,NiDENT,,,5,0.5,2
186,DAT_3_peru_98/NiDENT//,DAT_3_peru_98,NiDENT,,,3,0.111,1
187,DAT_4_tajikistan_183/NiDENT//,DAT_4_tajikistan_183,NiDENT,,,3,0.111,1
188,DAT_4_tajikistan_221/NiDENT//,DAT_4_tajikistan_221,NiDENT,,,1,1.0,1
189,DAT_4_tajikistan_222/NiDENT//,DAT_4_tajikistan_222,NiDENT,,,6,0.111,1
190,DAT_4_tajikistan_272/NiDENT//,DAT_4_tajikistan_272,NiDENT,,,1,1.0,1
191,DAT_4_tajikistan_336/NiDENT//,DAT_4_tajikistan_336,NiDENT,,,2,0.25,1
192,DAT_4_tajikistan_339/NiDENT//,DAT_4_tajikistan_339,NiDENT,,,5,0.04,1
193,DAT_4_tajikistan_348/NiDENT//,DAT_4_tajikistan_348,NiDENT,,,1,1.0,1
194,DAT_4_tajikistan_42/NiDENT//,DAT_4_tajikistan_42,NiDENT,,,53,3.037,10
195,DAT_4_tajikistan_51/NiDENT//,DAT_4_tajikistan_51,NiDENT,,,21,0.612,5
196,DAT_4_tajikistan_54/NiDENT//,DAT_4_tajikistan_54,NiDENT,,,16,0.133,2
197,DAT_4_tajikistan_55/NiDENT//,DAT_4_tajikistan_55,NiDENT,,,10,0.35,2
198,DAT_4_tajikistan_57/NiDENT//,DAT_4_tajikistan_57,NiDENT,,,19,0.025,1
199,DAT_4_tajikistan_59/NiDENT//,DAT_4_tajikistan_59,NiDENT,,,29,1.299,7
200,DAT_4_tajikistan_61/NiDENT//,DAT_4_tajikistan_61,NiDENT,,,17,0.547,2
201,DAT_4_tajikistan_67/NiDENT//,DAT_4_tajikistan_67,NiDENT,,,20,0.308,3
202,DAT_4_tajikistan_80/NiDENT//,DAT_4_tajikistan_80,NiDENT,,,9,0.012,1
203,EVE_3_peru_144/NiDENT//,EVE_3_peru_144,NiDENT,,,2,0.25,2
204,EVE_3_peru_518/NiDENT//,EVE_3_peru_518,NiDENT,,,1,1.0,1
205,FAC_1_china_226/NiDENT//,FAC_1_china_226,NiDENT,,,2,2.0,1
206,FAC_3_peru_424/NiDENT//,FAC_3_peru_424,NiDENT,,,3,1.0,2
207,FAC_3_peru_741/NiDENT//,FAC_3_peru_741,NiDENT,,,6,0.111,1
208,GPE_0_bukavu_1/NiDENT//,GPE_0_bukavu_1,NiDENT,,,136,1.766,12
209,GPE_0_bukavu_10/NiDENT//,GPE_0_bukavu_10,NiDENT,,,197,1.572,16
210,GPE_0_bukavu_134/NiDENT//,GPE_0_bukavu_134,NiDENT,,,1,1.0,1
211,GPE_0_bukavu_158/NiDENT//,GPE_0_bukavu_158,NiDENT,,,2,0.25,1
212,GPE_0_bukavu_16/NiDENT//,GPE_0_bukavu_16,NiDENT,,,22,0.002,1
213,GPE_0_bukavu_178/NiDENT//,GPE_0_bukavu_178,NiDENT,,,1,1.0,1
214,GPE_0_bukavu_230/NiDENT//,GPE_0_bukavu_230,NiDENT,,,3,0.111,1
215,GPE_0_bukavu_238/NiDENT//,GPE_0_bukavu_238,NiDENT,,,1,1.0,1
216,GPE_0_bukavu_25/NiDENT//,GPE_0_bukavu_25,NiDENT,,,31,0.266,4
217,GPE_0_bukavu_297/NiDENT//,GPE_0_bukavu_297,NiDENT,,,1,1.0,1
218,GPE_0_bukavu_3/NiDENT//,GPE_0_bukavu_3,NiDENT,,,133,2.529,17
219,GPE_0_bukavu_300/NiDENT//,GPE_0_bukavu_300,NiDENT,,,2,0.5,2
220,GPE_0_bukavu_31/NiDENT//,GPE_0_bukavu_31,NiDENT,,,11,0.424,3
221,GPE_0_bukavu_35_1/NiDENT//,GPE_0_bukavu_35_1,NiDENT,,,1,1.0,1
222,GPE_0_bukavu_4/NiDENT//,GPE_0_bukavu_4,NiDENT,,,50,0.032,2
223,GPE_0_bukavu_40/NiDENT//,GPE_0_bukavu_40,NiDENT,,,13,0.091,2
224,GPE_0_bukavu_5/NiDENT//,GPE_0_bukavu_5,NiDENT,,,40,2.288,11
225,GPE_0_bukavu_60/NiDENT//,GPE_0_bukavu_60,NiDENT,,,30,1.258,5
226,GPE_0_bukavu_69/NiDENT//,GPE_0_bukavu_69,NiDENT,,,11,1.773,6
227,GPE_0_bukavu_87/NiDENT//,GPE_0_bukavu_87,NiDENT,,,8,0.286,1
228,GPE_0_bukavu_9/NiDENT//,GPE_0_bukavu_9,NiDENT,,,23,0.059,3
229,GPE_0_bukavu_90/NiDENT//,GPE_0_bukavu_90,NiDENT,,,5,5.0,5
230,GPE_0_bukavu_97/NiDENT//,GPE_0_bukavu_97,NiDENT,,,11,6.182,6
231,GPE_1_china_10/NiDENT//,GPE_1_china_10,NiDENT,,,12,0.074,2
232,GPE_1_china_121/NiDENT//,GPE_1_china_121,NiDENT,,,1,1.0,1
233,GPE_1_china_13/NiDENT//,GPE_1_china_13,NiDENT,,,54,2.292,7
234,GPE_1_china_150/NiDENT//,GPE_1_china_150,NiDENT,,,4,0.25,1
235,GPE_1_china_152/NiDENT//,GPE_1_china_152,NiDENT,,,7,0.629,2
236,GPE_1_china_16/NiDENT//,GPE_1_china_16,NiDENT,,,19,4.875,10
237,GPE_1_china_219/NiDENT//,GPE_1_china_219,NiDENT,,,2,1.0,1
238,GPE_1_china_23/NiDENT//,GPE_1_china_23,NiDENT,,,23,1.63,5
239,GPE_1_china_276/NiDENT//,GPE_1_china_276,NiDENT,,,1,1.0,1
240,GPE_1_china_28/NiDENT//,GPE_1_china_28,NiDENT,,,3,0.444,1
241,GPE_1_china_29/NiDENT//,GPE_1_china_29,NiDENT,,,32,8.298,11
242,GPE_1_china_35/NiDENT//,GPE_1_china_35,NiDENT,,,4,1.25,2
243,GPE_1_china_38/NiDENT//,GPE_1_china_38,NiDENT,,,34,5.353,11
244,GPE_1_china_4/NiDENT//,GPE_1_china_4,NiDENT,,,174,2.472,21
245,GPE_1_china_5/NiDENT//,GPE_1_china_5,NiDENT,,,208,2.627,21
246,GPE_1_china_63/NiDENT//,GPE_1_china_63,NiDENT,,,4,0.667,2
247,GPE_2_israel_106/NiDENT//,GPE_2_israel_106,NiDENT,,,4,0.667,2
248,GPE_2_israel_114/NiDENT//,GPE_2_israel_114,NiDENT,,,4,0.5,2
249,GPE_2_israel_122/NiDENT//,GPE_2_israel_122,NiDENT,,,9,0.361,3
250,GPE_2_israel_129/NiDENT//,GPE_2_israel_129,NiDENT,,,23,1.36,4
251,GPE_2_israel_13/NiDENT//,GPE_2_israel_13,NiDENT,,,5,0.5,1
252,GPE_2_israel_2/NiDENT//,GPE_2_israel_2,NiDENT,,,200,0.427,18
253,GPE_2_israel_23/NiDENT//,GPE_2_israel_23,NiDENT,,,28,2.099,6
254,GPE_2_israel_234/NiDENT//,GPE_2_israel_234,NiDENT,,,2,0.25,1
255,GPE_2_israel_237/NiDENT//,GPE_2_israel_237,NiDENT,,,3,0.111,1
256,GPE_2_israel_254/NiDENT//,GPE_2_israel_254,NiDENT,,,4,0.062,1
257,GPE_2_israel_257/NiDENT//,GPE_2_israel_257,NiDENT,,,2,0.25,1
258,GPE_2_israel_258/NiDENT//,GPE_2_israel_258,NiDENT,,,1,1.0,1
259,GPE_2_israel_26/NiDENT//,GPE_2_israel_26,NiDENT,,,19,0.506,3
260,GPE_2_israel_264/NiDENT//,GPE_2_israel_264,NiDENT,,,28,1.769,6
261,GPE_2_israel_280/NiDENT//,GPE_2_israel_280,NiDENT,,,1,1.0,1
262,GPE_2_israel_287/NiDENT//,GPE_2_israel_287,NiDENT,,,5,0.04,1
263,GPE_2_israel_288/NiDENT//,GPE_2_israel_288,NiDENT,,,2,0.25,1
264,GPE_2_israel_289/NiDENT//,GPE_2_israel_289,NiDENT,,,1,1.0,1
265,GPE_2_israel_325/NiDENT//,GPE_2_israel_325,NiDENT,,,4,0.25,1
266,GPE_2_israel_354/NiDENT//,GPE_2_israel_354,NiDENT,,,1,1.0,1
267,GPE_2_israel_355/NiDENT//,GPE_2_israel_355,NiDENT,,,1,1.0,1
268,GPE_2_israel_357/NiDENT//,GPE_2_israel_357,NiDENT,,,3,1.0,1
269,GPE_2_israel_371/NiDENT//,GPE_2_israel_371,NiDENT,,,3,1.0,2
270,GPE_2_israel_372/NiDENT//,GPE_2_israel_372,NiDENT,,,3,3.0,3
271,GPE_2_israel_379/NiDENT//,GPE_2_israel_379,NiDENT,,,2,0.5,2
272,GPE_2_israel_393_1/NiDENT//,GPE_2_israel_393_1,NiDENT,,,2,0.25,1
273,GPE_2_israel_399/NiDENT//,GPE_2_israel_399,NiDENT,,,3,0.111,1
274,GPE_2_israel_400/NiDENT//,GPE_2_israel_400,NiDENT,,,1,1.0,1
275,GPE_2_israel_424/NiDENT//,GPE_2_israel_424,NiDENT,,,2,0.25,1
276,GPE_2_israel_45/NiDENT//,GPE_2_israel_45,NiDENT,,,3,1.0,2
277,GPE_2_israel_455/NiDENT//,GPE_2_israel_455,NiDENT,,,1,1.0,1
278,GPE_2_israel_478/NiDENT//,GPE_2_israel_478,NiDENT,,,1,1.0,1
279,GPE_2_israel_501/NiDENT//,GPE_2_israel_501,NiDENT,,,2,0.25,1
280,GPE_2_israel_502/NiDENT//,GPE_2_israel_502,NiDENT,,,2,0.25,1
281,GPE_2_israel_504/NiDENT//,GPE_2_israel_504,NiDENT,,,1,1.0,1
282,GPE_2_israel_517/NiDENT//,GPE_2_israel_517,NiDENT,,,6,1.125,3
283,GPE_2_israel_518/NiDENT//,GPE_2_israel_518,NiDENT,,,2,0.25,1
284,GPE_2_israel_574/NiDENT//,GPE_2_israel_574,NiDENT,,,1,1.0,1
285,GPE_2_israel_580/NiDENT//,GPE_2_israel_580,NiDENT,,,2,2.0,2
286,GPE_2_israel_582/NiDENT//,GPE_2_israel_582,NiDENT,,,3,1.0,2
