,composite_chain_id,coref_chain,dataset,topic_id,language,mentions,phrasing_diversity,unique_lemmas
73,FIN44178004697999409/MEANTIME//,FIN44178004697999409,MEANTIME,,,1,1.0,1
74,FIN44178244692658833/MEANTIME//,FIN44178244692658833,MEANTIME,,,2,0.5,2
75,FIN44178684584105327/MEANTIME//,FIN44178684584105327,MEANTIME,,,1,1.0,1
76,FIN44179238026550995/MEANTIME//,FIN44179238026550995,MEANTIME,,,1,1.0,1
77,FIN44179241464919056/MEANTIME//,FIN44179241464919056,MEANTIME,,,1,1.0,1
78,FIN44179244168342519/MEANTIME//,FIN44179244168342519,MEANTIME,,,2,0.25,1
79,FIN44179668793765307/MEANTIME//,FIN44179668793765307,MEANTIME,,,1,1.0,1
80,FIN44180019212535054/MEANTIME//,FIN44180019212535054,MEANTIME,,,1,1.0,1
81,FIN44180100434558173/MEANTIME//,FIN44180100434558173,MEANTIME,,,1,1.0,1
82,FIN45375014210858773/MEANTIME//,FIN45375014210858773,MEANTIME,,,3,1.0,1
83,FIN45378095958232419/MEANTIME//,FIN45378095958232419,MEANTIME,,,1,1.0,1
84,FIN45378146113690446/MEANTIME//,FIN45378146113690446,MEANTIME,,,2,1.0,1
85,FIN45379890707582984/MEANTIME//,FIN45379890707582984,MEANTIME,,,3,2.0,2
86,FIN45379912795619839/MEANTIME//,FIN45379912795619839,MEANTIME,,,1,1.0,1
87,FIN45379935914596337/MEANTIME//,FIN45379935914596337,MEANTIME,,,1,1.0,1
88,FIN45380706320380565/MEANTIME//,FIN45380706320380565,MEANTIME,,,1,1.0,1
89,FIN45380767557577374/MEANTIME//,FIN45380767557577374,MEANTIME,,,1,1.0,1
90,FIN45380815065658778/MEANTIME//,FIN45380815065658778,MEANTIME,,,1,1.0,1
91,FIN45380869514546561/MEANTIME//,FIN45380869514546561,MEANTIME,,,1,1.0,1
92,FIN45381685366548727/MEANTIME//,FIN45381685366548727,MEANTIME,,,1,1.0,1
93,FIN45381962929242562/MEANTIME//,FIN45381962929242562,MEANTIME,,,2,2.0,2
94,FIN45381985929931930/MEANTIME//,FIN45381985929931930,MEANTIME,,,1,1.0,1
95,FIN45384615594082418/MEANTIME//,FIN45384615594082418,MEANTIME,,,1,1.0,1
96,FIN45384635587280361/MEANTIME//,FIN45384635587280361,MEANTIME,,,1,1.0,1
97,FIN45385855451596847/MEANTIME//,FIN45385855451596847,MEANTIME,,,3,0.667,2
98,FIN45386698819339360/MEANTIME//,FIN45386698819339360,MEANTIME,,,1,1.0,1
99,FIN45386908812393870/MEANTIME//,FIN45386908812393870,MEANTIME,,,1,1.0,1
100,FIN45386938418601553/MEANTIME//,FIN45386938418601553,MEANTIME,,,3,0.111,1
101,FIN45387210505233058/MEANTIME//,FIN45387210505233058,MEANTIME,,,4,1.5,3
102,FIN45387237066281632/MEANTIME//,FIN45387237066281632,MEANTIME,,,1,1.0,1
103,FIN45387266010189094/MEANTIME//,FIN45387266010189094,MEANTIME,,,11,2.333,6
104,FIN45387299361454054/MEANTIME//,FIN45387299361454054,MEANTIME,,,2,2.0,2
105,FIN45387692111609939/MEANTIME//,FIN45387692111609939,MEANTIME,,,1,1.0,1
106,FIN45387920585914443/MEANTIME//,FIN45387920585914443,MEANTIME,,,1,1.0,1
107,FIN45388019616399088/MEANTIME//,FIN45388019616399088,MEANTIME,,,3,0.111,1
108,FIN45388042835765340/MEANTIME//,FIN45388042835765340,MEANTIME,,,1,1.0,1
109,FIN45819838926436726/MEANTIME//,FIN45819838926436726,MEANTIME,,,1,1.0,1
110,FIN45819876280517888/MEANTIME//,FIN45819876280517888,MEANTIME,,,1,1.0,1
111,FIN45820651838632198/MEANTIME//,FIN45820651838632198,MEANTIME,,,1,1.0,1
112,FIN45903557688208853/MEANTIME//,FIN45903557688208853,MEANTIME,,,1,1.0,1
113,FIN46394233003958379/MEANTIME//,FIN46394233003958379,MEANTIME,,,1,1.0,1
114,FIN46394265082902046/MEANTIME//,FIN46394265082902046,MEANTIME,,,3,0.444,1
115,FIN46419614611241826/MEANTIME//,FIN46419614611241826,MEANTIME,,,1,1.0,1
116,FIN47024731567885425/MEANTIME//,FIN47024731567885425,MEANTIME,,,1,1.0,1
117,FIN47026148851416382/MEANTIME//,FIN47026148851416382,MEANTIME,,,1,1.0,1
118,FIN47026500320042741/MEANTIME//,FIN47026500320042741,MEANTIME,,,1,1.0,1
119,FIN47027865268705287/MEANTIME//,FIN47027865268705287,MEANTIME,,,1,1.0,1
120,FIN47028040464426800/MEANTIME//,FIN47028040464426800,MEANTIME,,,1,1.0,1
121,FIN47028649425770689/MEANTIME//,FIN47028649425770689,MEANTIME,,,1,1.0,1
122,FIN47029569424273232/MEANTIME//,FIN47029569424273232,MEANTIME,,,1,1.0,1
123,FIN47029590005573211/MEANTIME//,FIN47029590005573211,MEANTIME,,,1,1.0,1
124,FIN47029691247352086/MEANTIME//,FIN47029691247352086,MEANTIME,,,1,1.0,1
125,FIN47030262768688037/MEANTIME//,FIN47030262768688037,MEANTIME,,,1,1.0,1
126,FIN47037442917811061/MEANTIME//,FIN47037442917811061,MEANTIME,,,1,1.0,1
127,FIN47037936525092512/MEANTIME//,FIN47037936525092512,MEANTIME,,,2,1.0,1
128,FIN47042131636883213/MEANTIME//,FIN47042131636883213,MEANTIME,,,1,1.0,1
129,FIN47045052585354114/MEANTIME//,FIN47045052585354114,MEANTIME,,,1,1.0,1
130,FIN47045200079346523/MEANTIME//,FIN47045200079346523,MEANTIME,,,1,1.0,1
131,FIN47045359275125495/MEANTIME//,FIN47045359275125495,MEANTIME,,,1,1.0,1
132,FIN47047203004814281/MEANTIME//,FIN47047203004814281,MEANTIME,,,1,1.0,1
133,FIN47082360918924112/MEANTIME//,FIN47082360918924112,MEANTIME,,,1,1.0,1
134,FIN47183821290902719/MEANTIME//,FIN47183821290902719,MEANTIME,,,1,1.0,1
135,FIN55740608314660347/MEANTIME//,FIN55740608314660347,MEANTIME,,,1,1.0,1
136,FIN55740615736388646/MEANTIME//,FIN55740615736388646,MEANTIME,,,1,1.0,1
137,FIN55759842752069335/MEANTIME//,FIN55759842752069335,MEANTIME,,,1,1.0,1
138,FIN55761332965798032/MEANTIME//,FIN55761332965798032,MEANTIME,,,1,1.0,1
139,FIN55895364482390762/MEANTIME//,FIN55895364482390762,MEANTIME,,,1,1.0,1
140,FIN55895409053689066/MEANTIME//,FIN55895409053689066,MEANTIME,,,1,1.0,1
141,FIN55896206410543487/MEANTIME//,FIN55896206410543487,MEANTIME,,,3,1.0,1
142,FIN55899157220703028/MEANTIME//,FIN55899157220703028,MEANTIME,,,2,1.0,1
143,FIN56155445956462369/MEANTIME//,FIN56155445956462369,MEANTIME,,,1,1.0,1
144,FIN6HFHnfa9MNx4mpG22/MEANTIME//,FIN6HFHnfa9MNx4mpG22,MEANTIME,,,1,1.0,1
145,FINLBsZcN34oCrGSTW8N/MEANTIME//,FINLBsZcN34oCrGSTW8N,MEANTIME,,,1,1.0,1
146,FINMdRoHsc9xhMu3psAW/MEANTIME//,FINMdRoHsc9xhMu3psAW,MEANTIME,,,1,1.0,1
147,GRA22Nv3w3GoanYwkc84/MEANTIME//,GRA22Nv3w3GoanYwkc84,MEANTIME,,,1,1.0,1
148,GRA22pFGzUdsKAhhUyqc/MEANTIME//,GRA22pFGzUdsKAhhUyqc,MEANTIME,,,1,1.0,1
149,GRA2BrVzaBM3ehEckUM4/MEANTIME//,GRA2BrVzaBM3ehEckUM4,MEANTIME,,,1,1.0,1
150,GRA2nXutKpf7Y6JKuYF5/MEANTIME//,GRA2nXutKpf7Y6JKuYF5,MEANTIME,,,1,1.0,1
151,GRA33C6nVqcJhD69oAaY/MEANTIME//,GRA33C6nVqcJhD69oAaY,MEANTIME,,,1,1.0,1
152,GRA3RX9BHyAQ9ZjPXhjC/MEANTIME//,GRA3RX9BHyAQ9ZjPXhjC,MEANTIME,,,1,1.0,1
153,GRA3dAPugbdNCFnqx5i5/MEANTIME//,GRA3dAPugbdNCFnqx5i5,MEANTIME,,,1,1.0,1
154,GRA4JW3ExtrwZHrkZTjo/MEANTIME//,GRA4JW3ExtrwZHrkZTjo,MEANTIME,,,1,1.0,1
155,GRA4KCNU6vhMJZA3K6tR/MEANTIME//,GRA4KCNU6vhMJZA3K6tR,MEANTIME,,,1,1.0,1
156,GRA4Z2oRHoPhLTGJtRu5/MEANTIME//,GRA4Z2oRHoPhLTGJtRu5,MEANTIME,,,1,1.0,1
157,GRA4kV2gqPmwyZoEweZ6/MEANTIME//,GRA4kV2gqPmwyZoEweZ6,MEANTIME,,,1,1.0,1
158,GRA57298514330270091/MEANTIME//,GRA57298514330270091,MEANTIME,,,1,1.0,1
159,GRA58eSGiwwtLjUWw88H/MEANTIME//,GRA58eSGiwwtLjUWw88H,MEANTIME,,,1,1.0,1
160,GRA5HEVjxgT4erMEfgWJ/MEANTIME//,GRA5HEVjxgT4erMEfgWJ,MEANTIME,,,1,1.0,1
161,GRA5N6Nz7ot7QWKo7SHW/MEANTIME//,GRA5N6Nz7ot7QWKo7SHW,MEANTIME,,,1,1.0,1
162,GRA5bHE5UbeAYeSGZzGm/MEANTIME//,GRA5bHE5UbeAYeSGZzGm,MEANTIME,,,1,1.0,1
163,GRA5bqKjAPyvG2fDnvY3/MEANTIME//,GRA5bqKjAPyvG2fDnvY3,MEANTIME,,,1,1.0,1
164,GRA5cuu5Rx73ffu6xHvL/MEANTIME//,GRA5cuu5Rx73ffu6xHvL,MEANTIME,,,1,1.0,1
165,GRA5pX4RsARRCFS4EPg4/MEANTIME//,GRA5pX4RsARRCFS4EPg4,MEANTIME,,,1,1.0,1
166,GRA5zmVCkbUoA7bhwcvk/MEANTIME//,GRA5zmVCkbUoA7bhwcvk,MEANTIME,,,1,1.0,1
167,GRA6AA8ujGzcL8pxTXU5/MEANTIME//,GRA6AA8ujGzcL8pxTXU5,MEANTIME,,,1,1.0,1
168,GRA6CmLxte9qUt7UFzUx/MEANTIME//,GRA6CmLxte9qUt7UFzUx,MEANTIME,,,1,1.0,1
169,GRA6EbG2TqFdxWMTPZXK/MEANTIME//,GRA6EbG2TqFdxWMTPZXK,MEANTIME,,,1,1.0,1
170,GRA6J4HU9NQgB8rwyUBx/MEANTIME//,GRA6J4HU9NQgB8rwyUBx,MEANTIME,,,1,1.0,1
171,GRA6MbUKAH4QspZQMKmo/MEANTIME//,GRA6MbUKAH4QspZQMKmo,MEANTIME,,,1,1.0,1
172,GRA6TwCfrc7d5vVUeHt3/MEANTIME//,GRA6TwCfrc7d5vVUeHt3,MEANTIME,,,1,1.0,1
173,GRA6agA2fQpSZhj4DuGW/MEANTIME//,GRA6agA2fQpSZhj4DuGW,MEANTIME,,,1,1.0,1
174,GRA6fAUmbzurVPwKPeF9/MEANTIME//,GRA6fAUmbzurVPwKPeF9,MEANTIME,,,1,1.0,1
175,GRA6nQW34JiyKNyBanHA/MEANTIME//,GRA6nQW34JiyKNyBanHA,MEANTIME,,,1,1.0,1
176,GRA6r5fr2yxNApWLEyKp/MEANTIME//,GRA6r5fr2yxNApWLEyKp,MEANTIME,,,1,1.0,1
177,GRA6susZtxuCFC6prdSK/MEANTIME//,GRA6susZtxuCFC6prdSK,MEANTIME,,,1,1.0,1
178,GRA74Jv577tRMDJQjwJ5/MEANTIME//,GRA74Jv577tRMDJQjwJ5,MEANTIME,,,1,1.0,1
179,GRA76hAT9HxauyqR28oC/MEANTIME//,GRA76hAT9HxauyqR28oC,MEANTIME,,,1,1.0,1
180,GRA7EwoA5Dq7iRRDbLsw/MEANTIME//,GRA7EwoA5Dq7iRRDbLsw,MEANTIME,,,1,1.0,1
181,GRA7b2NigF4su85otnHk/MEANTIME//,GRA7b2NigF4su85otnHk,MEANTIME,,,1,1.0,1
182,GRA7dwneSkzjfgPJuoRE/MEANTIME//,GRA7dwneSkzjfgPJuoRE,MEANTIME,,,1,1.0,1
183,GRA7foayz68S82p6scfS/MEANTIME//,GRA7foayz68S82p6scfS,MEANTIME,,,1,1.0,1
184,GRA7sE3nxUGTsJfetqZD/MEANTIME//,GRA7sE3nxUGTsJfetqZD,MEANTIME,,,2,0.0,1
185,GRA83p3mVrcD4cuGVsT4/MEANTIME//,GRA83p3mVrcD4cuGVsT4,MEANTIME,,,1,1.0,1
186,GRA8ZAH6oJxN9g8xtGgH/MEANTIME//,GRA8ZAH6oJxN9g8xtGgH,MEANTIME,,,1,1.0,1
187,GRA8nMqgebY7hNSiYxhe/MEANTIME//,GRA8nMqgebY7hNSiYxhe,MEANTIME,,,1,1.0,1
188,GRA94fKnHeYVaK2nPgPs/MEANTIME//,GRA94fKnHeYVaK2nPgPs,MEANTIME,,,1,1.0,1
189,GRA9JvfquKxEFc2hvQUP/MEANTIME//,GRA9JvfquKxEFc2hvQUP,MEANTIME,,,1,1.0,1
190,GRA9caQJtfkC76UVtTRF/MEANTIME//,GRA9caQJtfkC76UVtTRF,MEANTIME,,,1,1.0,1
191,GRA9rSzUtgiEo82ZsuqV/MEANTIME//,GRA9rSzUtgiEo82ZsuqV,MEANTIME,,,1,1.0,1
192,GRAA2SE8bEjecQvH8GFv/MEANTIME//,GRAA2SE8bEjecQvH8GFv,MEANTIME,,,1,1.0,1
193,GRAA3ycuxTMNAaGXL5M7/MEANTIME//,GRAA3ycuxTMNAaGXL5M7,MEANTIME,,,1,1.0,1
194,GRAB9JSKqkdVrAxDgdjA/MEANTIME//,GRAB9JSKqkdVrAxDgdjA,MEANTIME,,,1,1.0,1
195,GRABRjAVAVy2Mihv8nN5/MEANTIME//,GRABRjAVAVy2Mihv8nN5,MEANTIME,,,3,1.0,2
196,GRABW7jccfjHwYpUDuvw/MEANTIME//,GRABW7jccfjHwYpUDuvw,MEANTIME,,,1,1.0,1
197,GRAC9nHKbrdE9Y78hmvc/MEANTIME//,GRAC9nHKbrdE9Y78hmvc,MEANTIME,,,1,1.0,1
198,GRACBwC6CQXqbuJ3B5cN/MEANTIME//,GRACBwC6CQXqbuJ3B5cN,MEANTIME,,,1,1.0,1
199,GRACFKcqbLmuhf28eXZE/MEANTIME//,GRACFKcqbLmuhf28eXZE,MEANTIME,,,1,1.0,1
200,GRACPcWcGqsHJBAzRBM2/MEANTIME//,GRACPcWcGqsHJBAzRBM2,MEANTIME,,,1,1.0,1
201,GRACZRqvsDCibkkSQUaU/MEANTIME//,GRACZRqvsDCibkkSQUaU,MEANTIME,,,1,1.0,1
202,GRACaJvSa8KppYW8H6vn/MEANTIME//,GRACaJvSa8KppYW8H6vn,MEANTIME,,,1,1.0,1
203,GRACdGQcDHVjkNmVcq66/MEANTIME//,GRACdGQcDHVjkNmVcq66,MEANTIME,,,1,1.0,1
204,GRACio2yLy9thCHLMKp7/MEANTIME//,GRACio2yLy9thCHLMKp7,MEANTIME,,,2,0.25,2
205,GRACkoT8ssqzuBZuSXAW/MEANTIME//,GRACkoT8ssqzuBZuSXAW,MEANTIME,,,2,2.0,1
206,GRACnw6LGNyGPcUoYrY2/MEANTIME//,GRACnw6LGNyGPcUoYrY2,MEANTIME,,,1,1.0,1
207,GRACuQVLWj4ZhnbSnt2y/MEANTIME//,GRACuQVLWj4ZhnbSnt2y,MEANTIME,,,2,0.0,1
208,GRACviesWyxmshhUiU4r/MEANTIME//,GRACviesWyxmshhUiU4r,MEANTIME,,,1,1.0,1
209,GRACyGmHyhWhEotra2dt/MEANTIME//,GRACyGmHyhWhEotra2dt,MEANTIME,,,2,2.0,1
210,GRADHmUSJciKbeKYCNLh/MEANTIME//,GRADHmUSJciKbeKYCNLh,MEANTIME,,,1,1.0,1
211,GRADNG5tnrBe6R7sQXgB/MEANTIME//,GRADNG5tnrBe6R7sQXgB,MEANTIME,,,1,1.0,1
212,GRADWFZ72ZUB5xPfiJa9/MEANTIME//,GRADWFZ72ZUB5xPfiJa9,MEANTIME,,,2,0.5,2
213,GRADhaWCWBSiKJRtZ8sD/MEANTIME//,GRADhaWCWBSiKJRtZ8sD,MEANTIME,,,1,1.0,1
214,GRADn6VE4sgvAh4ewhWV/MEANTIME//,GRADn6VE4sgvAh4ewhWV,MEANTIME,,,1,1.0,1
215,GRADquSndZgDyQrgn3St/MEANTIME//,GRADquSndZgDyQrgn3St,MEANTIME,,,2,0.0,1
216,GRADsKXPuXLfArySSsWj/MEANTIME//,GRADsKXPuXLfArySSsWj,MEANTIME,,,1,1.0,1
217,GRADynXSGwvSNaf7H9dV/MEANTIME//,GRADynXSGwvSNaf7H9dV,MEANTIME,,,1,1.0,1
218,GRAEQWJkEQYiKzytFtyX/MEANTIME//,GRAEQWJkEQYiKzytFtyX,MEANTIME,,,2,0.25,1
219,GRAEWEziG5ALi3CTB2nV/MEANTIME//,GRAEWEziG5ALi3CTB2nV,MEANTIME,,,1,1.0,1
220,GRAEYfpy2SxAiUkxkE89/MEANTIME//,GRAEYfpy2SxAiUkxkE89,MEANTIME,,,1,1.0,1
221,GRAEiU6dyg6SeKWr62Dp/MEANTIME//,GRAEiU6dyg6SeKWr62Dp,MEANTIME,,,3,3.0,2
222,GRAEkWdM4nzaxd3uaddT/MEANTIME//,GRAEkWdM4nzaxd3uaddT,MEANTIME,,,1,1.0,1
223,GRAEnE36t2jUBtRw58H7/MEANTIME//,GRAEnE36t2jUBtRw58H7,MEANTIME,,,1,1.0,1
224,GRAFGbC6Dh7vZ65psYjD/MEANTIME//,GRAFGbC6Dh7vZ65psYjD,MEANTIME,,,1,1.0,1
225,GRAFNnyb7qjb5q8P5wMh/MEANTIME//,GRAFNnyb7qjb5q8P5wMh,MEANTIME,,,1,1.0,1
226,GRAFdgDaUzQUyYrrdTgF/MEANTIME//,GRAFdgDaUzQUyYrrdTgF,MEANTIME,,,1,1.0,1
227,GRAFf5DKxevYT2rxLPDU/MEANTIME//,GRAFf5DKxevYT2rxLPDU,MEANTIME,,,1,1.0,1
228,GRAG9eYxMfz628E86cFM/MEANTIME//,GRAG9eYxMfz628E86cFM,MEANTIME,,,1,1.0,1
229,GRAGUQkuG8eo3k9CMJNq/MEANTIME//,GRAGUQkuG8eo3k9CMJNq,MEANTIME,,,1,1.0,1
230,GRAGen7ow5zYoJbq84Nn/MEANTIME//,GRAGen7ow5zYoJbq84Nn,MEANTIME,,,1,1.0,1
231,GRAGf3dQtLms6MVV8Spe/MEANTIME//,GRAGf3dQtLms6MVV8Spe,MEANTIME,,,1,1.0,1
232,GRAH8hDeM9j3QEtGd6MZ/MEANTIME//,GRAH8hDeM9j3QEtGd6MZ,MEANTIME,,,1,1.0,1
233,GRAHG47HENnKvyYb5KRi/MEANTIME//,GRAHG47HENnKvyYb5KRi,MEANTIME,,,1,1.0,1
234,GRAHTCvEV4rPrCuuqnnC/MEANTIME//,GRAHTCvEV4rPrCuuqnnC,MEANTIME,,,1,1.0,1
235,GRAHwEdu5obt98MqkMqF/MEANTIME//,GRAHwEdu5obt98MqkMqF,MEANTIME,,,1,1.0,1
236,GRAJ3LSUDfzGUkTSPfHw/MEANTIME//,GRAJ3LSUDfzGUkTSPfHw,MEANTIME,,,1,1.0,1
237,GRAJ7oSqF8pq5NDKvZMJ/MEANTIME//,GRAJ7oSqF8pq5NDKvZMJ,MEANTIME,,,5,0.8,3
238,GRAJ9rxxjfDey6vUg6gg/MEANTIME//,GRAJ9rxxjfDey6vUg6gg,MEANTIME,,,2,0.25,1
239,GRAJADSpoBZ5Yfd6ajK6/MEANTIME//,GRAJADSpoBZ5Yfd6ajK6,MEANTIME,,,2,0.0,1
240,GRAJGide2MbhboEambq2/MEANTIME//,GRAJGide2MbhboEambq2,MEANTIME,,,1,1.0,1
241,GRAJPWuLKYM84nCdUXFT/MEANTIME//,GRAJPWuLKYM84nCdUXFT,MEANTIME,,,1,1.0,1
242,GRAJXPy29AHZGAMJbeKh/MEANTIME//,GRAJXPy29AHZGAMJbeKh,MEANTIME,,,1,1.0,1
243,GRAJZm7L6aB6sJLvHU5Q/MEANTIME//,GRAJZm7L6aB6sJLvHU5Q,MEANTIME,,,1,1.0,1
244,GRAJgLYePc2RQaMpmoSJ/MEANTIME//,GRAJgLYePc2RQaMpmoSJ,MEANTIME,,,1,1.0,1
245,GRAJi9zFz8eYrEaZ4ups/MEANTIME//,GRAJi9zFz8eYrEaZ4ups,MEANTIME,,,1,1.0,1
246,GRAJjUyN4XhHF7p5p4jm/MEANTIME//,GRAJjUyN4XhHF7p5p4jm,MEANTIME,,,1,1.0,1
247,GRAK9mFQGcgRs5met8Uj/MEANTIME//,GRAK9mFQGcgRs5met8Uj,MEANTIME,,,1,1.0,1
248,GRAKGTekjQGfWHjtyHMh/MEANTIME//,GRAKGTekjQGfWHjtyHMh,MEANTIME,,,1,1.0,1
249,GRAKL4cSa54m9HqXHGHF/MEANTIME//,GRAKL4cSa54m9HqXHGHF,MEANTIME,,,1,1.0,1
