,composite_chain_id,coref_chain,dataset,topic_id,language,mentions,phrasing_diversity,unique_lemmas
39,ACT15987849700571383/ECBplus//,ACT15987849700571383,ECBplus,,,1,1.0,1
40,ACT15989594703923168/ECBplus//,ACT15989594703923168,ECBplus,,,1,1.0,1
41,ACT15989760990829735/ECBplus//,ACT15989760990829735,ECBplus,,,1,1.0,1
42,ACT15989863944080802/ECBplus//,ACT15989863944080802,ECBplus,,,1,1.0,1
43,ACT15992065546372468/ECBplus//,ACT15992065546372468,ECBplus,,,7,1.429,4
44,ACT15992166901097605/ECBplus//,ACT15992166901097605,ECBplus,,,1,1.0,1
45,ACT15992713150306962/ECBplus//,ACT15992713150306962,ECBplus,,,1,1.0,1
46,ACT15992916565253818/ECBplus//,ACT15992916565253818,ECBplus,,,2,2.0,2
47,ACT15992988761097172/ECBplus//,ACT15992988761097172,ECBplus,,,3,0.111,1
48,ACT15993252785693471/ECBplus//,ACT15993252785693471,ECBplus,,,1,1.0,1
49,ACT15993650409892802/ECBplus//,ACT15993650409892802,ECBplus,,,1,1.0,1
50,ACT15994876802551777/ECBplus//,ACT15994876802551777,ECBplus,,,1,1.0,1
51,ACT15994889618782884/ECBplus//,ACT15994889618782884,ECBplus,,,1,1.0,1
52,ACT15995015890404531/ECBplus//,ACT15995015890404531,ECBplus,,,1,1.0,1
53,ACT15997518229598815/ECBplus//,ACT15997518229598815,ECBplus,,,1,1.0,1
54,ACT15997717309956957/ECBplus//,ACT15997717309956957,ECBplus,,,1,1.0,1
55,ACT15997744066350437/ECBplus//,ACT15997744066350437,ECBplus,,,1,1.0,1
56,ACT15997767839183902/ECBplus//,ACT15997767839183902,ECBplus,,,1,1.0,1
57,ACT15999786899293080/ECBplus//,ACT15999786899293080,ECBplus,,,1,1.0,1
58,ACT15999827257696342/ECBplus//,ACT15999827257696342,ECBplus,,,1,1.0,1
59,ACT15999886336829551/ECBplus//,ACT15999886336829551,ECBplus,,,2,0.25,1
60,ACT16000315365766812/ECBplus//,ACT16000315365766812,ECBplus,,,1,1.0,1
61,ACT16001988265709298/ECBplus//,ACT16001988265709298,ECBplus,,,1,1.0,1
62,ACT16002004844660059/ECBplus//,ACT16002004844660059,ECBplus,,,2,2.0,1
63,ACT16002245543779745/ECBplus//,ACT16002245543779745,ECBplus,,,1,1.0,1
64,ACT16002321655727728/ECBplus//,ACT16002321655727728,ECBplus,,,2,2.0,2
65,ACT16026462563100483/ECBplus//,ACT16026462563100483,ECBplus,,,2,2.0,2
66,ACT16068930879330144/ECBplus//,ACT16068930879330144,ECBplus,,,1,1.0,1
67,ACT16069493232495427/ECBplus//,ACT16069493232495427,ECBplus,,,1,1.0,1
68,ACT16069521278690702/ECBplus//,ACT16069521278690702,ECBplus,,,1,1.0,1
69,ACT16070960813709906/ECBplus//,ACT16070960813709906,ECBplus,,,1,1.0,1
70,ACT16071135191443457/ECBplus//,ACT16071135191443457,ECBplus,,,1,1.0,1
71,ACT16071282205984746/ECBplus//,ACT16071282205984746,ECBplus,,,1,1.0,1
72,ACT16071428665837122/ECBplus//,ACT16071428665837122,ECBplus,,,1,1.0,1
73,ACT16071512088952979/ECBplus//,ACT16071512088952979,ECBplus,,,1,1.0,1
74,ACT16185583213296662/ECBplus//,ACT16185583213296662,ECBplus,,,1,1.0,1
75,ACT16190201621240931/ECBplus//,ACT16190201621240931,ECBplus,,,1,1.0,1
76,ACT16190221130826649/ECBplus//,ACT16190221130826649,ECBplus,,,9,3.222,4
77,ACT16190271605978849/ECBplus//,ACT16190271605978849,ECBplus,,,2,2.0,2
78,ACT16190287009148925/ECBplus//,ACT16190287009148925,ECBplus,,,4,1.875,2
79,ACT16190317460457265/ECBplus//,ACT16190317460457265,ECBplus,,,2,0.25,1
80,ACT16190337369200659/ECBplus//,ACT16190337369200659,ECBplus,,,1,1.0,1
81,ACT16190354487935649/ECBplus//,ACT16190354487935649,ECBplus,,,1,1.0,1
82,ACT16190376156930716/ECBplus//,ACT16190376156930716,ECBplus,,,1,1.0,1
83,ACT16190399378875259/ECBplus//,ACT16190399378875259,ECBplus,,,28,7.009,8
84,ACT16190411392635469/ECBplus//,ACT16190411392635469,ECBplus,,,1,1.0,1
85,ACT16190411685595212/ECBplus//,ACT16190411685595212,ECBplus,,,3,0.111,1
86,ACT16190423131003198/ECBplus//,ACT16190423131003198,ECBplus,,,3,1.0,2
87,ACT16190427408604618/ECBplus//,ACT16190427408604618,ECBplus,,,2,0.25,1
88,ACT16190430124254647/ECBplus//,ACT16190430124254647,ECBplus,,,1,1.0,1
89,ACT16190455057553790/ECBplus//,ACT16190455057553790,ECBplus,,,4,1.875,3
90,ACT16190470592053238/ECBplus//,ACT16190470592053238,ECBplus,,,1,1.0,1
91,ACT16190529021622304/ECBplus//,ACT16190529021622304,ECBplus,,,1,1.0,1
92,ACT16190557470409823/ECBplus//,ACT16190557470409823,ECBplus,,,3,3.0,2
93,ACT16193905793611389/ECBplus//,ACT16193905793611389,ECBplus,,,7,1.619,2
94,ACT16194136492087694/ECBplus//,ACT16194136492087694,ECBplus,,,1,1.0,1
95,ACT16194654011907361/ECBplus//,ACT16194654011907361,ECBplus,,,25,0.994,6
96,ACT16194687640216741/ECBplus//,ACT16194687640216741,ECBplus,,,1,1.0,1
97,ACT16194712249800679/ECBplus//,ACT16194712249800679,ECBplus,,,4,0.667,2
98,ACT16194763888425533/ECBplus//,ACT16194763888425533,ECBplus,,,1,1.0,1
99,ACT16194784155470530/ECBplus//,ACT16194784155470530,ECBplus,,,6,0.028,1
100,ACT16195873839112917/ECBplus//,ACT16195873839112917,ECBplus,,,1,1.0,1
101,ACT16235144745178668/ECBplus//,ACT16235144745178668,ECBplus,,,1,1.0,1
102,ACT16235193659391065/ECBplus//,ACT16235193659391065,ECBplus,,,1,1.0,1
103,ACT16235311629112331/ECBplus//,ACT16235311629112331,ECBplus,,,16,2.767,6
104,ACT16236140380229032/ECBplus//,ACT16236140380229032,ECBplus,,,1,1.0,1
105,ACT16236170396409229/ECBplus//,ACT16236170396409229,ECBplus,,,1,1.0,1
106,ACT16236402809085484/ECBplus//,ACT16236402809085484,ECBplus,,,38,3.057,9
107,ACT16236420680532686/ECBplus//,ACT16236420680532686,ECBplus,,,2,2.0,2
108,ACT16236892266224146/ECBplus//,ACT16236892266224146,ECBplus,,,1,1.0,1
109,ACT16238542452785616/ECBplus//,ACT16238542452785616,ECBplus,,,4,1.875,2
110,ACT16238560400862394/ECBplus//,ACT16238560400862394,ECBplus,,,2,2.0,2
111,ACT16239369414744113/ECBplus//,ACT16239369414744113,ECBplus,,,32,1.492,8
112,ACT16239445935826595/ECBplus//,ACT16239445935826595,ECBplus,,,5,5.0,4
113,ACT16239842591150729/ECBplus//,ACT16239842591150729,ECBplus,,,5,0.5,2
114,ACT16240564368961988/ECBplus//,ACT16240564368961988,ECBplus,,,27,1.37,6
115,ACT16240784831369898/ECBplus//,ACT16240784831369898,ECBplus,,,6,1.125,1
116,ACT16245953210634063/ECBplus//,ACT16245953210634063,ECBplus,,,4,2.25,2
117,ACT16245978607507599/ECBplus//,ACT16245978607507599,ECBplus,,,1,1.0,1
118,ACT16246561393774524/ECBplus//,ACT16246561393774524,ECBplus,,,3,1.0,2
119,ACT16246624063779315/ECBplus//,ACT16246624063779315,ECBplus,,,1,1.0,1
120,ACT16252798027793386/ECBplus//,ACT16252798027793386,ECBplus,,,1,1.0,1
121,ACT16252826526434169/ECBplus//,ACT16252826526434169,ECBplus,,,1,1.0,1
122,ACT16253226828640138/ECBplus//,ACT16253226828640138,ECBplus,,,1,1.0,1
123,ACT16253347877278503/ECBplus//,ACT16253347877278503,ECBplus,,,1,1.0,1
124,ACT16253361168920920/ECBplus//,ACT16253361168920920,ECBplus,,,1,1.0,1
125,ACT16253426701180410/ECBplus//,ACT16253426701180410,ECBplus,,,2,2.0,2
126,ACT16253559881046339/ECBplus//,ACT16253559881046339,ECBplus,,,1,1.0,1
127,ACT16255180757207639/ECBplus//,ACT16255180757207639,ECBplus,,,2,0.25,1
128,ACT16260470600930781/ECBplus//,ACT16260470600930781,ECBplus,,,1,1.0,1
129,ACT16268623996458050/ECBplus//,ACT16268623996458050,ECBplus,,,3,1.0,1
130,ACT16268643573999998/ECBplus//,ACT16268643573999998,ECBplus,,,15,1.478,6
131,ACT16268935050332978/ECBplus//,ACT16268935050332978,ECBplus,,,8,2.656,5
132,ACT16269580407281657/ECBplus//,ACT16269580407281657,ECBplus,,,1,1.0,1
133,ACT16269628603424815/ECBplus//,ACT16269628603424815,ECBplus,,,1,1.0,1
134,ACT16284692120891174/ECBplus//,ACT16284692120891174,ECBplus,,,1,1.0,1
135,ACT16285740914219870/ECBplus//,ACT16285740914219870,ECBplus,,,2,0.25,1
136,ACT16359189190252970/ECBplus//,ACT16359189190252970,ECBplus,,,2,2.0,2
137,ACT16359199360598790/ECBplus//,ACT16359199360598790,ECBplus,,,1,1.0,1
138,ACT16359289275604968/ECBplus//,ACT16359289275604968,ECBplus,,,3,0.111,1
139,ACT16359306151984426/ECBplus//,ACT16359306151984426,ECBplus,,,1,1.0,1
140,ACT16363838532225250/ECBplus//,ACT16363838532225250,ECBplus,,,2,2.0,2
141,ACT16363908220350960/ECBplus//,ACT16363908220350960,ECBplus,,,3,0.111,1
142,ACT16364016827612111/ECBplus//,ACT16364016827612111,ECBplus,,,3,0.111,1
143,ACT16364140299507831/ECBplus//,ACT16364140299507831,ECBplus,,,9,0.714,2
144,ACT16366388107669308/ECBplus//,ACT16366388107669308,ECBplus,,,1,1.0,1
145,ACT16369833899538926/ECBplus//,ACT16369833899538926,ECBplus,,,13,0.369,3
146,ACT16369969226455697/ECBplus//,ACT16369969226455697,ECBplus,,,1,1.0,1
147,ACT16370025610067695/ECBplus//,ACT16370025610067695,ECBplus,,,7,0.714,3
148,ACT16370091819220058/ECBplus//,ACT16370091819220058,ECBplus,,,1,1.0,1
149,ACT16370168587981935/ECBplus//,ACT16370168587981935,ECBplus,,,2,1.0,1
150,ACT16370330468695681/ECBplus//,ACT16370330468695681,ECBplus,,,1,1.0,1
151,ACT16370401314152884/ECBplus//,ACT16370401314152884,ECBplus,,,1,1.0,1
152,ACT16370918568043900/ECBplus//,ACT16370918568043900,ECBplus,,,4,0.062,1
153,ACT16370926357063583/ECBplus//,ACT16370926357063583,ECBplus,,,4,1.25,1
154,ACT16379701740048856/ECBplus//,ACT16379701740048856,ECBplus,,,3,1.0,2
155,ACT16409598371970602/ECBplus//,ACT16409598371970602,ECBplus,,,1,1.0,1
156,ACT16409632386175360/ECBplus//,ACT16409632386175360,ECBplus,,,7,1.429,4
157,ACT16410586627301097/ECBplus//,ACT16410586627301097,ECBplus,,,1,1.0,1
158,ACT16628271421792378/ECBplus//,ACT16628271421792378,ECBplus,,,1,1.0,1
159,ACT16628282010133294/ECBplus//,ACT16628282010133294,ECBplus,,,5,2.8,2
160,ACT16628292037757658/ECBplus//,ACT16628292037757658,ECBplus,,,1,1.0,1
161,ACT16628349924253470/ECBplus//,ACT16628349924253470,ECBplus,,,3,3.0,2
162,ACT16628372713940200/ECBplus//,ACT16628372713940200,ECBplus,,,2,0.25,1
163,ACT16628380851866429/ECBplus//,ACT16628380851866429,ECBplus,,,19,3.947,5
164,ACT16628434506216499/ECBplus//,ACT16628434506216499,ECBplus,,,2,0.25,1
165,ACT16628446210704189/ECBplus//,ACT16628446210704189,ECBplus,,,1,1.0,1
166,ACT16628469504676387/ECBplus//,ACT16628469504676387,ECBplus,,,10,1.013,4
167,ACT16628483776494389/ECBplus//,ACT16628483776494389,ECBplus,,,6,0.917,2
168,ACT16628577311223281/ECBplus//,ACT16628577311223281,ECBplus,,,2,0.25,1
169,ACT16628911741694920/ECBplus//,ACT16628911741694920,ECBplus,,,2,0.25,1
170,ACT16628926406902821/ECBplus//,ACT16628926406902821,ECBplus,,,1,1.0,1
171,ACT16628956656439146/ECBplus//,ACT16628956656439146,ECBplus,,,1,1.0,1
172,ACT16628977102558972/ECBplus//,ACT16628977102558972,ECBplus,,,1,1.0,1
173,ACT16632487083891659/ECBplus//,ACT16632487083891659,ECBplus,,,23,2.001,5
174,ACT16632539609441083/ECBplus//,ACT16632539609441083,ECBplus,,,18,1.734,5
175,ACT16632565623246075/ECBplus//,ACT16632565623246075,ECBplus,,,12,4.5,7
176,ACT16701585686543925/ECBplus//,ACT16701585686543925,ECBplus,,,2,2.0,2
177,ACT16701657667816137/ECBplus//,ACT16701657667816137,ECBplus,,,13,6.795,6
178,ACT16701957229969701/ECBplus//,ACT16701957229969701,ECBplus,,,11,8.636,8
179,ACT16702238123414525/ECBplus//,ACT16702238123414525,ECBplus,,,1,1.0,1
180,ACT16702401360576669/ECBplus//,ACT16702401360576669,ECBplus,,,5,2.8,4
181,ACT16704969063922956/ECBplus//,ACT16704969063922956,ECBplus,,,1,1.0,1
182,ACT16708643554061400/ECBplus//,ACT16708643554061400,ECBplus,,,14,1.468,6
183,ACT16709011306209273/ECBplus//,ACT16709011306209273,ECBplus,,,6,3.75,5
184,ACT16709469476355498/ECBplus//,ACT16709469476355498,ECBplus,,,16,0.251,1
185,ACT16709489111488609/ECBplus//,ACT16709489111488609,ECBplus,,,18,2.864,4
186,ACT16709500539614860/ECBplus//,ACT16709500539614860,ECBplus,,,12,0.403,1
187,ACT16709524850531499/ECBplus//,ACT16709524850531499,ECBplus,,,5,2.8,3
188,ACT16727656023335002/ECBplus//,ACT16727656023335002,ECBplus,,,5,0.04,1
189,ACT16759674029446388/ECBplus//,ACT16759674029446388,ECBplus,,,5,0.333,1
190,ACT16759683188477295/ECBplus//,ACT16759683188477295,ECBplus,,,3,3.0,3
191,ACT16759694191093666/ECBplus//,ACT16759694191093666,ECBplus,,,7,4.714,4
192,ACT16762189251591291/ECBplus//,ACT16762189251591291,ECBplus,,,27,0.343,3
193,ACT16762200536905847/ECBplus//,ACT16762200536905847,ECBplus,,,6,0.028,1
194,ACT16762214923191521/ECBplus//,ACT16762214923191521,ECBplus,,,5,0.333,1
195,ACT16762223878467716/ECBplus//,ACT16762223878467716,ECBplus,,,13,0.048,2
196,ACT16762238189665929/ECBplus//,ACT16762238189665929,ECBplus,,,29,0.026,3
197,ACT16762247559380266/ECBplus//,ACT16762247559380266,ECBplus,,,2,2.0,2
198,ACT16762260617230919/ECBplus//,ACT16762260617230919,ECBplus,,,2,2.0,2
199,ACT16762271336158477/ECBplus//,ACT16762271336158477,ECBplus,,,7,0.333,2
200,ACT16762284053814531/ECBplus//,ACT16762284053814531,ECBplus,,,3,1.0,2
201,ACT16762330085377933/ECBplus//,ACT16762330085377933,ECBplus,,,3,3.0,3
202,ACT16762344913470305/ECBplus//,ACT16762344913470305,ECBplus,,,2,2.0,2
203,ACT16762352965495333/ECBplus//,ACT16762352965495333,ECBplus,,,2,0.25,1
204,ACT16762361759448319/ECBplus//,ACT16762361759448319,ECBplus,,,7,0.333,2
205,ACT16762501657378707/ECBplus//,ACT16762501657378707,ECBplus,,,22,0.809,5
206,ACT16762512442913619/ECBplus//,ACT16762512442913619,ECBplus,,,4,0.25,1
207,ACT16790556590703861/ECBplus//,ACT16790556590703861,ECBplus,,,3,1.0,2
208,ACT16790598385138413/ECBplus//,ACT16790598385138413,ECBplus,,,1,1.0,1
209,ACT16790878017700122/ECBplus//,ACT16790878017700122,ECBplus,,,5,2.8,4
210,ACT16791403106903325/ECBplus//,ACT16791403106903325,ECBplus,,,5,0.333,1
211,ACT16792701423108426/ECBplus//,ACT16792701423108426,ECBplus,,,8,2.656,5
212,ACT16793048568452139/ECBplus//,ACT16793048568452139,ECBplus,,,2,2.0,2
213,ACT16793105830784172/ECBplus//,ACT16793105830784172,ECBplus,,,2,2.0,2
214,ACT16869980928391781/ECBplus//,ACT16869980928391781,ECBplus,,,19,1.161,4
215,ACT16870037525970537/ECBplus//,ACT16870037525970537,ECBplus,,,1,1.0,1
216,ACT16870048139482828/ECBplus//,ACT16870048139482828,ECBplus,,,3,0.111,1
217,ACT16870074166913094/ECBplus//,ACT16870074166913094,ECBplus,,,16,1.276,4
218,ACT16870146528647014/ECBplus//,ACT16870146528647014,ECBplus,,,16,1.281,4
219,ACT16870160795256361/ECBplus//,ACT16870160795256361,ECBplus,,,1,1.0,1
220,ACT16870368211982665/ECBplus//,ACT16870368211982665,ECBplus,,,1,1.0,1
221,ACT16871578560988705/ECBplus//,ACT16871578560988705,ECBplus,,,1,1.0,1
222,ACT16877299714576998/ECBplus//,ACT16877299714576998,ECBplus,,,1,1.0,1
223,ACT16877319654964928/ECBplus//,ACT16877319654964928,ECBplus,,,1,1.0,1
224,ACT16877327968996780/ECBplus//,ACT16877327968996780,ECBplus,,,9,4.926,6
225,ACT16958170637145285/ECBplus//,ACT16958170637145285,ECBplus,,,6,0.917,3
226,ACT16958185335374127/ECBplus//,ACT16958185335374127,ECBplus,,,1,1.0,1
227,ACT16958288343324235/ECBplus//,ACT16958288343324235,ECBplus,,,3,0.111,1
228,ACT16958299902537796/ECBplus//,ACT16958299902537796,ECBplus,,,2,2.0,2
229,ACT16958316047989933/ECBplus//,ACT16958316047989933,ECBplus,,,17,3.679,6
230,ACT16958339267286975/ECBplus//,ACT16958339267286975,ECBplus,,,3,0.111,1
231,ACT16958384178198266/ECBplus//,ACT16958384178198266,ECBplus,,,1,1.0,1
232,ACT16958397776136431/ECBplus//,ACT16958397776136431,ECBplus,,,1,1.0,1
233,ACT16958603345117905/ECBplus//,ACT16958603345117905,ECBplus,,,1,1.0,1
234,ACT16958629132224286/ECBplus//,ACT16958629132224286,ECBplus,,,7,1.619,4
235,ACT16958642579748093/ECBplus//,ACT16958642579748093,ECBplus,,,2,0.25,1
236,ACT16958657952811664/ECBplus//,ACT16958657952811664,ECBplus,,,1,1.0,1
237,ACT16958671259762511/ECBplus//,ACT16958671259762511,ECBplus,,,6,3.75,4
238,ACT16958749628499271/ECBplus//,ACT16958749628499271,ECBplus,,,3,3.0,1
239,ACT16958798655070519/ECBplus//,ACT16958798655070519,ECBplus,,,1,1.0,1
240,ACT16958809200543830/ECBplus//,ACT16958809200543830,ECBplus,,,2,0.25,1
241,ACT16959161592267329/ECBplus//,ACT16959161592267329,ECBplus,,,1,1.0,1
242,ACT16959236331351291/ECBplus//,ACT16959236331351291,ECBplus,,,4,1.875,2
243,ACT16959571322577428/ECBplus//,ACT16959571322577428,ECBplus,,,4,0.667,2
244,ACT16959639319259397/ECBplus//,ACT16959639319259397,ECBplus,,,1,1.0,1
245,ACT16959854586023994/ECBplus//,ACT16959854586023994,ECBplus,,,3,1.0,2
246,ACT16960252446447680/ECBplus//,ACT16960252446447680,ECBplus,,,2,0.25,1
247,ACT16970350030346431/ECBplus//,ACT16970350030346431,ECBplus,,,4,0.062,1
248,ACT16970363432681933/ECBplus//,ACT16970363432681933,ECBplus,,,4,0.062,1
249,ACT16970383345303536/ECBplus//,ACT16970383345303536,ECBplus,,,5,0.5,2
250,ACT16970394632198548/ECBplus//,ACT16970394632198548,ECBplus,,,1,1.0,1
251,ACT16970418292747875/ECBplus//,ACT16970418292747875,ECBplus,,,7,0.02,1
252,ACT16970433905592127/ECBplus//,ACT16970433905592127,ECBplus,,,2,0.25,1
253,ACT16972954304145501/ECBplus//,ACT16972954304145501,ECBplus,,,1,1.0,1
254,ACT16974938297863649/ECBplus//,ACT16974938297863649,ECBplus,,,6,0.028,1
255,ACT16975385765195368/ECBplus//,ACT16975385765195368,ECBplus,,,3,1.0,2
256,ACT16975502660494555/ECBplus//,ACT16975502660494555,ECBplus,,,3,1.0,2
257,ACT16976684395747580/ECBplus//,ACT16976684395747580,ECBplus,,,29,2.257,6
258,ACT16976816649304572/ECBplus//,ACT16976816649304572,ECBplus,,,14,1.042,2
259,ACT16976828207985668/ECBplus//,ACT16976828207985668,ECBplus,,,22,1.385,2
260,ACT16976893498911011/ECBplus//,ACT16976893498911011,ECBplus,,,3,0.111,1
261,ACT16976946389340736/ECBplus//,ACT16976946389340736,ECBplus,,,9,5.056,4
262,ACT16976955436086064/ECBplus//,ACT16976955436086064,ECBplus,,,7,1.619,2
263,ACT16977099887799938/ECBplus//,ACT16977099887799938,ECBplus,,,6,0.4,2
264,ACT16977111129862912/ECBplus//,ACT16977111129862912,ECBplus,,,1,1.0,1
265,ACT16978873923586839/ECBplus//,ACT16978873923586839,ECBplus,,,8,1.167,4
266,ACT16978894705812748/ECBplus//,ACT16978894705812748,ECBplus,,,6,3.75,3
267,ACT16979013736492808/ECBplus//,ACT16979013736492808,ECBplus,,,11,0.697,4
268,ACT16979225864150215/ECBplus//,ACT16979225864150215,ECBplus,,,31,1.587,7
269,ACT16979267820424588/ECBplus//,ACT16979267820424588,ECBplus,,,12,0.65,4
270,ACT16979276821862639/ECBplus//,ACT16979276821862639,ECBplus,,,6,2.0,3
271,ACT16979291612697493/ECBplus//,ACT16979291612697493,ECBplus,,,1,1.0,1
272,ACT16979307596980472/ECBplus//,ACT16979307596980472,ECBplus,,,10,1.85,5
273,ACT16979318564046465/ECBplus//,ACT16979318564046465,ECBplus,,,18,2.625,8
274,ACT17015517190841928/ECBplus//,ACT17015517190841928,ECBplus,,,5,0.5,1
275,ACT17015526930368354/ECBplus//,ACT17015526930368354,ECBplus,,,5,0.5,2
276,ACT17035017539946132/ECBplus//,ACT17035017539946132,ECBplus,,,18,7.022,10
277,ACT17036014484717700/ECBplus//,ACT17036014484717700,ECBplus,,,5,1.4,2
278,ACT17038118488700898/ECBplus//,ACT17038118488700898,ECBplus,,,5,1.2,1
279,ACT17038144162728039/ECBplus//,ACT17038144162728039,ECBplus,,,4,1.875,2
280,ACT17038295250174293/ECBplus//,ACT17038295250174293,ECBplus,,,3,0.111,1
281,ACT17038316127197336/ECBplus//,ACT17038316127197336,ECBplus,,,3,1.0,2
282,ACT17042077747908144/ECBplus//,ACT17042077747908144,ECBplus,,,12,4.0,5
283,ACT17042102896406323/ECBplus//,ACT17042102896406323,ECBplus,,,9,2.667,4
284,ACT17042122379497712/ECBplus//,ACT17042122379497712,ECBplus,,,12,5.875,6
285,ACT17042341645407130/ECBplus//,ACT17042341645407130,ECBplus,,,5,0.5,2
286,ACT17042418372710956/ECBplus//,ACT17042418372710956,ECBplus,,,7,0.333,2
287,ACT17050360599920138/ECBplus//,ACT17050360599920138,ECBplus,,,8,2.396,3
288,ACT17050375060246939/ECBplus//,ACT17050375060246939,ECBplus,,,5,0.333,2
289,ACT17050389329655175/ECBplus//,ACT17050389329655175,ECBplus,,,9,2.8,3
290,ACT17050421651630086/ECBplus//,ACT17050421651630086,ECBplus,,,3,3.0,2
291,ACT17050432436141610/ECBplus//,ACT17050432436141610,ECBplus,,,4,0.75,3
292,ACT17050862658622513/ECBplus//,ACT17050862658622513,ECBplus,,,28,5.25,10
293,ACT17050876360621871/ECBplus//,ACT17050876360621871,ECBplus,,,20,0.84,3
294,ACT17051014054565279/ECBplus//,ACT17051014054565279,ECBplus,,,10,1.85,4
295,ACT17056641488563122/ECBplus//,ACT17056641488563122,ECBplus,,,3,0.111,1
296,ACT17058653732218010/ECBplus//,ACT17058653732218010,ECBplus,,,3,3.0,2
297,ACT17058949434598844/ECBplus//,ACT17058949434598844,ECBplus,,,3,0.111,1
298,ACT17059051209531327/ECBplus//,ACT17059051209531327,ECBplus,,,1,1.0,1
299,ACT17205940907889930/ECBplus//,ACT17205940907889930,ECBplus,,,6,2.222,3
300,ACT17205952890997761/ECBplus//,ACT17205952890997761,ECBplus,,,4,0.062,1
301,ACT17205982451010536/ECBplus//,ACT17205982451010536,ECBplus,,,3,1.333,2
302,ACT17206714799734156/ECBplus//,ACT17206714799734156,ECBplus,,,9,0.511,2
303,ACT17206723524309312/ECBplus//,ACT17206723524309312,ECBplus,,,9,0.1,1
304,ACT17206757181699187/ECBplus//,ACT17206757181699187,ECBplus,,,2,0.25,1
305,ACT17207198960185526/ECBplus//,ACT17207198960185526,ECBplus,,,2,0.25,1
306,ACT17209471901508198/ECBplus//,ACT17209471901508198,ECBplus,,,4,4.0,3
307,ACT17210050647433902/ECBplus//,ACT17210050647433902,ECBplus,,,7,1.143,3
308,ACT17211096951463910/ECBplus//,ACT17211096951463910,ECBplus,,,1,1.0,1
