,topic/subtopic_name,doc_id,sent_id,token_id,token,reference
57,1/1ecb/10,1ecb,2,7,American,-
58,1/1ecb/10,1ecb,2,8,Pie,-
59,1/1ecb/10,1ecb,2,9,'',-
60,1/1ecb/10,1ecb,2,10,star,-
61,1/1ecb/10,1ecb,2,11,was,-
62,1/1ecb/10,1ecb,2,12,being,-
63,1/1ecb/10,1ecb,2,13,treated,-
64,1/1ecb/10,1ecb,2,14,for,-
65,1/1ecb/10,1ecb,2,15,.,-
66,1/1ecb/10,1ecb,3,0,A,-
67,1/1ecb/10,1ecb,3,1,friend,(Singleton_HUMA_29_1_10ecb)
68,1/1ecb/10,1ecb,3,2,of,-
69,1/1ecb/10,1ecb,3,3,the,-
70,1/1ecb/10,1ecb,3,4,actress,-
71,1/1ecb/10,1ecb,3,5,told,(Singleton_ACTI_35_1_10ecb)
72,1/1ecb/10,1ecb,3,6,People,(HUM16236907954762763)
73,1/1ecb/10,1ecb,3,7,she,(HUM16236184328979740)
74,1/1ecb/10,1ecb,3,8,went,(ACT16236402809085484)
75,1/1ecb/10,1ecb,3,9,to,-
76,1/1ecb/10,1ecb,3,10,Promises,(LOC16235213289813758)
77,1/1ecb/10,1ecb,3,11,on,(TIM16236441119149059
78,1/1ecb/10,1ecb,3,12,Tuesday,TIM16236441119149059)
79,1/1ecb/10,1ecb,3,13,and,-
80,1/1ecb/10,1ecb,3,14,that,-
81,1/1ecb/10,1ecb,3,15,her,-
82,1/1ecb/10,1ecb,3,16,friends,(Singleton_HUMA_27_1_10ecb)
83,1/1ecb/10,1ecb,3,17,and,-
84,1/1ecb/10,1ecb,3,18,family,(HUM17392465282479574)
85,1/1ecb/10,1ecb,3,19,supported,(Singleton_ACTI_31_1_10ecb)
86,1/1ecb/10,1ecb,3,20,her,(HUM16236184328979740)
87,1/1ecb/10,1ecb,3,21,decision,(ACT16236402809085484)
88,1/1ecb/10,1ecb,3,22,.,-
89,1/1ecb/10,1ecb,4,0,Reid,-
90,1/1ecb/10,1ecb,4,1,launched,-
91,1/1ecb/10,1ecb,4,2,a,-
92,1/1ecb/10,1ecb,4,3,new,-
93,1/1ecb/10,1ecb,4,4,fashion,-
94,1/1ecb/10,1ecb,4,5,line,-
95,1/1ecb/10,1ecb,4,6,called,-
96,1/1ecb/10,1ecb,4,7,Mantra,-
97,1/1ecb/10,1ecb,4,8,in,-
98,1/1ecb/10,1ecb,4,9,December,-
99,1/1ecb/10,1ecb,4,10,.,-
100,1/1ecb/11,1ecb,0,0,Tara,-
101,1/1ecb/11,1ecb,0,1,Reid,-
102,1/1ecb/11,1ecb,0,2,has,-
103,1/1ecb/11,1ecb,0,3,entered,(ACT16236402809085484)
104,1/1ecb/11,1ecb,0,4,a,-
105,1/1ecb/11,1ecb,0,5,rehab,-
106,1/1ecb/11,1ecb,0,6,program,-
107,1/1ecb/11,1ecb,0,7,",",-
108,1/1ecb/11,1ecb,0,8,the,-
109,1/1ecb/11,1ecb,0,9,American,-
110,1/1ecb/11,1ecb,0,10,Pie,-
111,1/1ecb/11,1ecb,0,11,star,-
112,1/1ecb/11,1ecb,0,12,'s,-
113,1/1ecb/11,1ecb,0,13,rep,(HUM16284637796168708)
114,1/1ecb/11,1ecb,0,14,confirmed,(ACT16235311629112331)
115,1/1ecb/11,1ecb,0,15,to,-
116,1/1ecb/11,1ecb,0,16,People,(HUM16236907954762763)
117,1/1ecb/11,1ecb,0,17,and,-
118,1/1ecb/11,1ecb,0,18,Us,(HUM16238359925764052
119,1/1ecb/11,1ecb,0,19,Weekly,HUM16238359925764052)
120,1/1ecb/11,1ecb,0,20,on,(TIM16236441119149059
121,1/1ecb/11,1ecb,0,21,Friday,TIM16236441119149059)
122,1/1ecb/11,1ecb,0,22,.,-
123,1/1ecb/11,1ecb,1,0,The,-
124,1/1ecb/11,1ecb,1,1,news,-
125,1/1ecb/11,1ecb,1,2,comes,-
126,1/1ecb/11,1ecb,1,3,as,-
127,1/1ecb/11,1ecb,1,4,a,-
128,1/1ecb/11,1ecb,1,5,shock,-
129,1/1ecb/11,1ecb,1,6,for,-
130,1/1ecb/11,1ecb,1,7,everyone,-
131,1/1ecb/11,1ecb,1,8,who,-
132,1/1ecb/11,1ecb,1,9,just,-
133,1/1ecb/11,1ecb,1,10,assumed,-
134,1/1ecb/11,1ecb,1,11,the,-
135,1/1ecb/11,1ecb,1,12,seldom-seen,-
136,1/1ecb/11,1ecb,1,13,actress,-
137,1/1ecb/11,1ecb,1,14,had,-
138,1/1ecb/11,1ecb,1,15,been,-
139,1/1ecb/11,1ecb,1,16,holed,-
140,1/1ecb/11,1ecb,1,17,up,-
141,1/1ecb/11,1ecb,1,18,there,-
142,1/1ecb/11,1ecb,1,19,for,-
143,1/1ecb/11,1ecb,1,20,a,-
144,1/1ecb/11,1ecb,1,21,while,-
145,1/1ecb/11,1ecb,1,22,-,-
146,1/1ecb/11,1ecb,1,23,at,-
147,1/1ecb/11,1ecb,1,24,least,-
148,1/1ecb/11,1ecb,1,25,when,-
149,1/1ecb/11,1ecb,1,26,she,-
150,1/1ecb/11,1ecb,1,27,was,-
151,1/1ecb/11,1ecb,1,28,n't,-
152,1/1ecb/11,1ecb,1,29,touring,-
153,1/1ecb/11,1ecb,1,30,U.S.,-
154,1/1ecb/11,1ecb,1,31,frat,-
155,1/1ecb/11,1ecb,1,32,houses,-
156,1/1ecb/11,1ecb,1,33,and/or,-
157,1/1ecb/11,1ecb,1,34,tequila,-
158,1/1ecb/11,1ecb,1,35,conventions,-
159,1/1ecb/11,1ecb,1,36,.,-
160,1/1ecb/11,1ecb,2,0,"""",-
161,1/1ecb/11,1ecb,2,1,Tara,-
162,1/1ecb/11,1ecb,2,2,Reid,-
163,1/1ecb/11,1ecb,2,3,has,-
164,1/1ecb/11,1ecb,2,4,checked,(ACT16236402809085484
165,1/1ecb/11,1ecb,2,5,herself,-
166,1/1ecb/11,1ecb,2,6,into,ACT16236402809085484)
167,1/1ecb/11,1ecb,2,7,Promises,-
168,1/1ecb/11,1ecb,2,8,Treatment,-
169,1/1ecb/11,1ecb,2,9,Center,-
170,1/1ecb/11,1ecb,2,10,",",-
171,1/1ecb/11,1ecb,2,11,'',-
172,1/1ecb/11,1ecb,2,12,Reid,-
173,1/1ecb/11,1ecb,2,13,'s,-
174,1/1ecb/11,1ecb,2,14,rep,(HUM16284637796168708)
175,1/1ecb/11,1ecb,2,15,told,(ACT16235311629112331)
176,1/1ecb/11,1ecb,2,16,Us,(HUM16238359925764052)
177,1/1ecb/11,1ecb,2,17,.,-
178,1/1ecb/11,1ecb,3,0,"""",-
179,1/1ecb/11,1ecb,3,1,We,-
180,1/1ecb/11,1ecb,3,2,appreciate,-
181,1/1ecb/11,1ecb,3,3,your,-
182,1/1ecb/11,1ecb,3,4,respect,-
183,1/1ecb/11,1ecb,3,5,to,-
184,1/1ecb/11,1ecb,3,6,her,-
185,1/1ecb/11,1ecb,3,7,and,-
186,1/1ecb/11,1ecb,3,8,her,-
187,1/1ecb/11,1ecb,3,9,family,-
188,1/1ecb/11,1ecb,3,10,'s,-
189,1/1ecb/11,1ecb,3,11,privacy,-
190,1/1ecb/11,1ecb,3,12,at,-
191,1/1ecb/11,1ecb,3,13,this,-
192,1/1ecb/11,1ecb,3,14,time,-
193,1/1ecb/11,1ecb,3,15,.,-
194,1/1ecb/11,1ecb,3,16,'',-
195,1/1ecb/11,1ecb,4,0,No,-
196,1/1ecb/11,1ecb,4,1,specific,-
197,1/1ecb/11,1ecb,4,2,reason,-
198,1/1ecb/11,1ecb,4,3,or,-
199,1/1ecb/11,1ecb,4,4,addiction,-
200,1/1ecb/11,1ecb,4,5,was,-
201,1/1ecb/11,1ecb,4,6,given,-
202,1/1ecb/11,1ecb,4,7,for,-
203,1/1ecb/11,1ecb,4,8,her,-
204,1/1ecb/11,1ecb,4,9,treatment,-
205,1/1ecb/11,1ecb,4,10,.,-
206,1/1ecb/11,1ecb,5,0,When,-
207,1/1ecb/11,1ecb,5,1,Reid,-
208,1/1ecb/11,1ecb,5,2,was,-
209,1/1ecb/11,1ecb,5,3,n't,-
210,1/1ecb/11,1ecb,5,4,getting,-
211,1/1ecb/11,1ecb,5,5,attention,-
212,1/1ecb/11,1ecb,5,6,for,-
213,1/1ecb/11,1ecb,5,7,her,-
214,1/1ecb/11,1ecb,5,8,sometimes,-
215,1/1ecb/11,1ecb,5,9,fun/sometimes,-
216,1/1ecb/11,1ecb,5,10,scary,-
217,1/1ecb/11,1ecb,5,11,breasts,-
218,1/1ecb/11,1ecb,5,12,",",-
219,1/1ecb/11,1ecb,5,13,the,-
220,1/1ecb/11,1ecb,5,14,actress,-
221,1/1ecb/11,1ecb,5,15,was,-
222,1/1ecb/11,1ecb,5,16,getting,-
223,1/1ecb/11,1ecb,5,17,attention,-
224,1/1ecb/11,1ecb,5,18,for,-
225,1/1ecb/11,1ecb,5,19,her,-
226,1/1ecb/11,1ecb,5,20,often-shambolic,-
227,1/1ecb/11,1ecb,5,21,love,-
228,1/1ecb/11,1ecb,5,22,of,-
229,1/1ecb/11,1ecb,5,23,partying,-
230,1/1ecb/11,1ecb,5,24,.,-
231,1/1ecb/11,1ecb,6,0,Reid,-
232,1/1ecb/11,1ecb,6,1,'s,-
233,1/1ecb/11,1ecb,6,2,messy,-
234,1/1ecb/11,1ecb,6,3,lifestyle,-
235,1/1ecb/11,1ecb,6,4,led,-
236,1/1ecb/11,1ecb,6,5,to,-
237,1/1ecb/11,1ecb,6,6,her,-
238,1/1ecb/11,1ecb,6,7,short,-
239,1/1ecb/11,1ecb,6,8,lived,-
240,1/1ecb/11,1ecb,6,9,E,-
241,1/1ecb/11,1ecb,6,10,!,-
242,1/1ecb/11,1ecb,6,11,-series,-
243,1/1ecb/11,1ecb,6,12,",",-
244,1/1ecb/11,1ecb,6,13,Taradise,-
245,1/1ecb/11,1ecb,6,14,",",-
246,1/1ecb/11,1ecb,6,15,that,-
247,1/1ecb/11,1ecb,6,16,followed,-
248,1/1ecb/11,1ecb,6,17,her,-
249,1/1ecb/11,1ecb,6,18,to,-
250,1/1ecb/11,1ecb,6,19,exotic,-
251,1/1ecb/11,1ecb,6,20,locales,-
252,1/1ecb/11,1ecb,6,21,where,-
253,1/1ecb/11,1ecb,6,22,she,-
254,1/1ecb/11,1ecb,6,23,would,-
255,1/1ecb/11,1ecb,6,24,party,-
256,1/1ecb/11,1ecb,6,25,.,-
257,1/1ecb/11,1ecb,7,0,Somehow,-
258,1/1ecb/11,1ecb,7,1,",",-
259,1/1ecb/11,1ecb,7,2,Reid,-
260,1/1ecb/11,1ecb,7,3,managed,-
261,1/1ecb/11,1ecb,7,4,to,-
262,1/1ecb/11,1ecb,7,5,mess,-
263,1/1ecb/11,1ecb,7,6,up,-
264,1/1ecb/11,1ecb,7,7,the,-
265,1/1ecb/11,1ecb,7,8,dream-job/easiest,-
266,1/1ecb/11,1ecb,7,9,job,-
267,1/1ecb/11,1ecb,7,10,ever,-
268,1/1ecb/11,1ecb,7,11,by,-
269,1/1ecb/11,1ecb,7,12,being,-
270,1/1ecb/11,1ecb,7,13,too,-
271,1/1ecb/11,1ecb,7,14,wasted,-
272,1/1ecb/11,1ecb,7,15,and,-
273,1/1ecb/11,1ecb,7,16,out,-
274,1/1ecb/11,1ecb,7,17,of,-
275,1/1ecb/11,1ecb,7,18,control,-
276,1/1ecb/11,1ecb,7,19,to,-
277,1/1ecb/11,1ecb,7,20,film,-
278,1/1ecb/11,1ecb,7,21,it,-
279,1/1ecb/11,1ecb,7,22,.,-
280,1/1ecb/11,1ecb,8,0,"""",-
281,1/1ecb/11,1ecb,8,1,It,-
282,1/1ecb/11,1ecb,8,2,was,-
283,1/1ecb/11,1ecb,8,3,a,-
284,1/1ecb/11,1ecb,8,4,mess,-
285,1/1ecb/11,1ecb,8,5,",",-
286,1/1ecb/11,1ecb,8,6,'',-
287,1/1ecb/11,1ecb,8,7,she,-
288,1/1ecb/11,1ecb,8,8,said,-
289,1/1ecb/11,1ecb,8,9,of,-
290,1/1ecb/11,1ecb,8,10,the,-
291,1/1ecb/11,1ecb,8,11,show,-
292,1/1ecb/11,1ecb,8,12,.,-
293,1/1ecb/11,1ecb,9,0,"""",-
294,1/1ecb/11,1ecb,9,1,I,-
295,1/1ecb/11,1ecb,9,2,did,-
296,1/1ecb/11,1ecb,9,3,n't,-
297,1/1ecb/11,1ecb,9,4,know,-
298,1/1ecb/11,1ecb,9,5,it,-
299,1/1ecb/11,1ecb,9,6,was,-
300,1/1ecb/11,1ecb,9,7,going,-
301,1/1ecb/11,1ecb,9,8,to,-
302,1/1ecb/11,1ecb,9,9,ruin,-
303,1/1ecb/11,1ecb,9,10,my,-
304,1/1ecb/11,1ecb,9,11,career,-
305,1/1ecb/11,1ecb,9,12,.,-
306,1/1ecb/11,1ecb,10,0,People,-
307,1/1ecb/11,1ecb,10,1,forget,-
308,1/1ecb/11,1ecb,10,2,I,-
309,1/1ecb/11,1ecb,10,3,'ve,-
310,1/1ecb/11,1ecb,10,4,done,-
311,1/1ecb/11,1ecb,10,5,",",-
312,1/1ecb/11,1ecb,10,6,like,-
313,1/1ecb/11,1ecb,10,7,",",-
314,1/1ecb/11,1ecb,10,8,20,-
315,1/1ecb/11,1ecb,10,9,movies,-
316,1/1ecb/11,1ecb,10,10,.,-
317,1/1ecb/11,1ecb,11,0,I,-
318,1/1ecb/11,1ecb,11,1,'m,-
319,1/1ecb/11,1ecb,11,2,not,-
320,1/1ecb/11,1ecb,11,3,just,-
321,1/1ecb/11,1ecb,11,4,a,-
322,1/1ecb/11,1ecb,11,5,party,-
323,1/1ecb/11,1ecb,11,6,girl.,-
324,1/1ecb/11,1ecb,11,7,"""",-
325,1/1ecb/11,1ecb,12,0,While,-
326,1/1ecb/11,1ecb,12,1,Reid,-
327,1/1ecb/11,1ecb,12,2,has,-
328,1/1ecb/11,1ecb,12,3,been,-
329,1/1ecb/11,1ecb,12,4,out,-
330,1/1ecb/11,1ecb,12,5,of,-
331,1/1ecb/11,1ecb,12,6,the,-
332,1/1ecb/11,1ecb,12,7,cinematic,-
333,1/1ecb/11,1ecb,12,8,spotlight,-
334,1/1ecb/11,1ecb,12,9,",",-
335,1/1ecb/11,1ecb,12,10,she,-
336,1/1ecb/11,1ecb,12,11,recently,-
337,1/1ecb/11,1ecb,12,12,launched,-
338,1/1ecb/11,1ecb,12,13,a,-
339,1/1ecb/11,1ecb,12,14,clothing,-
340,1/1ecb/11,1ecb,12,15,line,-
341,1/1ecb/11,1ecb,12,16,",",-
342,1/1ecb/11,1ecb,12,17,Mantra,-
343,1/1ecb/11,1ecb,12,18,",",-
344,1/1ecb/11,1ecb,12,19,and,-
345,1/1ecb/11,1ecb,12,20,is,-
346,1/1ecb/11,1ecb,12,21,dating,-
347,1/1ecb/11,1ecb,12,22,French,-
348,1/1ecb/11,1ecb,12,23,fashion,-
349,1/1ecb/11,1ecb,12,24,designer,-
350,1/1ecb/11,1ecb,12,25,Julien,-
351,1/1ecb/11,1ecb,12,26,Jarmoune,-
352,1/1ecb/11,1ecb,12,27,.,-
353,1/1ecb/11,1ecb,13,0,In,-
354,1/1ecb/11,1ecb,13,1,an,-
355,1/1ecb/11,1ecb,13,2,interview,-
356,1/1ecb/11,1ecb,13,3,in,-
357,1/1ecb/11,1ecb,13,4,October,-
358,1/1ecb/11,1ecb,13,5,",",-
359,1/1ecb/11,1ecb,13,6,Reid,-
360,1/1ecb/11,1ecb,13,7,told,-
361,1/1ecb/11,1ecb,13,8,People,-
362,1/1ecb/11,1ecb,13,9,she,-
363,1/1ecb/11,1ecb,13,10,was,-
364,1/1ecb/11,1ecb,13,11,a,-
365,1/1ecb/11,1ecb,13,12,"""",-
366,1/1ecb/11,1ecb,13,13,social,-
367,1/1ecb/11,1ecb,13,14,drinker,-
368,1/1ecb/11,1ecb,13,15,'',-
369,1/1ecb/11,1ecb,13,16,who,-
370,1/1ecb/11,1ecb,13,17,'s,-
371,1/1ecb/11,1ecb,13,18,no,-
372,1/1ecb/11,1ecb,13,19,longer,-
373,1/1ecb/11,1ecb,13,20,tempted,-
374,1/1ecb/11,1ecb,13,21,to,-
375,1/1ecb/11,1ecb,13,22,fall,-
376,1/1ecb/11,1ecb,13,23,back,-
377,1/1ecb/11,1ecb,13,24,into,-
378,1/1ecb/11,1ecb,13,25,her,-
379,1/1ecb/11,1ecb,13,26,old,-
380,1/1ecb/11,1ecb,13,27,habits:,-
381,1/1ecb/11,1ecb,14,0,"""",-
382,1/1ecb/11,1ecb,14,1,No,-
383,1/1ecb/11,1ecb,14,2,.,-
384,1/1ecb/11,1ecb,15,0,I,-
385,1/1ecb/11,1ecb,15,1,'ve,-
386,1/1ecb/11,1ecb,15,2,done,-
387,1/1ecb/11,1ecb,15,3,it,-
388,1/1ecb/11,1ecb,15,4,.,-
389,1/1ecb/11,1ecb,16,0,Trust,-
390,1/1ecb/11,1ecb,16,1,me,-
391,1/1ecb/11,1ecb,16,2,.,-
392,1/1ecb/11,1ecb,17,0,I,-
393,1/1ecb/11,1ecb,17,1,'ve,-
394,1/1ecb/11,1ecb,17,2,done,-
395,1/1ecb/11,1ecb,17,3,enough,-
396,1/1ecb/11,1ecb,17,4,for,-
397,1/1ecb/11,1ecb,17,5,a,-
398,1/1ecb/11,1ecb,17,6,lifetime,-
399,1/1ecb/11,1ecb,17,7,of,-
400,1/1ecb/11,1ecb,17,8,everything,-
401,1/1ecb/11,1ecb,17,9,.,-
402,1/1ecb/11,1ecb,18,0,I,-
403,1/1ecb/11,1ecb,18,1,'ve,-
404,1/1ecb/11,1ecb,18,2,had,-
405,1/1ecb/11,1ecb,18,3,a,-
406,1/1ecb/11,1ecb,18,4,great,-
407,1/1ecb/11,1ecb,18,5,time,-
408,1/1ecb/11,1ecb,18,6,.,-
409,1/1ecb/11,1ecb,19,0,I,-
410,1/1ecb/11,1ecb,19,1,partied,-
411,1/1ecb/11,1ecb,19,2,.,-
412,1/1ecb/11,1ecb,20,0,I,-
413,1/1ecb/11,1ecb,20,1,had,-
414,1/1ecb/11,1ecb,20,2,fun,-
415,1/1ecb/11,1ecb,20,3,.,-
416,1/1ecb/11,1ecb,21,0,I,-
417,1/1ecb/11,1ecb,21,1,ate,-
418,1/1ecb/11,1ecb,21,2,and,-
419,1/1ecb/11,1ecb,21,3,drank,-
420,1/1ecb/11,1ecb,21,4,whatever,-
421,1/1ecb/11,1ecb,21,5,.,-
422,1/1ecb/11,1ecb,22,0,I,-
423,1/1ecb/11,1ecb,22,1,dated,-
424,1/1ecb/11,1ecb,22,2,a,-
425,1/1ecb/11,1ecb,22,3,million,-
426,1/1ecb/11,1ecb,22,4,guys,-
427,1/1ecb/11,1ecb,22,5,",",-
428,1/1ecb/11,1ecb,22,6,but,-
429,1/1ecb/11,1ecb,22,7,I,-
430,1/1ecb/11,1ecb,22,8,'m,-
431,1/1ecb/11,1ecb,22,9,so,-
432,1/1ecb/11,1ecb,22,10,happy,-
433,1/1ecb/11,1ecb,22,11,with,-
434,1/1ecb/11,1ecb,22,12,where,-
435,1/1ecb/11,1ecb,22,13,I,-
436,1/1ecb/11,1ecb,22,14,'m,-
437,1/1ecb/11,1ecb,22,15,at,-
438,1/1ecb/11,1ecb,22,16,right,-
439,1/1ecb/11,1ecb,22,17,now,-
440,1/1ecb/11,1ecb,22,18,.,-
441,1/1ecb/11,1ecb,23,0,I,-
442,1/1ecb/11,1ecb,23,1,do,-
443,1/1ecb/11,1ecb,23,2,n't,-
444,1/1ecb/11,1ecb,23,3,need,-
445,1/1ecb/11,1ecb,23,4,to,-
446,1/1ecb/11,1ecb,23,5,do,-
447,1/1ecb/11,1ecb,23,6,anything,-
448,1/1ecb/11,1ecb,23,7,anymore,-
449,1/1ecb/11,1ecb,23,8,.,-
450,1/1ecb/11,1ecb,23,9,'',-
451,1/1ecb/12,1ecb,0,0,Well,-
452,1/1ecb/12,1ecb,0,1,",",-
453,1/1ecb/12,1ecb,0,2,here,-
454,1/1ecb/12,1ecb,0,3,'s,-
455,1/1ecb/12,1ecb,0,4,something,-
456,1/1ecb/12,1ecb,0,5,that,-
457,1/1ecb/12,1ecb,0,6,we,-
458,1/1ecb/12,1ecb,0,7,all,-
459,1/1ecb/12,1ecb,0,8,knew,-
460,1/1ecb/12,1ecb,0,9,would,-
461,1/1ecb/12,1ecb,0,10,happen,-
462,1/1ecb/12,1ecb,0,11,eventually,-
463,1/1ecb/12,1ecb,0,12,.,-
464,1/1ecb/12,1ecb,1,0,Tara,(HUM16236184328979740
465,1/1ecb/12,1ecb,1,1,Reid,HUM16236184328979740)
466,1/1ecb/12,1ecb,1,2,has,-
467,1/1ecb/12,1ecb,1,3,checked,(ACT16236402809085484
468,1/1ecb/12,1ecb,1,4,into,ACT16236402809085484)
469,1/1ecb/12,1ecb,1,5,Promises,(LOC16235213289813758
470,1/1ecb/12,1ecb,1,6,Treatment,-
471,1/1ecb/12,1ecb,1,7,Center,LOC16235213289813758)
472,1/1ecb/12,1ecb,1,8,",",-
473,1/1ecb/12,1ecb,1,9,a,-
474,1/1ecb/12,1ecb,1,10,prominent,-
475,1/1ecb/12,1ecb,1,11,rehab,-
476,1/1ecb/12,1ecb,1,12,clinic,-
477,1/1ecb/12,1ecb,1,13,in,(Singleton_LOC__8_1_12ecb
478,1/1ecb/12,1ecb,1,14,Los,-
479,1/1ecb/12,1ecb,1,15,Angeles,Singleton_LOC__8_1_12ecb)
480,1/1ecb/12,1ecb,1,16,.,-
481,1/1ecb/12,1ecb,2,0,In,-
482,1/1ecb/12,1ecb,2,1,the,-
483,1/1ecb/12,1ecb,2,2,late,-
484,1/1ecb/12,1ecb,2,3,90s,-
485,1/1ecb/12,1ecb,2,4,Reid,-
486,1/1ecb/12,1ecb,2,5,was,-
487,1/1ecb/12,1ecb,2,6,a,-
488,1/1ecb/12,1ecb,2,7,pop,-
489,1/1ecb/12,1ecb,2,8,bubblegum,-
490,1/1ecb/12,1ecb,2,9,princess,-
491,1/1ecb/12,1ecb,2,10,with,-
492,1/1ecb/12,1ecb,2,11,a,-
493,1/1ecb/12,1ecb,2,12,starring,-
494,1/1ecb/12,1ecb,2,13,role,-
495,1/1ecb/12,1ecb,2,14,in,-
496,1/1ecb/12,1ecb,2,15,the,-
497,1/1ecb/12,1ecb,2,16,American,-
498,1/1ecb/12,1ecb,2,17,Pie,-
499,1/1ecb/12,1ecb,2,18,franchise,-
500,1/1ecb/12,1ecb,2,19,and,-
501,1/1ecb/12,1ecb,2,20,a,-
502,1/1ecb/12,1ecb,2,21,relationship,-
503,1/1ecb/12,1ecb,2,22,with,-
504,1/1ecb/12,1ecb,2,23,Carson,-
505,1/1ecb/12,1ecb,2,24,Daly,-
506,1/1ecb/12,1ecb,2,25,.,-
507,1/1ecb/12,1ecb,3,0,Now,-
508,1/1ecb/12,1ecb,3,1,she,-
509,1/1ecb/12,1ecb,3,2,'s,-
510,1/1ecb/12,1ecb,3,3,known,-
511,1/1ecb/12,1ecb,3,4,primarily,-
512,1/1ecb/12,1ecb,3,5,for,-
513,1/1ecb/12,1ecb,3,6,partying,-
514,1/1ecb/12,1ecb,3,7,far,-
515,1/1ecb/12,1ecb,3,8,too,-
516,1/1ecb/12,1ecb,3,9,hard,-
517,1/1ecb/12,1ecb,3,10,and,-
518,1/1ecb/12,1ecb,3,11,accidentally,-
519,1/1ecb/12,1ecb,3,12,exposing,-
520,1/1ecb/12,1ecb,3,13,her,-
521,1/1ecb/12,1ecb,3,14,naughty,-
522,1/1ecb/12,1ecb,3,15,bits,-
523,1/1ecb/12,1ecb,3,16,to,-
524,1/1ecb/12,1ecb,3,17,the,-
525,1/1ecb/12,1ecb,3,18,paparazzi,-
526,1/1ecb/12,1ecb,3,19,.,-
527,1/1ecb/12,1ecb,4,0,It,-
528,1/1ecb/12,1ecb,4,1,'s,-
529,1/1ecb/12,1ecb,4,2,too,-
530,1/1ecb/12,1ecb,4,3,late,-
531,1/1ecb/12,1ecb,4,4,for,-
532,1/1ecb/12,1ecb,4,5,her,-
533,1/1ecb/12,1ecb,4,6,to,-
534,1/1ecb/12,1ecb,4,7,salvage,-
535,1/1ecb/12,1ecb,4,8,a,-
536,1/1ecb/12,1ecb,4,9,Hollywood,-
537,1/1ecb/12,1ecb,4,10,career,-
538,1/1ecb/12,1ecb,4,11,",",-
539,1/1ecb/12,1ecb,4,12,but,-
540,1/1ecb/12,1ecb,4,13,at,-
541,1/1ecb/12,1ecb,4,14,least,-
542,1/1ecb/12,1ecb,4,15,she,-
543,1/1ecb/12,1ecb,4,16,can,-
544,1/1ecb/12,1ecb,4,17,keep,-
