,coref_chain,mention_ner,mention_head_pos,mention_head_lemma,mention_head,mention_head_id,doc_id,doc,is_continuous,is_singleton,mention_id,mention_type,mention_full_type,score,sent_id,mention_context,tokens_number,tokens_str,tokens_text,topic_id,topic,subtopic_id,subtopic,coref_type,description,conll_doc_key
db12e6891/0/3PAG,OCC9R2BBzRkZCctTnv2mq2cbN,EVENT,PROPN,Cup,Cup,1,db12e6891,db12e6891,True,False,db12e6891/0/3PAG,OCC,OCCURENCE,-1.0,0,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years', 'Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",World Cup 2010 : Nigerian president bans football team from international competition for two years,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,fifa_world_cup_2010_tournament,0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/1/RMUy,OCCMgcYDewDbqxZzkg4kAy2K9,O,VERB,finish,finished,1,db12e6891,db12e6891,True,False,db12e6891/1/RMUy,OCC,OCCURENCE,-1.0,1,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years', 'Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",Nigeria finished bottom of their group in South Africa with just one point from three matches after losing to Argentina and Greece and drawing with South Korea.,"['Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,"2010-06-12_00:00:00_argentina_nigeria_fifa_world_cup_true_on-site_2010_1-0_johannesburg,_south_africa",0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/2/Uv6d,OCCMBmmAtKLQg6zMWpM7eJPY7,O,VERB,finish,finished,1,db12e6891,db12e6891,True,False,db12e6891/2/Uv6d,OCC,OCCURENCE,-1.0,1,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years', 'Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",Nigeria finished bottom of their group in South Africa with just one point from three matches after losing to Argentina and Greece and drawing with South Korea.,"['Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,"2010-06-17_00:00:00_greece_nigeria_fifa_world_cup_true_on-site_2010_2-1_bloemfontein,_south_africa",0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/3/h3r7,OCCJyfs4hEGNvH2s4GwYXTFfN,O,VERB,finish,finished,1,db12e6891,db12e6891,True,False,db12e6891/3/h3r7,OCC,OCCURENCE,-1.0,1,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years', 'Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",Nigeria finished bottom of their group in South Africa with just one point from three matches after losing to Argentina and Greece and drawing with South Korea.,"['Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,"2010-06-22_00:00:00_nigeria_south_korea_fifa_world_cup_true_on-site_2010_2-2_durban,_south_africa",0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/4/TCEu,OCC9R2BBzRkZCctTnv2mq2cbN,O,NOUN,oil,oil,7,db12e6891,db12e6891,True,False,db12e6891/4/TCEu,OCC,OCCURENCE,-1.0,2,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years', 'Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit', 'back', 'and', 'look', 'inward', ',', '""', 'said', 'Mr', 'Amaechi', '.', 'Mr', 'Jonathan', 'also', 'ordered', 'an', 'audit', 'into', 'how', 'the', 'funds', 'allocated', 'for', 'the', 'team', 'at', 'the', 'World', 'Cup']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","Rotimi Amaechi, governor of a key oil-producing state, Rivers, who heads a special presidential task force on the World Cup campaign which includes football association officials and former players such as John Fashanu, said Nigeria would write to football's world governing body FIFA to explain its decision.","['Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,fifa_world_cup_2010_tournament,0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/5/CAfH,OCC9R2BBzRkZCctTnv2mq2cbN,O,VERB,say,said,25,db12e6891,db12e6891,True,False,db12e6891/5/CAfH,OCC,OCCURENCE,-1.0,3,"['World', 'Cup', '2010', ':', 'Nigerian', 'president', 'bans', 'football', 'team', 'from', 'international', 'competition', 'for', 'two', 'years', 'Nigeria', 'finished', 'bottom', 'of', 'their', 'group', 'in', 'South', 'Africa', 'with', 'just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit', 'back', 'and', 'look', 'inward', ',', '""', 'said', 'Mr', 'Amaechi', '.', 'Mr', 'Jonathan', 'also', 'ordered', 'an', 'audit', 'into', 'how', 'the', 'funds', 'allocated', 'for', 'the', 'team', 'at', 'the', 'World', 'Cup', 'were', 'used', '.', 'The', 'decision', 'will', 'put', 'Nigeria', 'on', 'a', 'collision', 'course', 'with', 'FIFA', 'who', 'take', 'a', 'dim', 'view', 'of', 'any', 'political', 'interference', 'in', 'the', 'independent', 'running', 'of', 'national', 'federations', '.', '""', 'We', 'have', 'not', 'received', 'any', 'official', 'information', 'on', 'this', 'subject', '.', 'However', ',', 'in', 'general', ',', 'the', 'position', 'of', 'FIFA', 'concerning']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","""We went to the World Cup and found all sorts of problems and we felt we should sit back and look inward, "" said Mr Amaechi.","['""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit', 'back', 'and', 'look', 'inward', ',', '""', 'said', 'Mr', 'Amaechi', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,fifa_world_cup_2010_tournament,0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/6/jFTe,OCC9R2BBzRkZCctTnv2mq2cbN,O,VERB,order,ordered,3,db12e6891,db12e6891,True,False,db12e6891/6/jFTe,OCC,OCCURENCE,-1.0,4,"['just', 'one', 'point', 'from', 'three', 'matches', 'after', 'losing', 'to', 'Argentina', 'and', 'Greece', 'and', 'drawing', 'with', 'South', 'Korea', '.', 'Rotimi', 'Amaechi', ',', 'governor', 'of', 'a', 'key', 'oil-producing', 'state', ',', 'Rivers', ',', 'who', 'heads', 'a', 'special', 'presidential', 'task', 'force', 'on', 'the', 'World', 'Cup', 'campaign', 'which', 'includes', 'football', 'association', 'officials', 'and', 'former', 'players', 'such', 'as', 'John', 'Fashanu', ',', 'said', 'Nigeria', 'would', 'write', 'to', 'football', ""'s"", 'world', 'governing', 'body', 'FIFA', 'to', 'explain', 'its', 'decision', '.', '""', 'We', 'went', 'to', 'the', 'World', 'Cup', 'and', 'found', 'all', 'sorts', 'of', 'problems', 'and', 'we', 'felt', 'we', 'should', 'sit', 'back', 'and', 'look', 'inward', ',', '""', 'said', 'Mr', 'Amaechi', '.', 'Mr', 'Jonathan', 'also', 'ordered', 'an', 'audit', 'into', 'how', 'the', 'funds', 'allocated', 'for', 'the', 'team', 'at', 'the', 'World', 'Cup', 'were', 'used', '.', 'The', 'decision', 'will', 'put', 'Nigeria', 'on', 'a', 'collision', 'course', 'with', 'FIFA', 'who', 'take', 'a', 'dim', 'view', 'of', 'any', 'political', 'interference', 'in', 'the', 'independent', 'running', 'of', 'national', 'federations', '.', '""', 'We', 'have', 'not', 'received', 'any', 'official', 'information', 'on', 'this', 'subject', '.', 'However', ',', 'in', 'general', ',', 'the', 'position', 'of', 'FIFA', 'concerning', 'political', 'interference', 'is', 'well', 'known', ',', '""', 'said', 'a', 'statement', 'released', 'in', 'Johannesburg', '.', 'FIFA', 'has', 'already', 'voiced', 'its', 'opposition', 'to', 'French', 'government', 'involvement', 'as', 'the', 'fall-out', 'from', 'the']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",Mr Jonathan also ordered an audit into how the funds allocated for the team at the World Cup were used.,"['Mr', 'Jonathan', 'also', 'ordered', 'an', 'audit', 'into', 'how', 'the', 'funds', 'allocated', 'for', 'the', 'team', 'at', 'the', 'World', 'Cup', 'were', 'used', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,fifa_world_cup_2010_tournament,0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db12e6891/7/foNF,OCC4b2JirthBJypBGcMiZb4Rf,O,VERB,send,sent,5,db12e6891,db12e6891,True,False,db12e6891/7/foNF,OCC,OCCURENCE,-1.0,9,"['the', 'funds', 'allocated', 'for', 'the', 'team', 'at', 'the', 'World', 'Cup', 'were', 'used', '.', 'The', 'decision', 'will', 'put', 'Nigeria', 'on', 'a', 'collision', 'course', 'with', 'FIFA', 'who', 'take', 'a', 'dim', 'view', 'of', 'any', 'political', 'interference', 'in', 'the', 'independent', 'running', 'of', 'national', 'federations', '.', '""', 'We', 'have', 'not', 'received', 'any', 'official', 'information', 'on', 'this', 'subject', '.', 'However', ',', 'in', 'general', ',', 'the', 'position', 'of', 'FIFA', 'concerning', 'political', 'interference', 'is', 'well', 'known', ',', '""', 'said', 'a', 'statement', 'released', 'in', 'Johannesburg', '.', 'FIFA', 'has', 'already', 'voiced', 'its', 'opposition', 'to', 'French', 'government', 'involvement', 'as', 'the', 'fall-out', 'from', 'the', '1998', 'champions', ""'"", 'first', 'round', 'exit', 'continues', '.', 'Raymond', 'Domenech', ""'s"", 'squad', 'were', 'sent', 'packing', 'out', 'of', 'the', 'tournament', 'after', 'losing', '2-1', 'to', 'South', 'Africa', 'bringing', 'the', 'curtain', 'down', 'on', 'a', 'dreadful', 'campaign', 'that', 'saw', 'a', 'players', ""'"", 'strike', ',', 'insults', 'hurled', 'at', 'the', 'coach', 'and', 'a', 'volley', 'of', 'criticism', 'from', 'politicians', '.', 'Domenech', 'and', 'ex-French', 'Football', 'Federation', '(', 'FFF', ')', 'president', 'Jean-Pierre', 'Escalettes', 'were', 'due', 'to', 'address', 'a', 'hearing', 'of', 'a', 'French', 'parliamentary', 'commission', 'into', 'the', 'debacle', '.', 'Nigeria', ""'s"", 'former', 'goalkeeper', 'Emmanuel', 'Babayaro', ',', 'said', 'Mr', 'Jonathan', ""'s"", 'reaction', 'to', 'the', 'Super', 'Eagles', ""'"", 'performance', 'illustrated', 'the', 'depth', 'of', 'feeling', 'in', 'the', 'country', 'towards', 'the', 'team']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","Raymond Domenech's squad were sent packing out of the tournament after losing 2-1 to South Africa bringing the curtain down on a dreadful campaign that saw a players' strike, insults hurled at the coach and a volley of criticism from politicians.","['Raymond', 'Domenech', ""'s"", 'squad', 'were', 'sent', 'packing', 'out', 'of', 'the', 'tournament', 'after', 'losing', '2-1', 'to', 'South', 'Africa', 'bringing', 'the', 'curtain', 'down', 'on', 'a', 'dreadful', 'campaign', 'that', 'saw', 'a', 'players', ""'"", 'strike', ',', 'insults', 'hurled', 'at', 'the', 'coach', 'and', 'a', 'volley', 'of', 'criticism', 'from', 'politicians', '.']",0,0_football_matches,ehMNzeR89MPxq8ogqEFN3t,other_seminal_event-34,IDENTITY,"2010-06-22_00:00:00_south_africa_france_fifa_world_cup_false_on-site_2010_2-1_bloemfontein,_south_africa",0/ehMNzeR89MPxq8ogqEFN3t/db12e6891
db1a82272/0/UFY5,OCC9R2BBzRkZCctTnv2mq2cbN,O,VERB,say,says,14,db1a82272,db1a82272,True,False,db1a82272/0/UFY5,OCC,OCCURENCE,-1.0,0,"['World', 'Cup', '2010', ':', 'no', 'information', 'on', ""'"", 'missing', ""'"", 'North', 'Korean', 'players', ',', 'says', 'Fifa', 'Fifa', 'communications', 'director', 'Nicolas', 'Maingot', 'told', 'a', 'media', 'briefing', 'today', ':', '""', 'We', 'have', 'no', 'information', 'on', 'this', '-', 'we', 'have', 'only', 'been', 'contacted', 'on', 'this', 'issue', 'by', 'the', 'media', '.', '""', 'Our', 'media', 'officer', 'with', 'the', 'Korea', 'DPR', 'who', 'has', 'spoken', 'to', 'their', 'delegation', 'completely', 'deny', 'these', 'rumours', '.', '""', 'Four', 'players', ':', 'forward', 'An', 'Chol', 'Hyok', ',', 'goalkeeper', 'Kim', 'Myong', 'Won', ',', 'and', 'midfielders', 'Kim', 'Kyong', 'Il', 'and', 'Pak', 'Sung', 'Hyok', 'were', 'listed', 'as', 'officially', 'absent', 'for', 'the', '2-1', 'loss', 'to', 'Brazil']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","World Cup 2010 : no information on' missing' North Korean players, says Fifa","['World', 'Cup', '2010', ':', 'no', 'information', 'on', ""'"", 'missing', ""'"", 'North', 'Korean', 'players', ',', 'says', 'Fifa']",0,0_football_matches,ntovtVhyKbotPQtXEUSz3Z,other_seminal_event-35,IDENTITY,fifa_world_cup_2010_tournament,0/ntovtVhyKbotPQtXEUSz3Z/db1a82272
db1a82272/1/fFkH,OCCUvDzfvmJcssHkh8TZqzJXz,O,VERB,list,listed,23,db1a82272,db1a82272,True,False,db1a82272/1/fFkH,OCC,OCCURENCE,-1.0,3,"['World', 'Cup', '2010', ':', 'no', 'information', 'on', ""'"", 'missing', ""'"", 'North', 'Korean', 'players', ',', 'says', 'Fifa', 'Fifa', 'communications', 'director', 'Nicolas', 'Maingot', 'told', 'a', 'media', 'briefing', 'today', ':', '""', 'We', 'have', 'no', 'information', 'on', 'this', '-', 'we', 'have', 'only', 'been', 'contacted', 'on', 'this', 'issue', 'by', 'the', 'media', '.', '""', 'Our', 'media', 'officer', 'with', 'the', 'Korea', 'DPR', 'who', 'has', 'spoken', 'to', 'their', 'delegation', 'completely', 'deny', 'these', 'rumours', '.', '""', 'Four', 'players', ':', 'forward', 'An', 'Chol', 'Hyok', ',', 'goalkeeper', 'Kim', 'Myong', 'Won', ',', 'and', 'midfielders', 'Kim', 'Kyong', 'Il', 'and', 'Pak', 'Sung', 'Hyok', 'were', 'listed', 'as', 'officially', 'absent', 'for', 'the', '2-1', 'loss', 'to', 'Brazil', 'on', 'Tuesday', '.', 'South', 'Korea', ""'s"", 'Ilgan', 'Sports', 'newspaper', 'reported', 'on', 'its', 'website', 'that', 'North', 'Korea', 'originally', 'submitted', 'the', 'names', 'of', '23', 'players', 'to', 'world', 'football', ""'s"", 'governing', 'body', 'Fifa', 'for', 'the', 'Brazil', 'match', ',', 'but', 'submitted', 'a', 'different', 'team', 'list', 'with', 'only', '19', 'names', 'on', 'match', 'day', '.', 'North', 'Korea', ""'s"", 'next', 'match', 'is', 'against', 'Portugal', 'on', 'Monday', 'in', 'Cape', 'Town', '.']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]","Four players : forward An Chol Hyok, goalkeeper Kim Myong Won, and midfielders Kim Kyong Il and Pak Sung Hyok were listed as officially absent for the 2-1 loss to Brazil on Tuesday.","['Four', 'players', ':', 'forward', 'An', 'Chol', 'Hyok', ',', 'goalkeeper', 'Kim', 'Myong', 'Won', ',', 'and', 'midfielders', 'Kim', 'Kyong', 'Il', 'and', 'Pak', 'Sung', 'Hyok', 'were', 'listed', 'as', 'officially', 'absent', 'for', 'the', '2-1', 'loss', 'to', 'Brazil', 'on', 'Tuesday', '.']",0,0_football_matches,ntovtVhyKbotPQtXEUSz3Z,other_seminal_event-35,IDENTITY,"2010-06-15_00:00:00_brazil_north_korea_fifa_world_cup_true_on-site_2010_2-1_johannesburg,_south_africa",0/ntovtVhyKbotPQtXEUSz3Z/db1a82272
db1a82272/2/6Cwz,OCCUvDzfvmJcssHkh8TZqzJXz,O,VERB,report,reported,6,db1a82272,db1a82272,True,False,db1a82272/2/6Cwz,OCC,OCCURENCE,-1.0,4,"[':', 'no', 'information', 'on', ""'"", 'missing', ""'"", 'North', 'Korean', 'players', ',', 'says', 'Fifa', 'Fifa', 'communications', 'director', 'Nicolas', 'Maingot', 'told', 'a', 'media', 'briefing', 'today', ':', '""', 'We', 'have', 'no', 'information', 'on', 'this', '-', 'we', 'have', 'only', 'been', 'contacted', 'on', 'this', 'issue', 'by', 'the', 'media', '.', '""', 'Our', 'media', 'officer', 'with', 'the', 'Korea', 'DPR', 'who', 'has', 'spoken', 'to', 'their', 'delegation', 'completely', 'deny', 'these', 'rumours', '.', '""', 'Four', 'players', ':', 'forward', 'An', 'Chol', 'Hyok', ',', 'goalkeeper', 'Kim', 'Myong', 'Won', ',', 'and', 'midfielders', 'Kim', 'Kyong', 'Il', 'and', 'Pak', 'Sung', 'Hyok', 'were', 'listed', 'as', 'officially', 'absent', 'for', 'the', '2-1', 'loss', 'to', 'Brazil', 'on', 'Tuesday', '.', 'South', 'Korea', ""'s"", 'Ilgan', 'Sports', 'newspaper', 'reported', 'on', 'its', 'website', 'that', 'North', 'Korea', 'originally', 'submitted', 'the', 'names', 'of', '23', 'players', 'to', 'world', 'football', ""'s"", 'governing', 'body', 'Fifa', 'for', 'the', 'Brazil', 'match', ',', 'but', 'submitted', 'a', 'different', 'team', 'list', 'with', 'only', '19', 'names', 'on', 'match', 'day', '.', 'North', 'Korea', ""'s"", 'next', 'match', 'is', 'against', 'Portugal', 'on', 'Monday', 'in', 'Cape', 'Town', '.']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]","South Korea's Ilgan Sports newspaper reported on its website that North Korea originally submitted the names of 23 players to world football's governing body Fifa for the Brazil match, but submitted a different team list with only 19 names on match day.","['South', 'Korea', ""'s"", 'Ilgan', 'Sports', 'newspaper', 'reported', 'on', 'its', 'website', 'that', 'North', 'Korea', 'originally', 'submitted', 'the', 'names', 'of', '23', 'players', 'to', 'world', 'football', ""'s"", 'governing', 'body', 'Fifa', 'for', 'the', 'Brazil', 'match', ',', 'but', 'submitted', 'a', 'different', 'team', 'list', 'with', 'only', '19', 'names', 'on', 'match', 'day', '.']",0,0_football_matches,ntovtVhyKbotPQtXEUSz3Z,other_seminal_event-35,IDENTITY,"2010-06-15_00:00:00_brazil_north_korea_fifa_world_cup_true_on-site_2010_2-1_johannesburg,_south_africa",0/ntovtVhyKbotPQtXEUSz3Z/db1a82272
