,doc_id,coref_chain,description,mention_type,mention_full_type,tokens_str
23,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
24,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop
25,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
26,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,we
27,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,we
28,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
29,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
30,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
31,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
32,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
33,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop
34,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,", dat"
35,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720130514282,Northrop Grumman,ORG,ENTITY_MENTION,Northrop Grumman
36,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498038043532812,JSF contract,FIN,ENTITY_MENTION,het Joint Strike Fighter-programma
37,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498038043532812,JSF contract,FIN,ENTITY_MENTION,dat contract
38,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498038043532812,JSF contract,FIN,ENTITY_MENTION,het contract
39,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,Topman Louis Gallois van EADS
40,"61389_Airbus_announces_job_cuts_of_10,000",PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,Louis Gallois
41,"61389_Airbus_announces_job_cuts_of_10,000",PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,CEO van Airbus
42,"61389_Airbus_announces_job_cuts_of_10,000",PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,hij
43,"61389_Airbus_announces_job_cuts_of_10,000",PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,Gallois
44,"61389_Airbus_announces_job_cuts_of_10,000",PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,"Louis Gallois , CEO van Airbus"
45,73808_Boeing_unveils_new_787_Dreamliner,PER37154720797907240,Louis Gallois,PER,ENTITY_MENTION,"Louis Gallois , president en CEO van het bedrijf"
46,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Air Force
47,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de USAF
48,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de USAF
49,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,USAF
50,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
51,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,onze
52,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,""" De USAF"
53,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,USAF
54,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,ons
55,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,onze
56,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Air Force
57,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Amerikaanse Air Force
58,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de U.S . Air Force
59,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Air Force
60,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Air Force
61,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,De Air Force
62,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,US Air Force
63,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,Air Force
64,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,vertegenwoordigers van de United States Air Force
65,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de United States Air Force
66,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
67,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
68,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,we
69,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
70,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,``We
71,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
72,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
73,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
74,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,we
75,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,Air Force-medewerkers
76,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
77,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Amerikaanse luchtmacht
78,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
79,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,we
80,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
81,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
82,5403_Boeing_allowed_to_bid_for_U,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,De USAF
83,5403_Boeing_allowed_to_bid_for_U,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de Amerikaanse luchtmacht
84,5403_Boeing_allowed_to_bid_for_U,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,De Amerikaanse luchtmacht
85,5403_Boeing_allowed_to_bid_for_U,ORG37154720392556611,USAF,ORG,ENTITY_MENTION,de luchtmacht
86,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,PER39498226897787418,Paul Nesbit,PER,ENTITY_MENTION,Defensieanalist Paul Nesbit van JSA Research
87,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,PER39498226897787418,Paul Nesbit,PER,ENTITY_MENTION,Paul Nesbit
88,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,Airbus-eigenaar EADS
89,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,European Aeronautic Defence and Space Company EADS N. V. ( EADS )
90,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,het moederbedrijf van Airbus
91,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
92,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
93,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,een Europees bedrijf
94,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,ons bedrijf
95,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,ons
96,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,onze
97,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,onze
98,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,We
99,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
100,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,zijn
101,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,onze
102,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
103,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
104,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,onze
105,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,onze
106,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,het moederbedrijf van de Europese vliegtuigbouwer Airbus
107,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
108,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,European Aeronautic Defence & Space NV ( EADS )
109,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
110,108294_Government_Accountability_Office_requests_rerun_of_US_Air_Force_tanker_bid,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS North America
111,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
112,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,EADS
113,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,European Aeronautic Defense & Space Company ( EADS
114,149731_Technical_problem_on_Airbus_A400M_maiden_flight,ORG37154720003835631,EADS,ORG,ENTITY_MENTION,de Europese ruimte - en luchtvaartaannemer EADS
115,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498080489558939,a 40 billion contract,FIN,ENTITY_MENTION,een contract ter waarde van US $ 40 miljard
116,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498080489558939,a 40 billion contract,FIN,ENTITY_MENTION,het grootste contract in zijn soort
117,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498080489558939,a 40 billion contract,FIN,ENTITY_MENTION,de waarde van het contract
118,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498080489558939,a 40 billion contract,FIN,ENTITY_MENTION,contract voor Amerikaans tankvliegtuig
119,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498080489558939,a 40 billion contract,FIN,ENTITY_MENTION,de waarde van het contract
120,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,FIN39498080489558939,a 40 billion contract,FIN,ENTITY_MENTION,Het
121,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,PRO39498261379485028,179 tankers,PRO,ENTITY_MENTION,179 nieuwe tankvliegtuigen
122,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,PRO39498261379485028,179 tankers,PRO,ENTITY_MENTION,het toestel
123,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
124,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,dat
125,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
126,100911_Northrop_Grumman_and_Airbus_parent_EADS_defeat_Boeing,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
127,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
128,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus-eigenaar
129,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
130,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus-eigenaar EADS
131,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,de Europese vliegtuigbouwer Airbus
132,102977_Airbus_parent_EADS_wins_13_billion_UK_RAF_airtanker_contract,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
133,106653_Boeing_pushes_back_737_replacement_development,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
134,106653_Boeing_pushes_back_737_replacement_development,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,hun
135,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,De Europese vliegtuigfabrikant Airbus
136,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
137,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
138,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
139,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
140,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
141,11716_Airbus_wins_Qatar_Airways_order_worth_15bn,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
142,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
143,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
144,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus-tankers
145,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,hun
146,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
147,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,ze
148,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
149,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
150,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,zijn
151,1173_Internal_emails_expose_Boeing-Air_Force_contract_discussions,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
152,128016_China_Eastern_Airlines_to_purchase_twenty_new_Airbus_A320_jets,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
153,128016_China_Eastern_Airlines_to_purchase_twenty_new_Airbus_A320_jets,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
154,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
155,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
156,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,``We
157,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,We
158,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,onze
159,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
160,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
161,129865_Airbus_offers_funding_to_search_for_black_boxes_from_Air_France_disaster,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
162,145930_Boeing_787_Dreamliner_makes_maiden_flight,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,de Europese rivaal van Boeing
163,145930_Boeing_787_Dreamliner_makes_maiden_flight,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
164,149731_Technical_problem_on_Airbus_A400M_maiden_flight,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
165,149731_Technical_problem_on_Airbus_A400M_maiden_flight,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,de fabrikant
166,149731_Technical_problem_on_Airbus_A400M_maiden_flight,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
167,149731_Technical_problem_on_Airbus_A400M_maiden_flight,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
168,25501_Engine_troubles_delay_Airbus_superjumbo_tour,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
169,25501_Engine_troubles_delay_Airbus_superjumbo_tour,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
170,25501_Engine_troubles_delay_Airbus_superjumbo_tour,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
171,3307_Airbus_launches_world_largest_passenger_plane,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
172,3307_Airbus_launches_world_largest_passenger_plane,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
173,3307_Airbus_launches_world_largest_passenger_plane,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
174,3307_Airbus_launches_world_largest_passenger_plane,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
175,4764_Boeing_unveils_long-range_777,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,zijn
176,4764_Boeing_unveils_long-range_777,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,die
177,4764_Boeing_unveils_long-range_777,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,"Airbus , de Europese rivaal van Boeing"
178,51682_Singapore_Airlines_to_be_compensated_for_A380_delays,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
179,51682_Singapore_Airlines_to_be_compensated_for_A380_delays,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,zijn
180,51682_Singapore_Airlines_to_be_compensated_for_A380_delays,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
181,51682_Singapore_Airlines_to_be_compensated_for_A380_delays,ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
182,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
183,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,het bedrijf
184,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
185,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
186,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,de grootste vliegtuigbouwer van Europa
187,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,het bedrijf
188,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,moederbedrijf EADS
189,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,150px Airbus
190,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,Airbus
191,"61389_Airbus_announces_job_cuts_of_10,000",ORG37154719430036883,Airbus,ORG,ENTITY_MENTION,"150px Airbus , de grootste vliegtuigbouwer van Europa"
