,topic/subtopic_name,doc_id,sent_id,token_id,token,reference
127,corpus_airbus/100911,1MEANTIMEcross,5,11,and,-
128,corpus_airbus/100911,1MEANTIMEcross,5,12,Overhaul-activiteiten,(OTH40008686172178296
129,corpus_airbus/100911,1MEANTIMEcross,5,13,(,-
130,corpus_airbus/100911,1MEANTIMEcross,5,14,MRO,-
131,corpus_airbus/100911,1MEANTIMEcross,5,15,),-
132,corpus_airbus/100911,1MEANTIMEcross,5,16,gedurende,-
133,corpus_airbus/100911,1MEANTIMEcross,5,17,de,-
134,corpus_airbus/100911,1MEANTIMEcross,5,18,levensduur,-
135,corpus_airbus/100911,1MEANTIMEcross,5,19,van,-
136,corpus_airbus/100911,1MEANTIMEcross,5,20,vijftig,-
137,corpus_airbus/100911,1MEANTIMEcross,5,21,jaar,-
138,corpus_airbus/100911,1MEANTIMEcross,5,22,van,-
139,corpus_airbus/100911,1MEANTIMEcross,5,23,het,(PRO39498261379485028
140,corpus_airbus/100911,1MEANTIMEcross,5,24,toestel,PRO39498261379485028)
141,corpus_airbus/100911,1MEANTIMEcross,5,25,de,-
142,corpus_airbus/100911,1MEANTIMEcross,5,26,waarde,FIN39498080489558939)| FIN39498080489558939)
143,corpus_airbus/100911,1MEANTIMEcross,5,27,van,-
144,corpus_airbus/100911,1MEANTIMEcross,5,28,het,-
145,corpus_airbus/100911,1MEANTIMEcross,5,29,contract,(FIN39498080489558939| (FIN39498080489558939
146,corpus_airbus/100911,1MEANTIMEcross,5,30,zelfs,-
147,corpus_airbus/100911,1MEANTIMEcross,5,31,tot,-
148,corpus_airbus/100911,1MEANTIMEcross,5,32,US,-
149,corpus_airbus/100911,1MEANTIMEcross,5,33,$,-
150,corpus_airbus/100911,1MEANTIMEcross,5,34,100,-
151,corpus_airbus/100911,1MEANTIMEcross,5,35,miljard,-
152,corpus_airbus/100911,1MEANTIMEcross,5,36,kunnen,-
153,corpus_airbus/100911,1MEANTIMEcross,5,37,opdrijven,-
154,corpus_airbus/100911,1MEANTIMEcross,5,38,.,-
155,corpus_airbus/100911,1MEANTIMEcross,6,0,Ron,-
156,corpus_airbus/100911,1MEANTIMEcross,6,1,Sugar,-
157,corpus_airbus/100911,1MEANTIMEcross,6,2,",",-
158,corpus_airbus/100911,1MEANTIMEcross,6,3,CEO,-
159,corpus_airbus/100911,1MEANTIMEcross,6,4,van,-
160,corpus_airbus/100911,1MEANTIMEcross,6,5,Northrop,(ORG37154720130514282
161,corpus_airbus/100911,1MEANTIMEcross,6,6,Grumman,ORG37154720130514282)
162,corpus_airbus/100911,1MEANTIMEcross,6,7,",",-
163,corpus_airbus/100911,1MEANTIMEcross,6,8,zei,-
164,corpus_airbus/100911,1MEANTIMEcross,6,9,tijdens,-
165,corpus_airbus/100911,1MEANTIMEcross,6,10,een,-
166,corpus_airbus/100911,1MEANTIMEcross,6,11,interview,-
167,corpus_airbus/100911,1MEANTIMEcross,6,12,dat,-
168,corpus_airbus/100911,1MEANTIMEcross,6,13,``Iedereen,-
169,corpus_airbus/100911,1MEANTIMEcross,6,14,zei,-
170,corpus_airbus/100911,1MEANTIMEcross,6,15,dat,-
171,corpus_airbus/100911,1MEANTIMEcross,6,16,we,(ORG37154720130514282)
172,corpus_airbus/100911,1MEANTIMEcross,6,17,gek,-
173,corpus_airbus/100911,1MEANTIMEcross,6,18,waren,-
174,corpus_airbus/100911,1MEANTIMEcross,6,19,en,-
175,corpus_airbus/100911,1MEANTIMEcross,6,20,geen,-
176,corpus_airbus/100911,1MEANTIMEcross,6,21,kans,-
177,corpus_airbus/100911,1MEANTIMEcross,6,22,maakten,-
178,corpus_airbus/100911,1MEANTIMEcross,6,23,.,-
179,corpus_airbus/100911,1MEANTIMEcross,7,0,Maar,-
180,corpus_airbus/100911,1MEANTIMEcross,7,1,we,(ORG37154720130514282)
181,corpus_airbus/100911,1MEANTIMEcross,7,2,namen,-
182,corpus_airbus/100911,1MEANTIMEcross,7,3,het,-
183,corpus_airbus/100911,1MEANTIMEcross,7,4,risico,-
184,corpus_airbus/100911,1MEANTIMEcross,7,5,en,-
185,corpus_airbus/100911,1MEANTIMEcross,7,6,hebben,(OTH40012124720134933)
186,corpus_airbus/100911,1MEANTIMEcross,7,7,in,-
187,corpus_airbus/100911,1MEANTIMEcross,7,8,dit,-
188,corpus_airbus/100911,1MEANTIMEcross,7,9,geval,-
189,corpus_airbus/100911,1MEANTIMEcross,7,10,het,-
190,corpus_airbus/100911,1MEANTIMEcross,7,11,contract,-
191,corpus_airbus/100911,1MEANTIMEcross,7,12,binnengehaald,-
192,corpus_airbus/100911,1MEANTIMEcross,7,13,.,-
193,corpus_airbus/100911,1MEANTIMEcross,7,14,',-
194,corpus_airbus/100911,1MEANTIMEcross,7,15,',-
195,corpus_airbus/100911,1MEANTIMEcross,8,0,Vertegenwoordigers,-
196,corpus_airbus/100911,1MEANTIMEcross,8,1,van,-
197,corpus_airbus/100911,1MEANTIMEcross,8,2,de,-
198,corpus_airbus/100911,1MEANTIMEcross,8,3,USAF,(ORG37154720392556611)
199,corpus_airbus/100911,1MEANTIMEcross,8,4,zeiden,-
200,corpus_airbus/100911,1MEANTIMEcross,8,5,dat,-
201,corpus_airbus/100911,1MEANTIMEcross,8,6,het,-
202,corpus_airbus/100911,1MEANTIMEcross,8,7,contract,-
203,corpus_airbus/100911,1MEANTIMEcross,8,8,is,-
204,corpus_airbus/100911,1MEANTIMEcross,8,9,toegewezen,-
205,corpus_airbus/100911,1MEANTIMEcross,8,10,op,-
206,corpus_airbus/100911,1MEANTIMEcross,8,11,basis,-
207,corpus_airbus/100911,1MEANTIMEcross,8,12,van,-
208,corpus_airbus/100911,1MEANTIMEcross,8,13,competentie,-
209,corpus_airbus/100911,1MEANTIMEcross,8,14,",",-
210,corpus_airbus/100911,1MEANTIMEcross,8,15,geschiedenis,-
211,corpus_airbus/100911,1MEANTIMEcross,8,16,en,-
212,corpus_airbus/100911,1MEANTIMEcross,8,17,een,-
213,corpus_airbus/100911,1MEANTIMEcross,8,18,concurrerende,-
214,corpus_airbus/100911,1MEANTIMEcross,8,19,prijsstelling,-
215,corpus_airbus/100911,1MEANTIMEcross,8,20,",",-
216,corpus_airbus/100911,1MEANTIMEcross,8,21,waarbij,-
217,corpus_airbus/100911,1MEANTIMEcross,8,22,UBS-analyst,-
218,corpus_airbus/100911,1MEANTIMEcross,8,23,David,-
219,corpus_airbus/100911,1MEANTIMEcross,8,24,Strauss,-
220,corpus_airbus/100911,1MEANTIMEcross,8,25,meldde,-
221,corpus_airbus/100911,1MEANTIMEcross,8,26,dat,-
222,corpus_airbus/100911,1MEANTIMEcross,8,27,``De,-
223,corpus_airbus/100911,1MEANTIMEcross,8,28,voornaamste,-
224,corpus_airbus/100911,1MEANTIMEcross,8,29,beslissing,-
225,corpus_airbus/100911,1MEANTIMEcross,8,30,draaide,-
226,corpus_airbus/100911,1MEANTIMEcross,8,31,om,-
227,corpus_airbus/100911,1MEANTIMEcross,8,32,de,-
228,corpus_airbus/100911,1MEANTIMEcross,8,33,hoeveelheid,-
229,corpus_airbus/100911,1MEANTIMEcross,8,34,kerosine,-
230,corpus_airbus/100911,1MEANTIMEcross,8,35,die,-
231,corpus_airbus/100911,1MEANTIMEcross,8,36,het,-
232,corpus_airbus/100911,1MEANTIMEcross,8,37,grotere,-
233,corpus_airbus/100911,1MEANTIMEcross,8,38,vliegtuig,-
234,corpus_airbus/100911,1MEANTIMEcross,8,39,kan,-
235,corpus_airbus/100911,1MEANTIMEcross,8,40,vervoeren,-
236,corpus_airbus/100911,1MEANTIMEcross,8,41,.,-
237,corpus_airbus/100911,1MEANTIMEcross,9,0,In,-
238,corpus_airbus/100911,1MEANTIMEcross,9,1,de,-
239,corpus_airbus/100911,1MEANTIMEcross,9,2,leger,-
240,corpus_airbus/100911,1MEANTIMEcross,9,3,kan,-
241,corpus_airbus/100911,1MEANTIMEcross,9,4,je,-
242,corpus_airbus/100911,1MEANTIMEcross,9,5,nooit,-
243,corpus_airbus/100911,1MEANTIMEcross,9,6,teveel,-
244,corpus_airbus/100911,1MEANTIMEcross,9,7,brandstof,-
245,corpus_airbus/100911,1MEANTIMEcross,9,8,in,-
246,corpus_airbus/100911,1MEANTIMEcross,9,9,de,-
247,corpus_airbus/100911,1MEANTIMEcross,9,10,lucht,-
248,corpus_airbus/100911,1MEANTIMEcross,9,11,hebben,-
249,corpus_airbus/100911,1MEANTIMEcross,9,12,.,-
250,corpus_airbus/100911,1MEANTIMEcross,9,13,',-
251,corpus_airbus/100911,1MEANTIMEcross,9,14,',-
252,corpus_airbus/100911,1MEANTIMEcross,10,0,"""",(ORG37154720392556611
253,corpus_airbus/100911,1MEANTIMEcross,10,1,De,-
254,corpus_airbus/100911,1MEANTIMEcross,10,2,USAF,ORG37154720392556611)
255,corpus_airbus/100911,1MEANTIMEcross,10,3,ontkende,(SPE40012242450436873)
256,corpus_airbus/100911,1MEANTIMEcross,10,4,dat,-
257,corpus_airbus/100911,1MEANTIMEcross,10,5,het,-
258,corpus_airbus/100911,1MEANTIMEcross,10,6,creëren,-
259,corpus_airbus/100911,1MEANTIMEcross,10,7,van,-
260,corpus_airbus/100911,1MEANTIMEcross,10,8,banen,-
261,corpus_airbus/100911,1MEANTIMEcross,10,9,in,-
262,corpus_airbus/100911,1MEANTIMEcross,10,10,de,-
263,corpus_airbus/100911,1MEANTIMEcross,10,11,V.,-
264,corpus_airbus/100911,1MEANTIMEcross,10,12,S.,-
265,corpus_airbus/100911,1MEANTIMEcross,10,13,meespeelde,-
266,corpus_airbus/100911,1MEANTIMEcross,10,14,;,-
267,corpus_airbus/100911,1MEANTIMEcross,10,15,dit,-
268,corpus_airbus/100911,1MEANTIMEcross,10,16,was,-
269,corpus_airbus/100911,1MEANTIMEcross,10,17,juist,-
270,corpus_airbus/100911,1MEANTIMEcross,10,18,de,-
271,corpus_airbus/100911,1MEANTIMEcross,10,19,reden,-
272,corpus_airbus/100911,1MEANTIMEcross,10,20,waarom,-
273,corpus_airbus/100911,1MEANTIMEcross,10,21,men,-
274,corpus_airbus/100911,1MEANTIMEcross,10,22,verwachtte,-
275,corpus_airbus/100911,1MEANTIMEcross,10,23,dat,-
276,corpus_airbus/100911,1MEANTIMEcross,10,24,Boeing,(ORG37154719725500990)
277,corpus_airbus/100911,1MEANTIMEcross,10,25,zou,-
278,corpus_airbus/100911,1MEANTIMEcross,10,26,winnen,-
279,corpus_airbus/100911,1MEANTIMEcross,10,27,",",-
280,corpus_airbus/100911,1MEANTIMEcross,10,28,aangezien,-
281,corpus_airbus/100911,1MEANTIMEcross,10,29,dit,ORG37154719725500990)
282,corpus_airbus/100911,1MEANTIMEcross,10,30,bedrijf,(ORG37154719725500990
283,corpus_airbus/100911,1MEANTIMEcross,10,31,44.000,-
284,corpus_airbus/100911,1MEANTIMEcross,10,32,nieuwe,-
285,corpus_airbus/100911,1MEANTIMEcross,10,33,banen,-
286,corpus_airbus/100911,1MEANTIMEcross,10,34,bij,-
287,corpus_airbus/100911,1MEANTIMEcross,10,35,300,-
288,corpus_airbus/100911,1MEANTIMEcross,10,36,leveranciers,-
289,corpus_airbus/100911,1MEANTIMEcross,10,37,in,-
290,corpus_airbus/100911,1MEANTIMEcross,10,38,40,-
291,corpus_airbus/100911,1MEANTIMEcross,10,39,staten,-
292,corpus_airbus/100911,1MEANTIMEcross,10,40,had,-
293,corpus_airbus/100911,1MEANTIMEcross,10,41,beloofd,(OTH41485093717500004)
294,corpus_airbus/100911,1MEANTIMEcross,10,42,.,-
295,corpus_airbus/100911,1MEANTIMEcross,10,43,"""",-
296,corpus_airbus/100911,1MEANTIMEcross,11,0,De,-
297,corpus_airbus/100911,1MEANTIMEcross,11,1,Northrop,(ORG37154720130514282
298,corpus_airbus/100911,1MEANTIMEcross,11,2,Grumman,ORG37154720130514282)
299,corpus_airbus/100911,1MEANTIMEcross,11,3,KC-45-tankers,-
300,corpus_airbus/100911,1MEANTIMEcross,11,4,",",-
301,corpus_airbus/100911,1MEANTIMEcross,11,5,die,-
302,corpus_airbus/100911,1MEANTIMEcross,11,6,beter,-
303,corpus_airbus/100911,1MEANTIMEcross,11,7,bekend,-
304,corpus_airbus/100911,1MEANTIMEcross,11,8,staan,-
305,corpus_airbus/100911,1MEANTIMEcross,11,9,als,-
306,corpus_airbus/100911,1MEANTIMEcross,11,10,de,-
307,corpus_airbus/100911,1MEANTIMEcross,11,11,KC-30,-
308,corpus_airbus/100911,1MEANTIMEcross,11,12,",",-
309,corpus_airbus/100911,1MEANTIMEcross,11,13,zijn,-
310,corpus_airbus/100911,1MEANTIMEcross,11,14,gebaseerd,-
311,corpus_airbus/100911,1MEANTIMEcross,11,15,op,-
312,corpus_airbus/100911,1MEANTIMEcross,11,16,de,-
313,corpus_airbus/100911,1MEANTIMEcross,11,17,Airbus,(ORG37154719430036883)
314,corpus_airbus/100911,1MEANTIMEcross,11,18,A330,-
315,corpus_airbus/100911,1MEANTIMEcross,11,19,MRTT,-
316,corpus_airbus/100911,1MEANTIMEcross,11,20,.,-
317,corpus_airbus/100911,1MEANTIMEcross,12,0,De,-
318,corpus_airbus/100911,1MEANTIMEcross,12,1,eerste,-
319,corpus_airbus/100911,1MEANTIMEcross,12,2,vier,-
320,corpus_airbus/100911,1MEANTIMEcross,12,3,toestellen,-
321,corpus_airbus/100911,1MEANTIMEcross,12,4,worden,-
322,corpus_airbus/100911,1MEANTIMEcross,12,5,in,-
323,corpus_airbus/100911,1MEANTIMEcross,12,6,de,-
324,corpus_airbus/100911,1MEANTIMEcross,12,7,Franse,-
325,corpus_airbus/100911,1MEANTIMEcross,12,8,hoofdfabriek,-
326,corpus_airbus/100911,1MEANTIMEcross,12,9,van,-
327,corpus_airbus/100911,1MEANTIMEcross,12,10,Airbus,(ORG37154719430036883)
328,corpus_airbus/100911,1MEANTIMEcross,12,11,in,-
329,corpus_airbus/100911,1MEANTIMEcross,12,12,Toulouse,-
330,corpus_airbus/100911,1MEANTIMEcross,12,13,in,-
331,corpus_airbus/100911,1MEANTIMEcross,12,14,elkaar,-
332,corpus_airbus/100911,1MEANTIMEcross,12,15,gezet,-
333,corpus_airbus/100911,1MEANTIMEcross,12,16,",",-
334,corpus_airbus/100911,1MEANTIMEcross,12,17,maar,-
335,corpus_airbus/100911,1MEANTIMEcross,12,18,vanaf,-
336,corpus_airbus/100911,1MEANTIMEcross,12,19,2010-11,-
337,corpus_airbus/100911,1MEANTIMEcross,12,20,worden,-
338,corpus_airbus/100911,1MEANTIMEcross,12,21,de,-
339,corpus_airbus/100911,1MEANTIMEcross,12,22,andere,-
340,corpus_airbus/100911,1MEANTIMEcross,12,23,vliegtuigen,-
341,corpus_airbus/100911,1MEANTIMEcross,12,24,geproduceerd,-
342,corpus_airbus/100911,1MEANTIMEcross,12,25,in,-
343,corpus_airbus/100911,1MEANTIMEcross,12,26,een,-
344,corpus_airbus/100911,1MEANTIMEcross,12,27,faciliteit,-
345,corpus_airbus/100911,1MEANTIMEcross,12,28,in,-
346,corpus_airbus/100911,1MEANTIMEcross,12,29,Mobile,-
347,corpus_airbus/100911,1MEANTIMEcross,12,30,",",-
348,corpus_airbus/100911,1MEANTIMEcross,12,31,Alabama,-
349,corpus_airbus/100911,1MEANTIMEcross,12,32,",",-
350,corpus_airbus/100911,1MEANTIMEcross,12,33,in,-
351,corpus_airbus/100911,1MEANTIMEcross,12,34,de,-
352,corpus_airbus/100911,1MEANTIMEcross,12,35,Verenigde,-
353,corpus_airbus/100911,1MEANTIMEcross,12,36,Staten,-
354,corpus_airbus/100911,1MEANTIMEcross,12,37,.,-
355,corpus_airbus/100911,1MEANTIMEcross,13,0,Naar,-
356,corpus_airbus/100911,1MEANTIMEcross,13,1,verwachting,-
357,corpus_airbus/100911,1MEANTIMEcross,13,2,zullen,-
358,corpus_airbus/100911,1MEANTIMEcross,13,3,1.500,-
359,corpus_airbus/100911,1MEANTIMEcross,13,4,tot,-
360,corpus_airbus/100911,1MEANTIMEcross,13,5,2.000,-
361,corpus_airbus/100911,1MEANTIMEcross,13,6,banen,-
362,corpus_airbus/100911,1MEANTIMEcross,13,7,gecreëerd,-
363,corpus_airbus/100911,1MEANTIMEcross,13,8,en,-
364,corpus_airbus/100911,1MEANTIMEcross,13,9,25.000,-
365,corpus_airbus/100911,1MEANTIMEcross,13,10,in,-
366,corpus_airbus/100911,1MEANTIMEcross,13,11,stand,-
367,corpus_airbus/100911,1MEANTIMEcross,13,12,gehouden,-
368,corpus_airbus/100911,1MEANTIMEcross,13,13,worden,-
369,corpus_airbus/100911,1MEANTIMEcross,13,14,.,-
370,corpus_airbus/100911,1MEANTIMEcross,14,0,60,-
371,corpus_airbus/100911,1MEANTIMEcross,14,1,%,-
372,corpus_airbus/100911,1MEANTIMEcross,14,2,van,-
373,corpus_airbus/100911,1MEANTIMEcross,14,3,de,-
374,corpus_airbus/100911,1MEANTIMEcross,14,4,onderdelen,-
375,corpus_airbus/100911,1MEANTIMEcross,14,5,wordt,-
376,corpus_airbus/100911,1MEANTIMEcross,14,6,geleverd,-
377,corpus_airbus/100911,1MEANTIMEcross,14,7,door,-
378,corpus_airbus/100911,1MEANTIMEcross,14,8,binnenlandse,-
379,corpus_airbus/100911,1MEANTIMEcross,14,9,fabrikanten,-
380,corpus_airbus/100911,1MEANTIMEcross,14,10,.,-
381,corpus_airbus/100911,1MEANTIMEcross,15,0,EADS,(ORG37154720003835631)
382,corpus_airbus/100911,1MEANTIMEcross,15,1,had,-
383,corpus_airbus/100911,1MEANTIMEcross,15,2,al,-
384,corpus_airbus/100911,1MEANTIMEcross,15,3,eerder,-
385,corpus_airbus/100911,1MEANTIMEcross,15,4,plannen,-
386,corpus_airbus/100911,1MEANTIMEcross,15,5,aangekondigd,(SPE40012577617384565)
387,corpus_airbus/100911,1MEANTIMEcross,15,6,om,-
388,corpus_airbus/100911,1MEANTIMEcross,15,7,een,-
389,corpus_airbus/100911,1MEANTIMEcross,15,8,groot,-
390,corpus_airbus/100911,1MEANTIMEcross,15,9,deel,-
391,corpus_airbus/100911,1MEANTIMEcross,15,10,van,-
392,corpus_airbus/100911,1MEANTIMEcross,15,11,de,-
393,corpus_airbus/100911,1MEANTIMEcross,15,12,productiecapaciteit,-
394,corpus_airbus/100911,1MEANTIMEcross,15,13,naar,-
395,corpus_airbus/100911,1MEANTIMEcross,15,14,de,-
