,topic/subtopic_name,doc_id,sent_id,token_id,token,reference
127,corpus_airbus/100911,1MEANTIMEcross,5,19,aircraft,PRO39498261379485028)
128,corpus_airbus/100911,1MEANTIMEcross,5,20,'s,-
129,corpus_airbus/100911,1MEANTIMEcross,5,21,fifty-year,-
130,corpus_airbus/100911,1MEANTIMEcross,5,22,service,-
131,corpus_airbus/100911,1MEANTIMEcross,5,23,life,-
132,corpus_airbus/100911,1MEANTIMEcross,5,24,could,-
133,corpus_airbus/100911,1MEANTIMEcross,5,25,push,-
134,corpus_airbus/100911,1MEANTIMEcross,5,26,the,(FIN39498080489558939
135,corpus_airbus/100911,1MEANTIMEcross,5,27,value,-
136,corpus_airbus/100911,1MEANTIMEcross,5,28,of,-
137,corpus_airbus/100911,1MEANTIMEcross,5,29,the,-
138,corpus_airbus/100911,1MEANTIMEcross,5,30,contract,FIN39498080489558939)
139,corpus_airbus/100911,1MEANTIMEcross,5,31,as,-
140,corpus_airbus/100911,1MEANTIMEcross,5,32,high,-
141,corpus_airbus/100911,1MEANTIMEcross,5,33,as,-
142,corpus_airbus/100911,1MEANTIMEcross,5,34,US$,-
143,corpus_airbus/100911,1MEANTIMEcross,5,35,100,-
144,corpus_airbus/100911,1MEANTIMEcross,5,36,billion,-
145,corpus_airbus/100911,1MEANTIMEcross,5,37,.,-
146,corpus_airbus/100911,1MEANTIMEcross,6,0,Northrop,(ORG37154720130514282
147,corpus_airbus/100911,1MEANTIMEcross,6,1,Grumman,ORG37154720130514282)
148,corpus_airbus/100911,1MEANTIMEcross,6,2,CEO,-
149,corpus_airbus/100911,1MEANTIMEcross,6,3,Ron,-
150,corpus_airbus/100911,1MEANTIMEcross,6,4,Sugar,-
151,corpus_airbus/100911,1MEANTIMEcross,6,5,said,-
152,corpus_airbus/100911,1MEANTIMEcross,6,6,in,-
153,corpus_airbus/100911,1MEANTIMEcross,6,7,an,-
154,corpus_airbus/100911,1MEANTIMEcross,6,8,interview,-
155,corpus_airbus/100911,1MEANTIMEcross,6,9,``,-
156,corpus_airbus/100911,1MEANTIMEcross,6,10,Everyone,-
157,corpus_airbus/100911,1MEANTIMEcross,6,11,told,(SPE40011876827379708)
158,corpus_airbus/100911,1MEANTIMEcross,6,12,us,(ORG37154720130514282)
159,corpus_airbus/100911,1MEANTIMEcross,6,13,we,(ORG37154720130514282)
160,corpus_airbus/100911,1MEANTIMEcross,6,14,were,-
161,corpus_airbus/100911,1MEANTIMEcross,6,15,crazy,-
162,corpus_airbus/100911,1MEANTIMEcross,6,16,",",-
163,corpus_airbus/100911,1MEANTIMEcross,6,17,that,-
164,corpus_airbus/100911,1MEANTIMEcross,6,18,we,(ORG37154720130514282)
165,corpus_airbus/100911,1MEANTIMEcross,6,19,had,-
166,corpus_airbus/100911,1MEANTIMEcross,6,20,no,-
167,corpus_airbus/100911,1MEANTIMEcross,6,21,chance,-
168,corpus_airbus/100911,1MEANTIMEcross,6,22,.,-
169,corpus_airbus/100911,1MEANTIMEcross,7,0,But,-
170,corpus_airbus/100911,1MEANTIMEcross,7,1,we,(ORG37154720130514282)
171,corpus_airbus/100911,1MEANTIMEcross,7,2,took,-
172,corpus_airbus/100911,1MEANTIMEcross,7,3,a,-
173,corpus_airbus/100911,1MEANTIMEcross,7,4,big,-
174,corpus_airbus/100911,1MEANTIMEcross,7,5,swing,-
175,corpus_airbus/100911,1MEANTIMEcross,7,6,and,-
176,corpus_airbus/100911,1MEANTIMEcross,7,7,in,-
177,corpus_airbus/100911,1MEANTIMEcross,7,8,this,-
178,corpus_airbus/100911,1MEANTIMEcross,7,9,case,-
179,corpus_airbus/100911,1MEANTIMEcross,7,10,",",-
180,corpus_airbus/100911,1MEANTIMEcross,7,11,we,(ORG37154720130514282)
181,corpus_airbus/100911,1MEANTIMEcross,7,12,hit,-
182,corpus_airbus/100911,1MEANTIMEcross,7,13,a,-
183,corpus_airbus/100911,1MEANTIMEcross,7,14,home,-
184,corpus_airbus/100911,1MEANTIMEcross,7,15,run,-
185,corpus_airbus/100911,1MEANTIMEcross,7,16,.,-
186,corpus_airbus/100911,1MEANTIMEcross,7,17,'',-
187,corpus_airbus/100911,1MEANTIMEcross,8,0,USAF,(ORG37154720392556611)
188,corpus_airbus/100911,1MEANTIMEcross,8,1,officials,-
189,corpus_airbus/100911,1MEANTIMEcross,8,2,said,-
190,corpus_airbus/100911,1MEANTIMEcross,8,3,that,-
191,corpus_airbus/100911,1MEANTIMEcross,8,4,the,-
192,corpus_airbus/100911,1MEANTIMEcross,8,5,contract,-
193,corpus_airbus/100911,1MEANTIMEcross,8,6,had,-
194,corpus_airbus/100911,1MEANTIMEcross,8,7,been,-
195,corpus_airbus/100911,1MEANTIMEcross,8,8,awarded,-
196,corpus_airbus/100911,1MEANTIMEcross,8,9,based,-
197,corpus_airbus/100911,1MEANTIMEcross,8,10,on,-
198,corpus_airbus/100911,1MEANTIMEcross,8,11,competence,-
199,corpus_airbus/100911,1MEANTIMEcross,8,12,",",-
200,corpus_airbus/100911,1MEANTIMEcross,8,13,track,-
201,corpus_airbus/100911,1MEANTIMEcross,8,14,record,-
202,corpus_airbus/100911,1MEANTIMEcross,8,15,and,-
203,corpus_airbus/100911,1MEANTIMEcross,8,16,competitive,-
204,corpus_airbus/100911,1MEANTIMEcross,8,17,pricing,-
205,corpus_airbus/100911,1MEANTIMEcross,8,18,",",-
206,corpus_airbus/100911,1MEANTIMEcross,8,19,with,-
207,corpus_airbus/100911,1MEANTIMEcross,8,20,UBS,-
208,corpus_airbus/100911,1MEANTIMEcross,8,21,analyst,-
209,corpus_airbus/100911,1MEANTIMEcross,8,22,David,-
210,corpus_airbus/100911,1MEANTIMEcross,8,23,Strauss,-
211,corpus_airbus/100911,1MEANTIMEcross,8,24,saying,-
212,corpus_airbus/100911,1MEANTIMEcross,8,25,``,-
213,corpus_airbus/100911,1MEANTIMEcross,8,26,The,-
214,corpus_airbus/100911,1MEANTIMEcross,8,27,key,-
215,corpus_airbus/100911,1MEANTIMEcross,8,28,decision,-
216,corpus_airbus/100911,1MEANTIMEcross,8,29,was,-
217,corpus_airbus/100911,1MEANTIMEcross,8,30,the,-
218,corpus_airbus/100911,1MEANTIMEcross,8,31,amount,-
219,corpus_airbus/100911,1MEANTIMEcross,8,32,of,-
220,corpus_airbus/100911,1MEANTIMEcross,8,33,fuel,-
221,corpus_airbus/100911,1MEANTIMEcross,8,34,the,-
222,corpus_airbus/100911,1MEANTIMEcross,8,35,bigger,-
223,corpus_airbus/100911,1MEANTIMEcross,8,36,plane,-
224,corpus_airbus/100911,1MEANTIMEcross,8,37,could,-
225,corpus_airbus/100911,1MEANTIMEcross,8,38,carry,-
226,corpus_airbus/100911,1MEANTIMEcross,8,39,.,-
227,corpus_airbus/100911,1MEANTIMEcross,9,0,In,-
228,corpus_airbus/100911,1MEANTIMEcross,9,1,the,-
229,corpus_airbus/100911,1MEANTIMEcross,9,2,armed,-
230,corpus_airbus/100911,1MEANTIMEcross,9,3,services,-
231,corpus_airbus/100911,1MEANTIMEcross,9,4,",",-
232,corpus_airbus/100911,1MEANTIMEcross,9,5,you,-
233,corpus_airbus/100911,1MEANTIMEcross,9,6,can,-
234,corpus_airbus/100911,1MEANTIMEcross,9,7,never,-
235,corpus_airbus/100911,1MEANTIMEcross,9,8,have,-
236,corpus_airbus/100911,1MEANTIMEcross,9,9,too,-
237,corpus_airbus/100911,1MEANTIMEcross,9,10,much,-
238,corpus_airbus/100911,1MEANTIMEcross,9,11,gas,-
239,corpus_airbus/100911,1MEANTIMEcross,9,12,in,-
240,corpus_airbus/100911,1MEANTIMEcross,9,13,the,-
241,corpus_airbus/100911,1MEANTIMEcross,9,14,air,-
242,corpus_airbus/100911,1MEANTIMEcross,9,15,.,-
243,corpus_airbus/100911,1MEANTIMEcross,9,16,'',-
244,corpus_airbus/100911,1MEANTIMEcross,10,0,USAF,(ORG37154720392556611)
245,corpus_airbus/100911,1MEANTIMEcross,10,1,also,-
246,corpus_airbus/100911,1MEANTIMEcross,10,2,denied,-
247,corpus_airbus/100911,1MEANTIMEcross,10,3,that,-
248,corpus_airbus/100911,1MEANTIMEcross,10,4,creating,-
249,corpus_airbus/100911,1MEANTIMEcross,10,5,jobs,-
250,corpus_airbus/100911,1MEANTIMEcross,10,6,in,-
251,corpus_airbus/100911,1MEANTIMEcross,10,7,the,-
252,corpus_airbus/100911,1MEANTIMEcross,10,8,US,-
253,corpus_airbus/100911,1MEANTIMEcross,10,9,was,-
254,corpus_airbus/100911,1MEANTIMEcross,10,10,a,-
255,corpus_airbus/100911,1MEANTIMEcross,10,11,factor,-
256,corpus_airbus/100911,1MEANTIMEcross,10,12,;,-
257,corpus_airbus/100911,1MEANTIMEcross,10,13,job,-
258,corpus_airbus/100911,1MEANTIMEcross,10,14,supply,-
259,corpus_airbus/100911,1MEANTIMEcross,10,15,had,-
260,corpus_airbus/100911,1MEANTIMEcross,10,16,been,-
261,corpus_airbus/100911,1MEANTIMEcross,10,17,the,-
262,corpus_airbus/100911,1MEANTIMEcross,10,18,reason,-
263,corpus_airbus/100911,1MEANTIMEcross,10,19,Boeing,(ORG37154719725500990)
264,corpus_airbus/100911,1MEANTIMEcross,10,20,were,-
265,corpus_airbus/100911,1MEANTIMEcross,10,21,expected,-
266,corpus_airbus/100911,1MEANTIMEcross,10,22,to,-
267,corpus_airbus/100911,1MEANTIMEcross,10,23,win,-
268,corpus_airbus/100911,1MEANTIMEcross,10,24,",",-
269,corpus_airbus/100911,1MEANTIMEcross,10,25,with,-
270,corpus_airbus/100911,1MEANTIMEcross,10,26,the,(ORG37154719725500990
271,corpus_airbus/100911,1MEANTIMEcross,10,27,airframer,ORG37154719725500990)
272,corpus_airbus/100911,1MEANTIMEcross,10,28,promising,(OTH41485093717500004)
273,corpus_airbus/100911,1MEANTIMEcross,10,29,"44,000",-
274,corpus_airbus/100911,1MEANTIMEcross,10,30,new,-
275,corpus_airbus/100911,1MEANTIMEcross,10,31,positions,-
276,corpus_airbus/100911,1MEANTIMEcross,10,32,at,-
277,corpus_airbus/100911,1MEANTIMEcross,10,33,300,-
278,corpus_airbus/100911,1MEANTIMEcross,10,34,suppliers,-
279,corpus_airbus/100911,1MEANTIMEcross,10,35,in,-
280,corpus_airbus/100911,1MEANTIMEcross,10,36,40,-
281,corpus_airbus/100911,1MEANTIMEcross,10,37,states,-
282,corpus_airbus/100911,1MEANTIMEcross,10,38,.,-
283,corpus_airbus/100911,1MEANTIMEcross,11,0,The,-
284,corpus_airbus/100911,1MEANTIMEcross,11,1,Northrop,(ORG37154720130514282
285,corpus_airbus/100911,1MEANTIMEcross,11,2,Grumman,ORG37154720130514282)
286,corpus_airbus/100911,1MEANTIMEcross,11,3,KC-45,-
287,corpus_airbus/100911,1MEANTIMEcross,11,4,tankers,-
288,corpus_airbus/100911,1MEANTIMEcross,11,5,-,-
289,corpus_airbus/100911,1MEANTIMEcross,11,6,more,-
290,corpus_airbus/100911,1MEANTIMEcross,11,7,often,-
291,corpus_airbus/100911,1MEANTIMEcross,11,8,known,-
292,corpus_airbus/100911,1MEANTIMEcross,11,9,as,-
293,corpus_airbus/100911,1MEANTIMEcross,11,10,KC-30s,-
294,corpus_airbus/100911,1MEANTIMEcross,11,11,-,-
295,corpus_airbus/100911,1MEANTIMEcross,11,12,are,-
296,corpus_airbus/100911,1MEANTIMEcross,11,13,based,-
297,corpus_airbus/100911,1MEANTIMEcross,11,14,on,-
298,corpus_airbus/100911,1MEANTIMEcross,11,15,the,-
299,corpus_airbus/100911,1MEANTIMEcross,11,16,Airbus,(ORG37154719430036883)
300,corpus_airbus/100911,1MEANTIMEcross,11,17,A330,-
301,corpus_airbus/100911,1MEANTIMEcross,11,18,MRTT,-
302,corpus_airbus/100911,1MEANTIMEcross,11,19,.,-
303,corpus_airbus/100911,1MEANTIMEcross,12,0,The,-
304,corpus_airbus/100911,1MEANTIMEcross,12,1,first,-
305,corpus_airbus/100911,1MEANTIMEcross,12,2,four,-
306,corpus_airbus/100911,1MEANTIMEcross,12,3,aircraft,-
307,corpus_airbus/100911,1MEANTIMEcross,12,4,will,-
308,corpus_airbus/100911,1MEANTIMEcross,12,5,be,-
309,corpus_airbus/100911,1MEANTIMEcross,12,6,assembled,-
310,corpus_airbus/100911,1MEANTIMEcross,12,7,at,-
311,corpus_airbus/100911,1MEANTIMEcross,12,8,the,-
312,corpus_airbus/100911,1MEANTIMEcross,12,9,main,-
313,corpus_airbus/100911,1MEANTIMEcross,12,10,Airbus,(ORG37154719430036883)
314,corpus_airbus/100911,1MEANTIMEcross,12,11,factory,-
315,corpus_airbus/100911,1MEANTIMEcross,12,12,in,-
316,corpus_airbus/100911,1MEANTIMEcross,12,13,Toulouse,-
317,corpus_airbus/100911,1MEANTIMEcross,12,14,",",-
318,corpus_airbus/100911,1MEANTIMEcross,12,15,France,-
319,corpus_airbus/100911,1MEANTIMEcross,12,16,but,-
320,corpus_airbus/100911,1MEANTIMEcross,12,17,by,-
321,corpus_airbus/100911,1MEANTIMEcross,12,18,2010-11,-
322,corpus_airbus/100911,1MEANTIMEcross,12,19,production,-
323,corpus_airbus/100911,1MEANTIMEcross,12,20,of,-
324,corpus_airbus/100911,1MEANTIMEcross,12,21,the,-
325,corpus_airbus/100911,1MEANTIMEcross,12,22,remainder,-
326,corpus_airbus/100911,1MEANTIMEcross,12,23,will,-
327,corpus_airbus/100911,1MEANTIMEcross,12,24,be,-
328,corpus_airbus/100911,1MEANTIMEcross,12,25,carried,-
329,corpus_airbus/100911,1MEANTIMEcross,12,26,out,-
330,corpus_airbus/100911,1MEANTIMEcross,12,27,at,-
331,corpus_airbus/100911,1MEANTIMEcross,12,28,a,-
332,corpus_airbus/100911,1MEANTIMEcross,12,29,facility,-
333,corpus_airbus/100911,1MEANTIMEcross,12,30,in,-
334,corpus_airbus/100911,1MEANTIMEcross,12,31,Mobile,-
335,corpus_airbus/100911,1MEANTIMEcross,12,32,",",-
336,corpus_airbus/100911,1MEANTIMEcross,12,33,Alabama,-
337,corpus_airbus/100911,1MEANTIMEcross,12,34,.,-
338,corpus_airbus/100911,1MEANTIMEcross,13,0,This,-
339,corpus_airbus/100911,1MEANTIMEcross,13,1,is,-
340,corpus_airbus/100911,1MEANTIMEcross,13,2,thought,-
341,corpus_airbus/100911,1MEANTIMEcross,13,3,likely,-
342,corpus_airbus/100911,1MEANTIMEcross,13,4,to,-
343,corpus_airbus/100911,1MEANTIMEcross,13,5,create,-
344,corpus_airbus/100911,1MEANTIMEcross,13,6,"1,500",-
345,corpus_airbus/100911,1MEANTIMEcross,13,7,to,-
346,corpus_airbus/100911,1MEANTIMEcross,13,8,"2,000",-
347,corpus_airbus/100911,1MEANTIMEcross,13,9,jobs,-
348,corpus_airbus/100911,1MEANTIMEcross,13,10,and,-
349,corpus_airbus/100911,1MEANTIMEcross,13,11,support,-
350,corpus_airbus/100911,1MEANTIMEcross,13,12,"25,000",-
351,corpus_airbus/100911,1MEANTIMEcross,13,13,others,-
352,corpus_airbus/100911,1MEANTIMEcross,13,14,.,-
353,corpus_airbus/100911,1MEANTIMEcross,14,0,60,-
354,corpus_airbus/100911,1MEANTIMEcross,14,1,%,-
355,corpus_airbus/100911,1MEANTIMEcross,14,2,of,-
356,corpus_airbus/100911,1MEANTIMEcross,14,3,the,-
357,corpus_airbus/100911,1MEANTIMEcross,14,4,parts,-
358,corpus_airbus/100911,1MEANTIMEcross,14,5,will,-
359,corpus_airbus/100911,1MEANTIMEcross,14,6,be,-
360,corpus_airbus/100911,1MEANTIMEcross,14,7,supplied,-
361,corpus_airbus/100911,1MEANTIMEcross,14,8,by,-
362,corpus_airbus/100911,1MEANTIMEcross,14,9,domestic,-
363,corpus_airbus/100911,1MEANTIMEcross,14,10,manufacturers,-
364,corpus_airbus/100911,1MEANTIMEcross,14,11,.,-
365,corpus_airbus/100911,1MEANTIMEcross,15,0,EADS,(ORG37154720003835631)
366,corpus_airbus/100911,1MEANTIMEcross,15,1,had,-
367,corpus_airbus/100911,1MEANTIMEcross,15,2,previously,-
368,corpus_airbus/100911,1MEANTIMEcross,15,3,announced,(SPE40012577617384565)
369,corpus_airbus/100911,1MEANTIMEcross,15,4,plans,-
370,corpus_airbus/100911,1MEANTIMEcross,15,5,to,-
371,corpus_airbus/100911,1MEANTIMEcross,15,6,shift,-
372,corpus_airbus/100911,1MEANTIMEcross,15,7,much,-
373,corpus_airbus/100911,1MEANTIMEcross,15,8,production,-
374,corpus_airbus/100911,1MEANTIMEcross,15,9,to,-
375,corpus_airbus/100911,1MEANTIMEcross,15,10,the,-
376,corpus_airbus/100911,1MEANTIMEcross,15,11,US,-
377,corpus_airbus/100911,1MEANTIMEcross,15,12,due,-
378,corpus_airbus/100911,1MEANTIMEcross,15,13,to,-
379,corpus_airbus/100911,1MEANTIMEcross,15,14,the,-
380,corpus_airbus/100911,1MEANTIMEcross,15,15,current,-
381,corpus_airbus/100911,1MEANTIMEcross,15,16,weakness,-
382,corpus_airbus/100911,1MEANTIMEcross,15,17,of,-
383,corpus_airbus/100911,1MEANTIMEcross,15,18,the,-
384,corpus_airbus/100911,1MEANTIMEcross,15,19,dollar,-
385,corpus_airbus/100911,1MEANTIMEcross,15,20,.,-
386,corpus_airbus/100911,1MEANTIMEcross,16,0,General,-
387,corpus_airbus/100911,1MEANTIMEcross,16,1,Arthur,-
388,corpus_airbus/100911,1MEANTIMEcross,16,2,Lichte,-
389,corpus_airbus/100911,1MEANTIMEcross,16,3,",",-
390,corpus_airbus/100911,1MEANTIMEcross,16,4,head,-
391,corpus_airbus/100911,1MEANTIMEcross,16,5,of,-
392,corpus_airbus/100911,1MEANTIMEcross,16,6,USAF,(ORG37154720392556611)
393,corpus_airbus/100911,1MEANTIMEcross,16,7,'s,-
394,corpus_airbus/100911,1MEANTIMEcross,16,8,Mobility,-
395,corpus_airbus/100911,1MEANTIMEcross,16,9,Command,-
396,corpus_airbus/100911,1MEANTIMEcross,16,10,",",-
397,corpus_airbus/100911,1MEANTIMEcross,16,11,said,-
398,corpus_airbus/100911,1MEANTIMEcross,16,12,it,-
399,corpus_airbus/100911,1MEANTIMEcross,16,13,is,-
400,corpus_airbus/100911,1MEANTIMEcross,16,14,hoped,-
401,corpus_airbus/100911,1MEANTIMEcross,16,15,the,-
402,corpus_airbus/100911,1MEANTIMEcross,16,16,first,-
